offline_id,activity_id,master_agent_id,offline_date,offline_start,offline_end,offline_category,productive_flag,approved_flag,duration_minutes,source_system
O00018838,ACT00068493,A037,2025-03-10,2025-03-10 15:36:00,2025-03-10 16:23:00,Training,1,1,47.0,SharePoint Tracker
O00018839,ACT00068496,A037,2025-03-10,2025-03-10 17:12:00,2025-03-10 17:37:00,Waiting for Work,0,1,25.0,Queue Manager
O00018840,ACT00068499,A037,2025-03-10,2025-03-10 18:12:00,2025-03-10 18:27:00,Waiting for Work,0,1,15.0,Queue Manager
O00018841,ACT00068501,A037,2025-03-10,2025-03-10 18:47:00,2025-03-10 18:58:00,Break,0,1,11.0,Queue Manager
O00018842,ACT00068503,A037,2025-03-11,2025-03-11 10:00:00,2025-03-11 10:15:00,Coaching,1,1,15.0,SharePoint Tracker
O00018843,ACT00068505,A037,2025-03-11,2025-03-11 10:38:00,2025-03-11 11:12:00,Waiting for Work,0,1,34.0,Queue Manager
O00018844,ACT00068509,A037,2025-03-11,2025-03-11 12:31:00,2025-03-11 12:39:00,Waiting for Work,0,1,8.0,Queue Manager
O00018845,ACT00068511,A037,2025-03-11,2025-03-11 12:56:00,2025-03-11 13:14:00,Coaching,1,1,18.0,SharePoint Tracker
O00018846,ACT00068512,A037,2025-03-11,2025-03-11 13:17:00,2025-03-11 13:32:00,Coaching,1,1,15.0,SharePoint Tracker
O00018847,ACT00068513,A037,2025-03-11,2025-03-11 13:32:00,2025-03-11 13:45:00,Admin,1,1,13.0,SharePoint Tracker
O00018848,ACT00068515,A037,2025-03-11,2025-03-11 14:00:00,2025-03-11 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018849,ACT00068518,A037,2025-03-11,2025-03-11 14:58:00,2025-03-11 15:18:00,Unplanned Offline,0,0,20.0,Queue Manager
O00018850,ACT00068519,A037,2025-03-11,2025-03-11 15:21:00,2025-03-11 15:32:00,Unplanned Offline,0,0,11.0,Queue Manager
O00018851,ACT00068520,A037,2025-03-11,2025-03-11 15:32:00,2025-03-11 15:42:00,Waiting for Work,0,1,10.0,Queue Manager
O00018852,ACT00068524,A037,2025-03-11,2025-03-11 16:25:00,2025-03-11 16:36:00,Break,0,1,11.0,Queue Manager
O00018853,ACT00068525,A037,2025-03-11,2025-03-11 16:36:00,2025-03-11 16:40:00,Waiting for Work,0,1,4.0,Queue Manager
O00018854,ACT00068528,A037,2025-03-11,2025-03-11 17:01:00,2025-03-11 17:52:00,Training,1,1,51.0,SharePoint Tracker
O00018855,ACT00068529,A037,2025-03-11,2025-03-11 17:52:00,2025-03-11 18:09:00,Email Support,1,1,17.0,Queue Manager
O00018856,ACT00068531,A037,2025-03-11,2025-03-11 18:16:00,2025-03-11 18:27:00,Waiting for Work,0,1,11.0,Queue Manager
O00018857,ACT00068535,A037,2025-03-12,2025-03-12 10:00:00,2025-03-12 10:10:00,Admin,1,1,10.0,SharePoint Tracker
O00018858,ACT00068542,A037,2025-03-12,2025-03-12 12:35:00,2025-03-12 12:50:00,Waiting for Work,0,1,15.0,Queue Manager
O00018859,ACT00068547,A037,2025-03-12,2025-03-12 13:40:00,2025-03-12 13:50:00,Break,0,1,10.0,Queue Manager
O00018860,ACT00068549,A037,2025-03-12,2025-03-12 14:00:00,2025-03-12 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018861,ACT00068551,A037,2025-03-12,2025-03-12 15:02:00,2025-03-12 15:15:00,Admin,1,1,13.0,SharePoint Tracker
O00018862,ACT00068552,A037,2025-03-12,2025-03-12 15:15:00,2025-03-12 15:29:00,Break,0,1,14.0,Queue Manager
O00018863,ACT00068555,A037,2025-03-12,2025-03-12 15:59:00,2025-03-12 16:09:00,Break,0,1,10.0,Queue Manager
O00018864,ACT00068557,A037,2025-03-12,2025-03-12 16:26:00,2025-03-12 16:41:00,Waiting for Work,0,1,15.0,Queue Manager
O00018865,ACT00068564,A037,2025-03-12,2025-03-12 18:46:00,2025-03-12 19:00:00,Break,0,1,14.0,Queue Manager
O00018866,ACT00068565,A037,2025-03-13,2025-03-13 10:00:00,2025-03-13 10:17:00,Admin,1,1,17.0,SharePoint Tracker
O00018867,ACT00068570,A037,2025-03-13,2025-03-13 11:25:00,2025-03-13 11:35:00,Waiting for Work,0,1,10.0,Queue Manager
O00018868,ACT00068577,A037,2025-03-13,2025-03-13 13:18:00,2025-03-13 13:45:00,Admin,1,1,27.0,SharePoint Tracker
O00018869,ACT00068579,A037,2025-03-13,2025-03-13 14:00:00,2025-03-13 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018870,ACT00068582,A037,2025-03-13,2025-03-13 15:04:00,2025-03-13 15:51:00,Team Meeting,1,1,47.0,SharePoint Tracker
O00018871,ACT00068583,A037,2025-03-13,2025-03-13 15:51:00,2025-03-13 16:24:00,Team Meeting,1,1,33.0,SharePoint Tracker
O00018872,ACT00068587,A037,2025-03-13,2025-03-13 17:47:00,2025-03-13 19:00:00,Training,1,1,73.0,SharePoint Tracker
O00018873,ACT00068588,A037,2025-03-14,2025-03-14 10:00:00,2025-03-14 10:12:00,Admin,1,1,12.0,SharePoint Tracker
O00018874,ACT00068595,A037,2025-03-14,2025-03-14 11:34:00,2025-03-14 12:06:00,Waiting for Work,0,1,32.0,Queue Manager
O00018875,ACT00068603,A037,2025-03-14,2025-03-14 14:00:00,2025-03-14 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018876,ACT00068606,A037,2025-03-14,2025-03-14 14:57:00,2025-03-14 15:57:00,System Issue,0,1,60.0,IT Incident Log
O00018877,ACT00068607,A037,2025-03-14,2025-03-14 15:57:00,2025-03-14 16:07:00,Waiting for Work,0,1,10.0,Queue Manager
O00018878,ACT00068609,A037,2025-03-14,2025-03-14 16:24:00,2025-03-14 16:39:00,Waiting for Work,0,1,15.0,Queue Manager
O00018879,ACT00068613,A037,2025-03-14,2025-03-14 17:22:00,2025-03-14 17:35:00,Waiting for Work,0,1,13.0,Queue Manager
O00018880,ACT00068614,A037,2025-03-14,2025-03-14 17:35:00,2025-03-14 17:56:00,Waiting for Work,0,1,21.0,Queue Manager
O00018881,ACT00068618,A037,2025-03-17,2025-03-17 10:00:00,2025-03-17 10:11:00,Admin,1,1,11.0,SharePoint Tracker
O00018882,ACT00068624,A037,2025-03-17,2025-03-17 12:59:00,2025-03-17 13:33:00,Email Support,1,1,34.0,Queue Manager
O00018883,ACT00068626,A037,2025-03-17,2025-03-17 13:54:00,2025-03-17 14:00:00,Waiting for Work,0,1,6.0,Queue Manager
O00018884,ACT00068627,A037,2025-03-17,2025-03-17 14:00:00,2025-03-17 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018885,ACT00068631,A037,2025-03-17,2025-03-17 15:59:00,2025-03-17 16:34:00,Training,1,1,35.0,SharePoint Tracker
O00018886,ACT00068638,A037,2025-03-17,2025-03-17 18:18:00,2025-03-17 18:28:00,Email Support,1,1,10.0,Queue Manager
O00018887,ACT00068648,A037,2025-03-18,2025-03-18 11:30:00,2025-03-18 11:40:00,Break,0,1,10.0,Queue Manager
O00018888,ACT00068651,A037,2025-03-18,2025-03-18 12:31:00,2025-03-18 14:00:00,Training,1,1,89.0,SharePoint Tracker
O00018889,ACT00068652,A037,2025-03-18,2025-03-18 14:00:00,2025-03-18 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018890,ACT00068653,A037,2025-03-18,2025-03-18 14:30:00,2025-03-18 14:49:00,Admin,1,1,19.0,SharePoint Tracker
O00018891,ACT00068656,A037,2025-03-18,2025-03-18 15:18:00,2025-03-18 15:31:00,Unplanned Offline,0,0,13.0,Queue Manager
O00018892,ACT00068657,A037,2025-03-18,2025-03-18 15:31:00,2025-03-18 16:01:00,Email Support,1,1,30.0,Queue Manager
O00018893,ACT00068659,A037,2025-03-18,2025-03-18 16:45:00,2025-03-18 16:57:00,Break,0,1,12.0,Queue Manager
O00018894,ACT00068666,A037,2025-03-19,2025-03-19 10:00:00,2025-03-19 10:20:00,Admin,1,1,20.0,SharePoint Tracker
O00018895,ACT00068677,A037,2025-03-19,2025-03-19 13:49:00,2025-03-19 14:00:00,System Issue,0,1,11.0,IT Incident Log
O00018896,ACT00068678,A037,2025-03-19,2025-03-19 14:00:00,2025-03-19 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018897,ACT00068682,A037,2025-03-19,2025-03-19 15:36:00,2025-03-19 15:47:00,Waiting for Work,0,1,11.0,Queue Manager
O00018898,ACT00068691,A037,2025-03-19,2025-03-19 18:33:00,2025-03-19 18:42:00,Waiting for Work,0,1,9.0,Queue Manager
O00018899,ACT00068692,A037,2025-03-19,2025-03-19 18:42:00,2025-03-19 18:52:00,Break,0,1,10.0,Queue Manager
O00018900,ACT00068694,A037,2025-03-20,2025-03-20 10:00:00,2025-03-20 10:16:00,Admin,1,1,16.0,SharePoint Tracker
O00018901,ACT00068702,A037,2025-03-20,2025-03-20 12:45:00,2025-03-20 13:24:00,Waiting for Work,0,1,39.0,Queue Manager
O00018902,ACT00068707,A037,2025-03-20,2025-03-20 14:00:00,2025-03-20 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018903,ACT00068713,A037,2025-03-20,2025-03-20 16:09:00,2025-03-20 16:36:00,Waiting for Work,0,1,27.0,Queue Manager
O00018904,ACT00068714,A037,2025-03-20,2025-03-20 16:36:00,2025-03-20 16:51:00,Break,0,1,15.0,Queue Manager
O00018905,ACT00068715,A037,2025-03-20,2025-03-20 16:51:00,2025-03-20 17:18:00,System Issue,0,1,27.0,IT Incident Log
O00018906,ACT00068730,A037,2025-03-21,2025-03-21 12:03:00,2025-03-21 12:44:00,Waiting for Work,0,1,41.0,Queue Manager
O00018907,ACT00068736,A037,2025-03-21,2025-03-21 14:00:00,2025-03-21 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018908,ACT00068750,A037,2025-03-21,2025-03-21 18:28:00,2025-03-21 18:43:00,Waiting for Work,0,1,15.0,Queue Manager
O00018909,ACT00068751,A037,2025-03-21,2025-03-21 18:43:00,2025-03-21 19:00:00,Waiting for Work,0,1,17.0,Queue Manager
O00018910,ACT00068753,A037,2025-03-24,2025-03-24 10:14:00,2025-03-24 11:19:00,Training,1,1,65.0,SharePoint Tracker
O00018911,ACT00068759,A037,2025-03-24,2025-03-24 12:33:00,2025-03-24 13:13:00,Waiting for Work,0,1,40.0,Queue Manager
O00018912,ACT00068763,A037,2025-03-24,2025-03-24 13:52:00,2025-03-24 13:54:00,Waiting for Work,0,1,2.0,Queue Manager
O00018913,ACT00068765,A037,2025-03-24,2025-03-24 14:00:00,2025-03-24 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018914,ACT00068770,A037,2025-03-24,2025-03-24 15:17:00,2025-03-24 15:25:00,Waiting for Work,0,1,8.0,Queue Manager
O00018915,ACT00068772,A037,2025-03-24,2025-03-24 15:43:00,2025-03-24 15:48:00,Waiting for Work,0,1,5.0,Queue Manager
O00018916,ACT00068774,A037,2025-03-24,2025-03-24 16:00:00,2025-03-24 16:26:00,Team Meeting,1,1,26.0,SharePoint Tracker
O00018917,ACT00068775,A037,2025-03-24,2025-03-24 16:26:00,2025-03-24 16:44:00,Admin,1,1,18.0,SharePoint Tracker
O00018918,ACT00068781,A037,2025-03-24,2025-03-24 18:02:00,2025-03-24 18:14:00,Break,0,1,12.0,Queue Manager
O00018919,ACT00068782,A037,2025-03-24,2025-03-24 18:17:00,2025-03-24 18:28:00,Break,0,1,11.0,Queue Manager
O00018920,ACT00068798,A037,2025-03-25,2025-03-25 14:00:00,2025-03-25 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018921,ACT00068806,A037,2025-03-25,2025-03-25 16:38:00,2025-03-25 17:04:00,Waiting for Work,0,1,26.0,Queue Manager
O00018922,ACT00068810,A037,2025-03-25,2025-03-25 17:47:00,2025-03-25 18:30:00,Unplanned Offline,0,0,43.0,Queue Manager
O00018923,ACT00068812,A037,2025-03-25,2025-03-25 18:35:00,2025-03-25 18:50:00,Break,0,1,15.0,Queue Manager
O00018924,ACT00068818,A037,2025-03-26,2025-03-26 10:52:00,2025-03-26 11:26:00,System Issue,0,1,34.0,IT Incident Log
O00018925,ACT00068820,A037,2025-03-26,2025-03-26 11:58:00,2025-03-26 12:19:00,System Issue,0,1,21.0,IT Incident Log
O00018926,ACT00068821,A037,2025-03-26,2025-03-26 12:19:00,2025-03-26 12:51:00,Team Meeting,1,1,32.0,SharePoint Tracker
O00018927,ACT00068822,A037,2025-03-26,2025-03-26 12:51:00,2025-03-26 13:02:00,Break,0,1,11.0,Queue Manager
O00018928,ACT00068826,A037,2025-03-26,2025-03-26 14:00:00,2025-03-26 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018929,ACT00068827,A037,2025-03-26,2025-03-26 14:30:00,2025-03-26 14:42:00,Email Support,1,1,12.0,Queue Manager
O00018930,ACT00068830,A037,2025-03-26,2025-03-26 14:59:00,2025-03-26 15:48:00,Training,1,1,49.0,SharePoint Tracker
O00018931,ACT00068831,A037,2025-03-26,2025-03-26 15:48:00,2025-03-26 17:12:00,Training,1,1,84.0,SharePoint Tracker
O00018932,ACT00068832,A037,2025-03-26,2025-03-26 17:13:00,2025-03-26 17:50:00,System Issue,0,1,37.0,IT Incident Log
O00018933,ACT00068834,A037,2025-03-26,2025-03-26 18:34:00,2025-03-26 18:47:00,Waiting for Work,0,1,13.0,Queue Manager
O00018934,ACT00068835,A037,2025-03-26,2025-03-26 18:48:00,2025-03-26 19:00:00,Team Meeting,1,1,12.0,SharePoint Tracker
O00018935,ACT00068836,A037,2025-03-27,2025-03-27 10:00:00,2025-03-27 10:11:00,Break,0,1,11.0,Queue Manager
O00018936,ACT00068838,A037,2025-03-27,2025-03-27 10:25:00,2025-03-27 10:44:00,Waiting for Work,0,1,19.0,Queue Manager
O00018937,ACT00068842,A037,2025-03-27,2025-03-27 11:40:00,2025-03-27 11:51:00,Waiting for Work,0,1,11.0,Queue Manager
O00018938,ACT00068843,A037,2025-03-27,2025-03-27 11:51:00,2025-03-27 12:18:00,Admin,1,1,27.0,SharePoint Tracker
O00018939,ACT00068845,A037,2025-03-27,2025-03-27 12:28:00,2025-03-27 12:41:00,Waiting for Work,0,1,13.0,Queue Manager
O00018940,ACT00068847,A037,2025-03-27,2025-03-27 13:01:00,2025-03-27 13:11:00,Waiting for Work,0,1,10.0,Queue Manager
O00018941,ACT00068851,A037,2025-03-27,2025-03-27 14:00:00,2025-03-27 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018942,ACT00068853,A037,2025-03-27,2025-03-27 14:42:00,2025-03-27 14:57:00,Break,0,1,15.0,Queue Manager
O00018943,ACT00068855,A037,2025-03-27,2025-03-27 15:19:00,2025-03-27 15:28:00,Waiting for Work,0,1,9.0,Queue Manager
O00018944,ACT00068859,A037,2025-03-27,2025-03-27 16:29:00,2025-03-27 17:03:00,System Issue,0,1,34.0,IT Incident Log
O00018945,ACT00068860,A037,2025-03-27,2025-03-27 17:03:00,2025-03-27 17:14:00,Break,0,1,11.0,Queue Manager
O00018946,ACT00068863,A037,2025-03-27,2025-03-27 18:05:00,2025-03-27 18:15:00,Admin,1,1,10.0,SharePoint Tracker
O00018947,ACT00068866,A037,2025-03-27,2025-03-27 18:46:00,2025-03-27 19:00:00,Admin,1,1,14.0,SharePoint Tracker
O00018948,ACT00068869,A037,2025-03-28,2025-03-28 10:51:00,2025-03-28 11:34:00,Email Support,1,1,43.0,Queue Manager
O00018949,ACT00068870,A037,2025-03-28,2025-03-28 11:36:00,2025-03-28 11:49:00,Break,0,1,13.0,Queue Manager
O00018950,ACT00068873,A037,2025-03-28,2025-03-28 12:13:00,2025-03-28 13:21:00,Training,1,1,68.0,SharePoint Tracker
O00018951,ACT00068876,A037,2025-03-28,2025-03-28 14:00:00,2025-03-28 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018952,ACT00068877,A037,2025-03-28,2025-03-28 14:30:00,2025-03-28 14:44:00,Break,0,1,14.0,Queue Manager
O00018953,ACT00068892,A037,2025-03-29,2025-03-29 10:00:00,2025-03-29 10:16:00,Admin,1,1,16.0,SharePoint Tracker
O00018954,ACT00068894,A037,2025-03-29,2025-03-29 10:34:00,2025-03-29 10:48:00,Waiting for Work,0,1,14.0,Queue Manager
O00018955,ACT00068906,A037,2025-03-29,2025-03-29 13:26:00,2025-03-29 13:38:00,Break,0,1,12.0,Queue Manager
O00018956,ACT00068907,A037,2025-03-29,2025-03-29 13:38:00,2025-03-29 13:50:00,Break,0,1,12.0,Queue Manager
O00018957,ACT00068909,A037,2025-03-29,2025-03-29 14:00:00,2025-03-29 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018958,ACT00068918,A037,2025-03-29,2025-03-29 17:07:00,2025-03-29 17:55:00,Waiting for Work,0,1,48.0,Queue Manager
O00018959,ACT00068924,A037,2025-03-30,2025-03-30 10:00:00,2025-03-30 10:30:00,Email Support,1,1,30.0,Queue Manager
O00018960,ACT00068928,A037,2025-03-30,2025-03-30 11:08:00,2025-03-30 11:20:00,Break,0,1,12.0,Queue Manager
O00018961,ACT00068930,A037,2025-03-30,2025-03-30 11:34:00,2025-03-30 11:44:00,Email Support,1,1,10.0,Queue Manager
O00018962,ACT00068935,A037,2025-03-30,2025-03-30 13:05:00,2025-03-30 14:00:00,Training,1,1,55.0,SharePoint Tracker
O00018963,ACT00068936,A037,2025-03-30,2025-03-30 14:00:00,2025-03-30 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018964,ACT00068944,A037,2025-03-30,2025-03-30 16:29:00,2025-03-30 16:54:00,Admin,1,1,25.0,SharePoint Tracker
O00018965,ACT00068953,A037,2025-03-31,2025-03-31 10:00:00,2025-03-31 10:10:00,Admin,1,1,10.0,SharePoint Tracker
O00018966,ACT00068955,A037,2025-03-31,2025-03-31 10:25:00,2025-03-31 11:01:00,Email Support,1,1,36.0,Queue Manager
O00018967,ACT00068957,A037,2025-03-31,2025-03-31 11:17:00,2025-03-31 12:17:00,Team Meeting,1,1,60.0,SharePoint Tracker
O00018968,ACT00068964,A037,2025-03-31,2025-03-31 14:00:00,2025-03-31 14:30:00,Lunch,0,1,30.0,Queue Manager
O00018969,ACT00068967,A037,2025-03-31,2025-03-31 15:08:00,2025-03-31 15:24:00,System Issue,0,1,16.0,IT Incident Log
O00018970,ACT00068968,A037,2025-03-31,2025-03-31 15:24:00,2025-03-31 15:56:00,Coaching,1,1,32.0,SharePoint Tracker
O00018971,ACT00068975,A037,2025-03-31,2025-03-31 17:36:00,2025-03-31 17:45:00,Unplanned Offline,0,0,9.0,Queue Manager
O00018972,ACT00068976,A037,2025-03-31,2025-03-31 17:45:00,2025-03-31 18:31:00,Waiting for Work,0,1,46.0,Queue Manager
O00018973,ACT00068977,A037,2025-03-31,2025-03-31 18:31:00,2025-03-31 18:55:00,System Issue,0,1,24.0,IT Incident Log
O00018974,ACT00068978,A038,2025-01-01,2025-01-01 07:00:00,2025-01-01 07:13:00,Admin,1,1,13.0,SharePoint Tracker
O00018975,ACT00068980,A038,2025-01-01,2025-01-01 07:27:00,2025-01-01 07:54:00,Admin,1,1,27.0,SharePoint Tracker
O00018976,ACT00068987,A038,2025-01-01,2025-01-01 09:25:00,2025-01-01 09:42:00,Email Support,1,1,17.0,Queue Manager
O00018977,ACT00068989,A038,2025-01-01,2025-01-01 09:52:00,2025-01-01 10:09:00,Admin,1,1,17.0,SharePoint Tracker
O00018978,ACT00068991,A038,2025-01-01,2025-01-01 10:24:00,2025-01-01 11:00:00,Training,1,1,36.0,SharePoint Tracker
O00018979,ACT00068992,A038,2025-01-01,2025-01-01 11:00:00,2025-01-01 11:30:00,Lunch,0,1,30.0,Queue Manager
O00018980,ACT00069008,A038,2025-01-01,2025-01-01 15:47:00,2025-01-01 15:51:00,Waiting for Work,0,1,4.0,Queue Manager
O00018981,ACT00069010,A038,2025-01-02,2025-01-02 07:00:00,2025-01-02 07:10:00,Admin,1,1,10.0,SharePoint Tracker
O00018982,ACT00069014,A038,2025-01-02,2025-01-02 07:48:00,2025-01-02 08:27:00,Email Support,1,1,39.0,Queue Manager
O00018983,ACT00069017,A038,2025-01-02,2025-01-02 08:56:00,2025-01-02 09:21:00,Coaching,1,1,25.0,SharePoint Tracker
O00018984,ACT00069020,A038,2025-01-02,2025-01-02 09:55:00,2025-01-02 10:32:00,Training,1,1,37.0,SharePoint Tracker
O00018985,ACT00069023,A038,2025-01-02,2025-01-02 11:00:00,2025-01-02 11:30:00,Lunch,0,1,30.0,Queue Manager
O00018986,ACT00069025,A038,2025-01-02,2025-01-02 11:44:00,2025-01-02 12:10:00,Coaching,1,1,26.0,SharePoint Tracker
O00018987,ACT00069032,A038,2025-01-02,2025-01-02 14:15:00,2025-01-02 15:01:00,Waiting for Work,0,1,46.0,Queue Manager
O00018988,ACT00069034,A038,2025-01-02,2025-01-02 15:14:00,2025-01-02 15:20:00,Waiting for Work,0,1,6.0,Queue Manager
O00018989,ACT00069039,A038,2025-01-03,2025-01-03 07:15:00,2025-01-03 07:33:00,Admin,1,1,18.0,SharePoint Tracker
O00018990,ACT00069047,A038,2025-01-03,2025-01-03 09:00:00,2025-01-03 09:25:00,Email Support,1,1,25.0,Queue Manager
O00018991,ACT00069048,A038,2025-01-03,2025-01-03 09:25:00,2025-01-03 09:37:00,Waiting for Work,0,1,12.0,Queue Manager
O00018992,ACT00069056,A038,2025-01-03,2025-01-03 11:00:00,2025-01-03 11:30:00,Lunch,0,1,30.0,Queue Manager
O00018993,ACT00069058,A038,2025-01-03,2025-01-03 11:45:00,2025-01-03 12:35:00,System Issue,0,1,50.0,IT Incident Log
O00018994,ACT00069067,A038,2025-01-03,2025-01-03 14:48:00,2025-01-03 15:15:00,Waiting for Work,0,1,27.0,Queue Manager
O00018995,ACT00069069,A038,2025-01-03,2025-01-03 15:24:00,2025-01-03 16:00:00,Waiting for Work,0,1,36.0,Queue Manager
O00018996,ACT00069076,A038,2025-01-06,2025-01-06 08:21:00,2025-01-06 08:49:00,Waiting for Work,0,1,28.0,Queue Manager
O00018997,ACT00069085,A038,2025-01-06,2025-01-06 11:00:00,2025-01-06 11:30:00,Lunch,0,1,30.0,Queue Manager
O00018998,ACT00069094,A038,2025-01-06,2025-01-06 13:36:00,2025-01-06 13:47:00,Break,0,1,11.0,Queue Manager
O00018999,ACT00069096,A038,2025-01-06,2025-01-06 14:04:00,2025-01-06 15:00:00,Training,1,1,56.0,SharePoint Tracker
O00019000,ACT00069105,A038,2025-01-07,2025-01-07 08:41:00,2025-01-07 10:29:00,Training,1,1,108.0,SharePoint Tracker
O00019001,ACT00069106,A038,2025-01-07,2025-01-07 10:29:00,2025-01-07 10:33:00,Waiting for Work,0,1,4.0,Queue Manager
O00019002,ACT00069109,A038,2025-01-07,2025-01-07 11:00:00,2025-01-07 11:30:00,Lunch,0,1,30.0,Queue Manager
O00019003,ACT00069119,A038,2025-01-07,2025-01-07 13:57:00,2025-01-07 14:02:00,Unplanned Offline,0,0,5.0,Queue Manager
O00019004,ACT00069128,A038,2025-01-08,2025-01-08 07:14:00,2025-01-08 07:58:00,Admin,1,1,44.0,SharePoint Tracker
O00019005,ACT00069132,A038,2025-01-08,2025-01-08 08:54:00,2025-01-08 09:38:00,Admin,1,1,44.0,SharePoint Tracker
O00019006,ACT00069138,A038,2025-01-08,2025-01-08 10:59:00,2025-01-08 11:00:00,Team Meeting,1,1,1.0,SharePoint Tracker
O00019007,ACT00069139,A038,2025-01-08,2025-01-08 11:00:00,2025-01-08 11:30:00,Lunch,0,1,30.0,Queue Manager
O00019008,ACT00069140,A038,2025-01-08,2025-01-08 11:30:00,2025-01-08 11:55:00,Team Meeting,1,1,25.0,SharePoint Tracker
O00019009,ACT00069158,A038,2025-01-09,2025-01-09 07:05:00,2025-01-09 07:32:00,Coaching,1,1,27.0,SharePoint Tracker
O00019010,ACT00069167,A038,2025-01-09,2025-01-09 09:53:00,2025-01-09 10:27:00,System Issue,0,1,34.0,IT Incident Log
O00019011,ACT00069170,A038,2025-01-09,2025-01-09 11:00:00,2025-01-09 11:30:00,Lunch,0,1,30.0,Queue Manager
O00019012,ACT00069171,A038,2025-01-09,2025-01-09 11:30:00,2025-01-09 12:19:00,Team Meeting,1,1,49.0,SharePoint Tracker
O00019013,ACT00069178,A038,2025-01-09,2025-01-09 13:48:00,2025-01-09 14:01:00,Waiting for Work,0,1,13.0,Queue Manager
O00019014,ACT00069188,A038,2025-01-10,2025-01-10 07:16:00,2025-01-10 07:37:00,Waiting for Work,0,1,21.0,Queue Manager
O00019015,ACT00069190,A038,2025-01-10,2025-01-10 07:54:00,2025-01-10 08:05:00,Waiting for Work,0,1,11.0,Queue Manager
O00019016,ACT00069196,A038,2025-01-10,2025-01-10 09:18:00,2025-01-10 09:33:00,Break,0,1,15.0,Queue Manager
O00019017,ACT00069199,A038,2025-01-10,2025-01-10 10:00:00,2025-01-10 10:24:00,Admin,1,1,24.0,SharePoint Tracker
O00019018,ACT00069202,A038,2025-01-10,2025-01-10 10:55:00,2025-01-10 11:00:00,Waiting for Work,0,1,5.0,Queue Manager
O00019019,ACT00069203,A038,2025-01-10,2025-01-10 11:00:00,2025-01-10 11:30:00,Lunch,0,1,30.0,Queue Manager
O00019020,ACT00069206,A038,2025-01-10,2025-01-10 12:03:00,2025-01-10 12:18:00,Waiting for Work,0,1,15.0,Queue Manager
O00019021,ACT00069207,A038,2025-01-10,2025-01-10 12:18:00,2025-01-10 12:33:00,Break,0,1,15.0,Queue Manager
O00019022,ACT00069209,A038,2025-01-10,2025-01-10 12:54:00,2025-01-10 13:06:00,System Issue,0,1,12.0,IT Incident Log
O00019023,ACT00069213,A038,2025-01-10,2025-01-10 13:49:00,2025-01-10 14:24:00,Waiting for Work,0,1,35.0,Queue Manager
O00019024,ACT00069215,A038,2025-01-10,2025-01-10 14:33:00,2025-01-10 14:43:00,Break,0,1,10.0,Queue Manager
O00019025,ACT00069225,A038,2025-01-11,2025-01-11 07:36:00,2025-01-11 07:51:00,Break,0,1,15.0,Queue Manager
O00019026,ACT00069238,A038,2025-01-11,2025-01-11 11:00:00,2025-01-11 11:30:00,Lunch,0,1,30.0,Queue Manager
O00019027,ACT00069241,A038,2025-01-11,2025-01-11 12:09:00,2025-01-11 12:51:00,Waiting for Work,0,1,42.0,Queue Manager
O00019028,ACT00069242,A038,2025-01-11,2025-01-11 12:51:00,2025-01-11 13:23:00,Coaching,1,1,32.0,SharePoint Tracker
O00019029,ACT00069246,A038,2025-01-11,2025-01-11 14:08:00,2025-01-11 15:17:00,Training,1,1,69.0,SharePoint Tracker
O00019030,ACT00069250,A038,2025-01-12,2025-01-12 07:00:00,2025-01-12 07:11:00,Admin,1,1,11.0,SharePoint Tracker
O00019031,ACT00069251,A038,2025-01-12,2025-01-12 07:11:00,2025-01-12 07:35:00,Email Support,1,1,24.0,Queue Manager
O00019032,ACT00069257,A038,2025-01-12,2025-01-12 09:05:00,2025-01-12 09:19:00,Break,0,1,14.0,Queue Manager
O00019033,ACT00069259,A038,2025-01-12,2025-01-12 09:32:00,2025-01-12 09:58:00,Admin,1,1,26.0,SharePoint Tracker
O00019034,ACT00069263,A038,2025-01-12,2025-01-12 11:00:00,2025-01-12 11:30:00,Lunch,0,1,30.0,Queue Manager
O00019035,ACT00069282,A038,2025-01-12,2025-01-12 15:48:00,2025-01-12 16:00:00,Coaching,1,1,12.0,SharePoint Tracker
O00019036,ACT00069283,A038,2025-01-13,2025-01-13 07:00:00,2025-01-13 07:38:00,Training,1,1,38.0,SharePoint Tracker
O00019037,ACT00069286,A038,2025-01-13,2025-01-13 07:55:00,2025-01-13 08:31:00,Unplanned Offline,0,0,36.0,Queue Manager
