qa_id,call_id,master_agent_id,review_date,qa_score,compliance_score,empathy_score,documentation_score,qa_pass_flag
Q00003830,C00042196,A039,2025-01-24,79.1,79.5,69.1,75.4,0
Q00003831,C00047355,A044,2025-01-14,100.0,100.0,100.0,100.0,1
Q00003832,C00042555,A039,2025-02-15,86.2,88.1,81.8,90.9,1
Q00003833,C00024671,A023,2025-03-24,82.3,86.4,77.5,84.2,1
Q00003834,C00019544,A019,2025-03-10,87.0,76.9,91.0,91.4,1
Q00003835,C00021352,A021,2025-02-15,96.7,97.3,93.2,100.0,1
Q00003836,C00079272,A073,2025-03-11,67.9,73.5,72.5,63.0,0
Q00003837,C00040896,A038,2025-01-28,88.5,84.3,90.6,88.7,1
Q00003838,C00011568,A011,2025-03-01,78.3,80.2,70.2,74.3,0
Q00003839,C00014166,A014,2025-02-20,91.3,90.0,85.2,97.4,1
Q00003840,C00067428,A063,2025-02-15,88.4,84.4,89.7,96.0,1
Q00003841,C00040790,A038,2025-01-16,90.4,91.4,79.5,89.8,1
Q00003842,C00080254,A074,2025-02-13,87.9,91.7,78.0,91.6,1
Q00003843,C00052498,A049,2025-02-10,84.0,84.4,90.8,89.2,1
Q00003844,C00033113,A031,2025-02-18,90.1,89.2,90.9,89.4,1
Q00003845,C00034146,A032,2025-01-31,77.8,66.6,68.1,80.8,0
Q00003846,C00037632,A035,2025-02-14,85.1,82.0,86.0,83.1,1
Q00003847,C00018624,A018,2025-03-19,91.7,84.4,90.3,94.7,1
Q00003848,C00044850,A041,2025-03-13,84.7,79.5,85.5,90.0,1
Q00003849,C00006152,A006,2025-04-09,77.3,71.2,73.5,82.8,0
Q00003850,C00063591,A059,2025-03-29,73.2,74.0,77.6,70.9,0
Q00003851,C00032479,A031,2025-01-10,90.6,88.3,92.4,85.6,1
Q00003852,C00058352,A054,2025-03-19,83.6,81.7,86.3,80.1,1
Q00003853,C00025795,A025,2025-01-04,85.0,91.1,88.0,77.3,1
Q00003854,C00043692,A040,2025-02-07,92.9,93.9,94.3,94.3,1
Q00003855,C00075730,A070,2025-03-19,90.2,96.9,97.2,93.4,1
Q00003856,C00059678,A056,2025-01-25,85.0,82.7,91.1,78.7,1
Q00003857,C00060071,A056,2025-02-27,88.1,86.0,88.8,81.0,1
Q00003858,C00036744,A034,2025-03-10,82.8,86.8,81.2,88.0,1
Q00003859,C00027215,A026,2025-02-01,89.8,81.6,80.7,99.1,1
Q00003860,C00021946,A021,2025-03-18,84.9,88.0,76.7,86.0,1
Q00003861,C00031598,A030,2025-01-11,91.4,92.8,93.5,86.9,1
Q00003862,C00019235,A019,2025-02-15,76.0,74.1,78.5,67.5,0
Q00003863,C00062991,A059,2025-01-31,80.5,89.6,75.0,81.7,1
Q00003864,C00074848,A070,2025-01-10,97.6,95.2,100.0,96.5,1
Q00003865,C00034602,A032,2025-03-02,99.1,96.7,100.0,100.0,1
Q00003866,C00038952,A036,2025-02-20,82.5,77.0,73.5,86.0,1
Q00003867,C00040339,A037,2025-03-17,97.0,93.6,100.0,89.2,1
Q00003868,C00034295,A032,2025-02-08,83.6,75.0,94.8,89.1,0
Q00003869,C00023728,A023,2025-01-16,83.9,87.2,84.5,86.1,1
Q00003870,C00042072,A039,2025-01-14,83.3,86.5,74.1,76.3,1
Q00003871,C00080722,A074,2025-03-16,82.3,87.5,82.5,79.7,1
Q00003872,C00017750,A017,2025-04-01,83.3,79.1,79.9,79.1,1
Q00003873,C00067172,A063,2025-02-03,82.1,82.9,86.4,81.6,1
Q00003874,C00029116,A027,2025-03-16,78.7,87.7,81.9,84.4,0
Q00003875,C00022900,A022,2025-02-22,69.8,68.2,79.5,71.6,0
Q00003876,C00017327,A017,2025-02-25,98.9,100.0,97.3,100.0,1
Q00003877,C00041602,A038,2025-03-15,79.3,77.0,76.6,67.7,0
Q00003878,C00022592,A022,2025-01-31,68.2,70.5,69.0,62.5,0
Q00003879,C00018776,A018,2025-04-01,85.8,92.3,76.5,85.0,1
Q00003880,C00031721,A030,2025-01-29,92.5,100.0,89.4,94.5,1
Q00003881,C00034402,A032,2025-02-17,89.3,77.0,83.4,86.9,1
Q00003882,C00019038,A019,2025-01-30,83.3,80.4,78.7,67.3,1
Q00003883,C00050683,A047,2025-02-26,82.1,83.5,96.2,88.1,1
Q00003884,C00010580,A010,2025-03-12,95.9,99.2,100.0,91.5,1
Q00003885,C00053439,A050,2025-01-15,94.1,91.2,94.8,100.0,1
Q00003886,C00022611,A022,2025-02-01,84.8,88.8,93.0,80.4,1
Q00003887,C00037278,A035,2025-01-17,86.2,82.4,78.6,85.0,1
Q00003888,C00012937,A013,2025-01-11,84.5,84.4,84.9,81.4,1
Q00003889,C00009773,A010,2025-01-12,91.8,91.5,85.7,98.1,1
Q00003890,C00035083,A033,2025-01-09,94.3,96.0,79.9,98.0,1
Q00003891,C00036062,A034,2025-01-16,90.2,100.0,86.2,88.3,1
Q00003892,C00016019,A016,2025-02-11,91.2,94.4,94.0,100.0,1
Q00003893,C00012297,A012,2025-02-12,86.5,87.8,96.9,86.7,1
Q00003894,C00052216,A049,2025-01-24,77.3,81.4,82.6,83.4,0
Q00003895,C00000631,A001,2025-03-01,71.6,71.8,70.3,74.2,0
Q00003896,C00025488,A024,2025-03-09,80.8,84.6,77.6,96.7,1
Q00003897,C00040376,A037,2025-03-16,83.5,75.4,82.6,82.2,1
Q00003898,C00042664,A039,2025-02-25,81.9,81.0,76.4,80.2,1
Q00003899,C00028013,A026,2025-03-31,86.6,85.2,90.8,93.5,1
Q00003900,C00052540,A049,2025-02-19,85.8,82.7,87.4,93.2,1
Q00003901,C00065514,A061,2025-03-07,88.9,90.8,84.3,94.4,1
Q00003902,C00057341,A053,2025-03-14,82.8,86.5,87.5,83.7,1
Q00003903,C00000431,A001,2025-02-15,94.9,97.4,88.3,100.0,1
Q00003904,C00052100,A049,2025-01-21,87.2,88.3,78.7,86.5,1
Q00003905,C00079631,A073,2025-04-04,91.2,86.9,93.6,97.3,1
Q00003906,C00022312,A022,2025-01-08,85.5,84.0,82.2,75.9,1
Q00003907,C00002329,A003,2025-01-30,87.9,84.0,99.4,86.4,1
Q00003908,C00008505,A008,2025-03-12,78.2,85.3,80.9,82.0,0
Q00003909,C00028496,A027,2025-02-02,92.9,99.4,93.8,100.0,1
Q00003910,C00031080,A029,2025-02-27,85.4,89.8,89.5,85.8,1
Q00003911,C00000152,A001,2025-01-17,95.2,97.7,91.9,99.8,1
Q00003912,C00081564,A075,2025-02-12,94.2,93.3,97.5,94.0,1
Q00003913,C00020739,A020,2025-03-26,84.1,89.0,81.3,84.0,1
Q00003914,C00032716,A031,2025-01-24,82.2,88.2,84.6,91.6,1
Q00003915,C00054418,A050,2025-03-22,79.8,85.3,86.2,72.7,0
Q00003916,C00019177,A019,2025-02-07,85.8,89.8,89.7,82.8,1
Q00003917,C00057381,A053,2025-03-12,89.7,93.0,82.2,90.6,1
Q00003918,C00008231,A008,2025-02-26,83.5,75.5,89.9,75.0,1
Q00003919,C00021670,A021,2025-02-26,78.4,80.0,90.7,68.2,0
Q00003920,C00064676,A060,2025-03-14,96.5,96.4,92.3,92.1,1
Q00003921,C00043125,A039,2025-03-24,94.7,90.3,85.1,93.2,1
Q00003922,C00041277,A038,2025-02-15,88.1,88.5,79.9,97.2,1
Q00003923,C00040340,A037,2025-03-20,85.5,86.9,78.3,83.5,1
Q00003924,C00069038,A064,2025-03-08,89.2,90.9,89.3,89.5,1
Q00003925,C00027086,A026,2025-01-27,81.7,85.7,74.5,76.6,1
Q00003926,C00006195,A007,2025-01-10,86.3,91.8,88.5,86.3,1
Q00003927,C00056353,A052,2025-03-08,98.0,94.9,93.3,89.6,1
Q00003928,C00003790,A004,2025-02-28,88.8,89.4,87.6,87.3,1
Q00003929,C00071650,A067,2025-01-17,100.0,100.0,99.1,100.0,1
Q00003930,C00003086,A003,2025-03-26,80.7,94.7,90.5,79.4,1
Q00003931,C00029244,A027,2025-03-22,77.6,79.7,72.6,63.0,0
Q00003932,C00038036,A035,2025-03-15,81.5,76.0,84.1,82.7,1
Q00003933,C00015463,A015,2025-04-01,96.0,100.0,92.3,97.1,1
Q00003934,C00063541,A059,2025-03-27,90.8,90.4,86.0,94.9,1
Q00003935,C00010093,A010,2025-02-06,85.7,85.0,96.5,83.3,1
Q00003936,C00008225,A008,2025-02-23,79.7,78.3,73.8,68.2,0
Q00003937,C00030309,A028,2025-03-14,86.5,77.8,92.4,79.3,1
Q00003938,C00005924,A006,2025-03-11,96.1,100.0,98.9,100.0,1
Q00003939,C00012332,A012,2025-02-08,94.5,94.5,94.7,92.8,1
Q00003940,C00032951,A031,2025-02-12,91.1,92.7,88.6,86.0,1
Q00003941,C00002733,A003,2025-02-26,78.5,75.9,60.6,83.9,0
Q00003942,C00042699,A039,2025-02-25,79.6,87.4,78.3,74.3,0
Q00003943,C00065985,A062,2025-01-20,77.8,81.2,77.2,73.2,0
Q00003944,C00069575,A065,2025-01-20,93.1,100.0,84.2,92.9,1
Q00003945,C00011119,A011,2025-01-19,86.8,87.6,87.1,85.3,1
Q00003946,C00011792,A011,2025-03-20,84.4,84.4,84.6,75.4,1
Q00003947,C00034239,A032,2025-02-11,84.9,86.6,85.4,80.5,1
Q00003948,C00036333,A034,2025-02-06,84.4,78.6,79.6,77.1,1
Q00003949,C00027203,A026,2025-01-31,86.8,87.8,89.3,100.0,1
Q00003950,C00048032,A044,2025-03-17,82.5,80.7,93.1,84.9,1
Q00003951,C00030835,A029,2025-01-31,84.0,87.2,89.5,90.6,1
Q00003952,C00012201,A012,2025-01-31,68.9,63.6,65.1,76.4,0
Q00003953,C00007286,A007,2025-03-23,91.5,93.2,82.8,95.2,1
Q00003954,C00050943,A047,2025-03-26,76.4,78.1,79.5,86.3,0
Q00003955,C00061675,A058,2025-01-24,87.1,82.3,84.1,85.3,1
Q00003956,C00069595,A065,2025-01-19,81.1,82.7,74.8,79.8,1
Q00003957,C00016137,A016,2025-02-20,91.3,90.8,93.9,85.4,1
Q00003958,C00077880,A072,2025-02-23,87.2,87.1,88.2,96.7,1
Q00003959,C00024025,A023,2025-02-05,90.4,83.0,90.7,97.1,1
Q00003960,C00022849,A022,2025-02-13,100.0,98.2,94.2,100.0,1
Q00003961,C00004000,A004,2025-03-20,89.6,88.6,83.0,89.0,1
Q00003962,C00029902,A028,2025-02-14,92.1,99.6,85.2,100.0,1
Q00003963,C00033754,A032,2025-01-04,80.2,81.3,87.3,70.9,1
Q00003964,C00000475,A001,2025-02-21,99.9,100.0,100.0,86.6,1
Q00003965,C00050009,A046,2025-04-01,87.4,83.3,88.9,81.7,1
Q00003966,C00013360,A013,2025-02-22,87.8,91.4,82.4,83.6,1
Q00003967,C00017386,A017,2025-03-05,100.0,100.0,100.0,100.0,1
Q00003968,C00077161,A071,2025-04-03,83.1,79.0,80.0,84.7,1
Q00003969,C00000757,A001,2025-03-21,77.7,73.8,84.0,72.6,0
Q00003970,C00001091,A002,2025-01-13,79.2,73.5,75.5,82.7,0
Q00003971,C00007295,A007,2025-03-21,72.2,78.7,78.7,69.8,0
Q00003972,C00040469,A037,2025-03-26,86.4,87.3,100.0,92.6,1
Q00003973,C00031805,A030,2025-02-07,89.7,97.4,96.8,90.8,1
Q00003974,C00060719,A057,2025-01-25,89.7,76.7,84.0,81.5,1
Q00003975,C00074144,A069,2025-02-08,100.0,93.3,100.0,100.0,1
Q00003976,C00048103,A044,2025-03-29,92.9,90.7,89.2,100.0,1
Q00003977,C00040345,A037,2025-03-21,86.9,86.8,100.0,77.9,1
Q00003978,C00041994,A039,2025-01-07,95.1,96.9,87.8,94.8,1
Q00003979,C00073036,A068,2025-02-19,78.0,81.8,79.8,74.5,0
Q00003980,C00039685,A037,2025-01-10,80.8,80.1,95.9,68.0,1
Q00003981,C00035485,A033,2025-02-12,85.6,93.5,86.1,81.8,1
Q00003982,C00047152,A043,2025-03-24,89.7,95.9,93.5,79.0,1
Q00003983,C00003201,A003,2025-03-28,95.6,99.1,93.4,93.2,1
Q00003984,C00036987,A034,2025-03-27,78.5,83.5,80.6,58.5,0
Q00003985,C00058191,A054,2025-02-23,88.2,78.9,91.7,79.2,1
Q00003986,C00044000,A040,2025-03-21,81.3,87.1,83.7,79.7,1
Q00003987,C00031607,A030,2025-01-12,84.8,86.1,78.9,81.7,1
Q00003988,C00048209,A044,2025-04-08,81.9,88.4,75.6,81.0,1
Q00003989,C00000424,A001,2025-02-09,94.0,92.1,99.3,97.1,1
Q00003990,C00002543,A003,2025-02-19,91.6,92.1,88.6,93.9,1
Q00003991,C00034151,A032,2025-02-03,89.6,94.3,93.3,94.8,1
Q00003992,C00059711,A056,2025-01-27,76.7,83.0,82.1,80.8,0
Q00003993,C00048001,A044,2025-03-10,83.8,89.3,92.6,86.1,1
Q00003994,C00041693,A038,2025-03-16,88.3,91.7,83.3,86.9,1
Q00003995,C00044522,A041,2025-02-08,91.9,95.3,90.6,86.9,1
Q00003996,C00006538,A007,2025-02-01,97.9,98.1,100.0,93.6,1
Q00003997,C00011904,A011,2025-04-04,74.5,80.5,81.2,69.9,0
Q00003998,C00043037,A039,2025-03-17,70.0,68.5,76.7,67.4,0
Q00003999,C00053896,A050,2025-02-16,88.9,84.2,88.5,79.2,1
Q00004000,C00036529,A034,2025-02-16,80.6,75.6,84.1,86.6,1
Q00004001,C00063517,A059,2025-03-26,86.1,89.6,86.6,82.0,1
Q00004002,C00064474,A060,2025-02-28,90.4,88.4,93.0,85.7,1
Q00004003,C00071776,A067,2025-01-26,96.4,96.4,95.9,98.5,1
Q00004004,C00072841,A068,2025-01-30,96.6,91.4,91.8,90.2,1
Q00004005,C00001335,A002,2025-01-30,84.4,81.6,86.5,86.2,1
Q00004006,C00045133,A042,2025-01-06,100.0,100.0,100.0,100.0,1
Q00004007,C00004917,A005,2025-03-17,82.1,82.8,77.2,72.7,1
Q00004008,C00013903,A014,2025-01-16,82.5,83.7,87.7,83.0,1
Q00004009,C00023552,A023,2025-01-04,84.5,77.1,90.5,69.2,1
Q00004010,C00034359,A032,2025-02-15,92.6,94.6,99.0,100.0,1
Q00004011,C00010594,A010,2025-03-06,83.5,91.1,80.7,85.0,1
Q00004012,C00070013,A065,2025-03-10,95.7,95.9,90.4,100.0,1
Q00004013,C00036014,A034,2025-01-09,90.6,86.1,83.3,91.9,1
Q00004014,C00051696,A048,2025-03-12,81.3,86.5,86.3,72.7,1
Q00004015,C00024493,A023,2025-03-08,81.9,77.4,86.2,85.7,1
Q00004016,C00043980,A040,2025-03-14,95.9,92.6,94.5,96.6,1
Q00004017,C00006187,A007,2025-01-08,89.7,84.1,91.1,80.7,1
Q00004018,C00057969,A054,2025-02-09,83.7,83.0,93.6,87.6,1
Q00004019,C00018413,A018,2025-03-01,100.0,99.7,100.0,100.0,1
Q00004020,C00003564,A004,2025-02-05,100.0,98.8,95.0,100.0,1
Q00004021,C00008796,A009,2025-01-02,77.2,69.6,76.8,78.0,0
Q00004022,C00001166,A002,2025-01-18,84.0,84.4,98.5,88.3,1
Q00004023,C00026135,A025,2025-02-05,86.8,85.1,84.2,83.4,1
Q00004024,C00047921,A044,2025-03-07,92.0,91.3,94.7,94.5,1
Q00004025,C00014530,A014,2025-03-30,79.6,77.5,68.1,79.6,0
Q00004026,C00048891,A045,2025-03-06,87.9,88.3,87.4,91.8,1
Q00004027,C00067011,A063,2025-01-20,100.0,100.0,100.0,100.0,1
Q00004028,C00044001,A040,2025-03-15,88.5,93.0,84.3,92.8,1
Q00004029,C00017021,A017,2025-01-29,94.1,96.2,96.1,94.3,1
Q00004030,C00009485,A009,2025-03-21,88.1,90.0,96.3,89.6,1
Q00004031,C00062388,A058,2025-03-19,90.8,97.8,82.4,91.6,1
Q00004032,C00035797,A033,2025-03-19,87.0,82.5,86.4,81.3,1
Q00004033,C00063171,A059,2025-02-23,88.0,77.9,96.7,82.6,1
Q00004034,C00017662,A017,2025-04-01,83.4,86.7,84.5,72.5,1
Q00004035,C00063804,A060,2025-01-21,96.7,100.0,93.9,98.7,1
Q00004036,C00023847,A023,2025-01-23,88.1,82.2,91.1,91.0,1
Q00004037,C00019891,A020,2025-01-11,86.5,95.9,85.1,85.1,1
Q00004038,C00035318,A033,2025-02-03,88.9,83.1,80.7,88.3,1
Q00004039,C00028786,A027,2025-02-28,81.7,80.7,78.8,86.8,1
Q00004040,C00041810,A038,2025-03-22,78.9,84.1,74.2,78.6,0
Q00004041,C00061844,A058,2025-02-08,84.3,86.1,73.4,76.3,1
Q00004042,C00015404,A015,2025-03-28,100.0,100.0,98.5,100.0,1
Q00004043,C00077752,A072,2025-02-19,91.0,84.4,92.7,92.4,1
Q00004044,C00001220,A002,2025-01-22,85.6,86.5,81.4,94.1,1
Q00004045,C00064636,A060,2025-03-16,83.8,80.8,83.1,81.1,1
Q00004046,C00024883,A024,2025-01-04,86.1,86.7,85.1,96.9,1
Q00004047,C00076104,A071,2025-01-13,75.6,77.9,79.3,82.0,0
Q00004048,C00020832,A021,2025-01-05,79.7,79.8,74.5,76.4,0
Q00004049,C00074922,A070,2025-01-18,85.6,89.6,92.4,80.2,1
Q00004050,C00015200,A015,2025-03-04,76.8,79.2,75.1,54.6,0
Q00004051,C00033937,A032,2025-01-17,100.0,100.0,100.0,99.1,1
Q00004052,C00040203,A037,2025-02-27,90.3,93.4,96.0,97.7,1
Q00004053,C00049314,A046,2025-01-20,70.4,77.4,63.7,65.1,0
Q00004054,C00021940,A021,2025-03-21,73.8,78.5,66.2,66.0,0
Q00004055,C00027577,A026,2025-03-07,88.9,94.5,87.4,92.8,1
Q00004056,C00018574,A018,2025-03-15,100.0,100.0,100.0,100.0,1
Q00004057,C00073222,A068,2025-02-26,88.3,84.4,86.1,93.5,1
Q00004058,C00057386,A053,2025-03-17,93.3,85.0,84.8,99.5,1
Q00004059,C00022787,A022,2025-02-15,79.2,76.3,70.1,79.1,0
Q00004060,C00030811,A029,2025-01-31,71.4,64.5,62.1,73.9,0
Q00004061,C00075169,A070,2025-02-10,85.4,87.0,85.8,89.6,1
Q00004062,C00010701,A010,2025-03-19,90.6,100.0,100.0,92.1,1
Q00004063,C00006553,A007,2025-01-30,83.9,84.9,91.7,86.2,1
Q00004064,C00048175,A044,2025-03-27,76.7,71.6,86.7,66.7,0
Q00004065,C00026185,A025,2025-02-13,92.2,88.0,86.6,89.6,1
Q00004066,C00065505,A061,2025-03-05,93.7,88.1,95.0,96.1,1
Q00004067,C00044167,A040,2025-03-31,85.1,84.2,78.0,79.5,1
Q00004068,C00042935,A039,2025-03-12,89.7,88.4,100.0,93.4,1
Q00004069,C00069830,A065,2025-02-15,92.1,88.8,100.0,91.2,1
Q00004070,C00002687,A003,2025-02-25,78.1,80.0,72.7,86.4,0
Q00004071,C00052725,A049,2025-02-27,95.1,93.4,100.0,87.5,1
Q00004072,C00018964,A019,2025-01-24,81.1,86.1,83.3,80.9,1
Q00004073,C00038859,A036,2025-02-14,86.0,86.6,72.4,85.9,1
Q00004074,C00002213,A003,2025-01-21,95.9,97.7,98.5,88.7,1
Q00004075,C00035388,A033,2025-02-10,80.3,76.2,81.3,63.5,1
Q00004076,C00011788,A011,2025-03-27,93.8,85.5,100.0,100.0,1
Q00004077,C00037601,A035,2025-02-08,79.8,77.7,83.3,84.8,0
Q00004078,C00060061,A056,2025-02-21,80.3,80.0,85.0,81.5,1
Q00004079,C00036298,A034,2025-02-05,83.0,78.6,80.3,76.9,1
Q00004080,C00041805,A038,2025-03-21,89.1,91.7,97.6,91.5,1
Q00004081,C00043374,A040,2025-01-17,81.2,76.6,83.5,75.0,1
Q00004082,C00079325,A073,2025-03-11,91.1,95.3,87.9,90.4,1
Q00004083,C00002272,A003,2025-01-30,92.0,87.0,85.3,100.0,1
Q00004084,C00014297,A014,2025-03-01,88.6,86.1,97.0,82.1,1
Q00004085,C00064892,A060,2025-04-03,94.7,86.1,93.9,87.5,1
Q00004086,C00018787,A018,2025-04-03,80.2,82.1,83.3,79.2,1
Q00004087,C00064651,A060,2025-03-21,86.6,85.2,79.8,82.0,1
Q00004088,C00001261,A002,2025-01-25,89.7,94.7,92.1,100.0,1
Q00004089,C00038929,A036,2025-02-12,81.7,77.9,73.9,89.2,1
Q00004090,C00011194,A011,2025-02-01,86.4,90.0,83.0,74.6,1
Q00004091,C00037915,A035,2025-03-08,81.9,81.6,75.7,80.8,1
Q00004092,C00059675,A056,2025-01-23,75.5,79.3,77.4,76.2,0
Q00004093,C00068770,A064,2025-02-17,92.3,90.3,100.0,93.1,1
Q00004094,C00061176,A057,2025-03-18,81.4,77.5,82.9,91.3,1
Q00004095,C00031910,A030,2025-02-15,78.5,79.7,82.0,81.6,0
Q00004096,C00073692,A068,2025-03-30,84.3,74.9,83.1,91.2,0
Q00004097,C00000267,A001,2025-01-27,78.0,79.9,77.3,82.6,0
Q00004098,C00010655,A010,2025-03-18,100.0,94.3,100.0,100.0,1
Q00004099,C00074644,A069,2025-03-25,87.5,90.2,87.8,80.7,1
Q00004100,C00025425,A024,2025-03-03,86.3,80.6,93.1,89.0,1
Q00004101,C00006330,A007,2025-01-22,88.9,97.4,91.6,83.1,1
Q00004102,C00058319,A054,2025-03-11,93.1,95.6,92.9,100.0,1
Q00004103,C00062926,A059,2025-01-24,93.8,83.5,86.4,95.3,1
Q00004104,C00054800,A051,2025-01-25,90.3,94.8,88.2,81.7,1
Q00004105,C00029276,A027,2025-03-24,89.3,88.0,82.6,89.7,1
Q00004106,C00034125,A032,2025-01-29,93.7,93.4,97.1,95.9,1
Q00004107,C00072495,A068,2025-01-08,89.0,94.4,97.1,80.9,1
Q00004108,C00079773,A074,2025-01-09,98.6,100.0,92.6,95.7,1
Q00004109,C00000187,A001,2025-01-18,95.6,92.8,100.0,84.9,1
Q00004110,C00030237,A028,2025-03-09,95.4,92.9,99.4,91.6,1
Q00004111,C00044310,A041,2025-01-20,86.7,86.6,83.5,82.5,1
Q00004112,C00072938,A068,2025-02-08,89.2,92.9,94.3,87.7,1
Q00004113,C00023643,A023,2025-01-11,90.3,94.8,84.3,91.8,1
Q00004114,C00049939,A046,2025-03-19,78.5,79.2,84.6,78.8,0
Q00004115,C00052418,A049,2025-02-03,78.2,80.3,65.9,81.9,0
Q00004116,C00072073,A067,2025-02-21,90.0,90.3,76.6,87.2,1
Q00004117,C00059469,A055,2025-04-03,83.0,91.2,84.5,84.6,1
Q00004118,C00047957,A044,2025-03-05,85.2,92.2,95.0,91.0,1
Q00004119,C00018356,A018,2025-02-25,94.0,95.4,89.6,100.0,1
Q00004120,C00007992,A008,2025-02-06,83.8,80.3,92.4,76.4,1
Q00004121,C00070906,A066,2025-02-15,81.7,83.1,87.7,71.2,1
Q00004122,C00019646,A019,2025-03-24,94.8,96.0,96.4,92.0,1
Q00004123,C00011839,A011,2025-03-22,79.2,82.7,83.9,71.2,0
Q00004124,C00081349,A075,2025-01-26,96.7,95.7,91.0,91.7,1
Q00004125,C00013122,A013,2025-01-27,83.5,91.9,79.6,70.7,1
Q00004126,C00069200,A064,2025-03-19,87.8,85.3,92.3,77.0,1
Q00004127,C00077568,A072,2025-02-07,81.1,77.5,84.8,72.4,1
Q00004128,C00077958,A072,2025-02-25,74.9,80.6,79.0,64.1,0
Q00004129,C00059538,A055,2025-04-06,90.3,91.4,94.5,88.6,1
Q00004130,C00017713,A017,2025-03-31,84.0,82.8,81.8,79.1,1
Q00004131,C00042704,A039,2025-03-01,87.1,96.2,90.8,86.2,1
Q00004132,C00075261,A070,2025-02-13,80.0,71.6,72.9,80.9,0
Q00004133,C00069360,A064,2025-04-02,98.5,100.0,100.0,98.0,1
Q00004134,C00057196,A053,2025-02-27,85.0,90.8,92.3,83.3,1
Q00004135,C00026437,A025,2025-03-08,86.0,81.8,95.4,83.8,1
Q00004136,C00047815,A044,2025-02-26,80.2,82.7,90.1,80.2,1
Q00004137,C00080590,A074,2025-03-03,96.4,96.0,99.2,97.6,1
Q00004138,C00009612,A009,2025-03-30,80.1,84.4,89.0,70.3,1
Q00004139,C00078686,A073,2025-01-21,83.3,84.8,81.1,82.0,1
Q00004140,C00007083,A007,2025-03-07,93.0,97.0,98.5,90.8,1
Q00004141,C00030897,A029,2025-02-06,79.2,73.4,76.4,87.9,0
Q00004142,C00057529,A053,2025-04-01,68.2,61.2,63.3,60.7,0
Q00004143,C00047271,A043,2025-04-01,77.1,75.3,68.6,70.2,0
Q00004144,C00007412,A007,2025-04-03,76.3,75.4,72.5,73.2,0
Q00004145,C00007181,A007,2025-03-16,80.9,79.8,88.4,71.3,1
Q00004146,C00053931,A050,2025-02-18,84.3,80.3,86.2,87.7,1
Q00004147,C00025404,A024,2025-02-27,90.9,96.9,92.2,95.5,1
Q00004148,C00042548,A039,2025-02-16,71.1,70.2,71.7,71.7,0
Q00004149,C00006313,A007,2025-01-13,93.5,90.6,95.3,99.7,1
Q00004150,C00067621,A063,2025-03-04,85.4,81.3,92.3,80.3,1
Q00004151,C00074303,A069,2025-02-21,90.2,86.7,99.8,85.5,1
Q00004152,C00041862,A038,2025-03-25,88.0,92.0,91.8,91.6,1
Q00004153,C00053882,A050,2025-02-13,87.7,84.2,72.2,90.6,1
Q00004154,C00038168,A035,2025-03-23,81.9,84.4,76.4,79.8,1
Q00004155,C00005772,A006,2025-03-05,82.0,89.0,80.0,87.4,1
Q00004156,C00028347,A027,2025-01-23,72.7,64.7,73.5,71.2,0
Q00004157,C00079904,A074,2025-01-19,85.4,85.8,75.7,90.4,1
Q00004158,C00011430,A011,2025-02-17,96.5,96.9,93.9,86.8,1
Q00004159,C00065577,A061,2025-03-16,88.4,92.0,98.8,84.9,1
Q00004160,C00056366,A052,2025-03-04,79.6,80.5,74.1,70.8,0
Q00004161,C00026786,A026,2025-01-04,83.5,79.1,77.9,92.6,1
Q00004162,C00056717,A053,2025-01-10,71.0,75.8,71.5,68.2,0
Q00004163,C00010603,A010,2025-03-07,88.1,79.1,86.0,85.6,1
Q00004164,C00055894,A052,2025-01-30,80.2,90.5,79.8,77.0,1
Q00004165,C00050916,A047,2025-03-24,92.8,90.3,91.7,87.3,1
Q00004166,C00013543,A013,2025-03-13,82.1,74.4,82.2,91.7,0
Q00004167,C00049996,A046,2025-03-24,89.7,97.8,89.4,85.0,1
Q00004168,C00028099,A027,2025-01-04,92.1,92.8,94.9,89.3,1
Q00004169,C00048397,A045,2025-01-25,78.4,82.2,85.5,78.6,0
Q00004170,C00008248,A008,2025-02-23,91.2,82.7,79.3,95.2,1
Q00004171,C00027497,A026,2025-02-28,83.7,88.4,92.0,76.9,1
Q00004172,C00017210,A017,2025-02-14,73.5,71.0,72.9,73.2,0
Q00004173,C00068437,A064,2025-01-24,100.0,96.6,100.0,98.2,1
Q00004174,C00067132,A063,2025-01-31,74.3,74.1,67.1,82.7,0
Q00004175,C00071417,A066,2025-03-25,84.1,94.4,84.9,86.3,1
Q00004176,C00000502,A001,2025-02-17,96.2,97.1,100.0,92.4,1
Q00004177,C00064885,A060,2025-04-02,87.0,80.5,92.0,81.9,1
Q00004178,C00031889,A030,2025-02-09,82.6,82.4,88.8,70.9,1
Q00004179,C00024370,A023,2025-03-06,82.9,81.1,71.4,88.8,1
Q00004180,C00006423,A007,2025-01-23,82.2,82.8,81.6,80.7,1
Q00004181,C00044994,A041,2025-03-24,81.3,78.4,77.0,81.6,1
Q00004182,C00070100,A065,2025-03-15,79.0,78.6,80.1,79.0,0
Q00004183,C00051917,A048,2025-03-31,83.6,80.9,88.4,80.1,1
Q00004184,C00049905,A046,2025-03-21,86.2,89.2,98.3,88.9,1
Q00004185,C00044038,A040,2025-03-23,88.0,90.1,81.9,94.2,1
Q00004186,C00002648,A003,2025-02-23,92.8,86.7,99.4,99.2,1
