case_id,activity_id,master_agent_id,case_date,case_start,case_end,case_type,case_complexity,case_turnaround_hours,case_sla_met_flag
CS00007620,ACT00053659,A029,2025-03-05,2025-03-05 07:58:00,2025-03-05 08:06:00,Documentation,Medium,5.0,1
CS00007621,ACT00053662,A029,2025-03-05,2025-03-05 08:45:00,2025-03-05 09:27:00,Documentation,Medium,30.6,1
CS00007622,ACT00053664,A029,2025-03-05,2025-03-05 09:47:00,2025-03-05 09:56:00,Eligibility,Medium,2.5,0
CS00007623,ACT00053666,A029,2025-03-05,2025-03-05 10:12:00,2025-03-05 10:30:00,Eligibility,Medium,17.7,0
CS00007624,ACT00053674,A029,2025-03-05,2025-03-05 13:43:00,2025-03-05 14:05:00,Follow Up,Low,11.7,0
CS00007625,ACT00053675,A029,2025-03-05,2025-03-05 14:05:00,2025-03-05 14:27:00,Appeal,Low,13.1,1
CS00007626,ACT00053678,A029,2025-03-05,2025-03-05 14:53:00,2025-03-05 15:26:00,Prior Authorization,Low,8.4,1
CS00007627,ACT00053679,A029,2025-03-05,2025-03-05 15:26:00,2025-03-05 15:52:00,Prior Authorization,Low,9.0,1
CS00007628,ACT00053685,A029,2025-03-06,2025-03-06 08:24:00,2025-03-06 08:56:00,Appeal,Medium,20.5,1
CS00007629,ACT00053686,A029,2025-03-06,2025-03-06 08:56:00,2025-03-06 09:25:00,Follow Up,Medium,29.0,1
CS00007630,ACT00053691,A029,2025-03-06,2025-03-06 10:12:00,2025-03-06 10:56:00,Eligibility,Medium,7.4,0
CS00007631,ACT00053697,A029,2025-03-06,2025-03-06 12:14:00,2025-03-06 12:24:00,Documentation,High,53.0,1
CS00007632,ACT00053698,A029,2025-03-06,2025-03-06 12:24:00,2025-03-06 13:08:00,Documentation,Medium,20.2,1
CS00007633,ACT00053699,A029,2025-03-06,2025-03-06 13:08:00,2025-03-06 13:27:00,Documentation,Low,13.0,1
CS00007634,ACT00053712,A029,2025-03-07,2025-03-07 07:31:00,2025-03-07 07:53:00,Appeal,Medium,18.3,1
CS00007635,ACT00053718,A029,2025-03-07,2025-03-07 08:53:00,2025-03-07 09:35:00,Eligibility,Low,10.7,1
CS00007636,ACT00053729,A029,2025-03-07,2025-03-07 13:21:00,2025-03-07 13:56:00,Prior Authorization,Low,7.6,1
CS00007637,ACT00053737,A029,2025-03-10,2025-03-10 07:30:00,2025-03-10 08:08:00,Prior Authorization,Low,14.1,1
CS00007638,ACT00053741,A029,2025-03-10,2025-03-10 08:51:00,2025-03-10 09:19:00,Prior Authorization,Low,5.7,1
CS00007639,ACT00053742,A029,2025-03-10,2025-03-10 09:19:00,2025-03-10 09:31:00,Documentation,Low,12.7,1
CS00007640,ACT00053752,A029,2025-03-10,2025-03-10 12:17:00,2025-03-10 12:50:00,Prior Authorization,Medium,2.3,1
CS00007641,ACT00053753,A029,2025-03-10,2025-03-10 12:50:00,2025-03-10 13:25:00,Eligibility,High,20.4,1
CS00007642,ACT00053755,A029,2025-03-10,2025-03-10 14:33:00,2025-03-10 15:14:00,Appeal,High,27.7,1
CS00007643,ACT00053761,A029,2025-03-11,2025-03-11 07:45:00,2025-03-11 07:57:00,Documentation,Medium,30.6,1
CS00007644,ACT00053763,A029,2025-03-11,2025-03-11 08:12:00,2025-03-11 08:22:00,Prior Authorization,Medium,23.2,1
CS00007645,ACT00053765,A029,2025-03-11,2025-03-11 08:38:00,2025-03-11 08:46:00,Eligibility,Low,6.9,1
CS00007646,ACT00053768,A029,2025-03-11,2025-03-11 09:13:00,2025-03-11 09:26:00,Prior Authorization,High,32.7,1
CS00007647,ACT00053772,A029,2025-03-11,2025-03-11 10:16:00,2025-03-11 10:28:00,Documentation,Medium,17.5,1
CS00007648,ACT00053777,A029,2025-03-11,2025-03-11 12:28:00,2025-03-11 12:37:00,Documentation,Medium,19.4,1
CS00007649,ACT00053778,A029,2025-03-11,2025-03-11 12:37:00,2025-03-11 12:45:00,Documentation,High,48.7,1
CS00007650,ACT00053779,A029,2025-03-11,2025-03-11 12:45:00,2025-03-11 12:58:00,Documentation,Low,10.4,1
CS00007651,ACT00053784,A029,2025-03-11,2025-03-11 13:54:00,2025-03-11 14:38:00,Prior Authorization,Low,4.9,1
CS00007652,ACT00053785,A029,2025-03-11,2025-03-11 14:38:00,2025-03-11 15:13:00,Eligibility,Low,11.9,1
CS00007653,ACT00053793,A029,2025-03-12,2025-03-12 08:19:00,2025-03-12 09:01:00,Eligibility,Medium,30.6,1
CS00007654,ACT00053806,A029,2025-03-12,2025-03-12 12:00:00,2025-03-12 12:36:00,Follow Up,Low,12.1,1
CS00007655,ACT00053816,A029,2025-03-12,2025-03-12 15:07:00,2025-03-12 15:51:00,Documentation,Low,3.8,1
CS00007656,ACT00053826,A029,2025-03-13,2025-03-13 09:18:00,2025-03-13 09:30:00,Documentation,Low,8.7,1
CS00007657,ACT00053828,A029,2025-03-13,2025-03-13 09:42:00,2025-03-13 10:05:00,Appeal,Medium,25.8,1
CS00007658,ACT00053829,A029,2025-03-13,2025-03-13 10:05:00,2025-03-13 10:42:00,Documentation,Low,16.6,1
CS00007659,ACT00053831,A029,2025-03-13,2025-03-13 10:52:00,2025-03-13 11:00:00,Documentation,Medium,21.7,0
CS00007660,ACT00053841,A029,2025-03-13,2025-03-13 14:14:00,2025-03-13 14:54:00,Documentation,Low,3.3,1
CS00007661,ACT00053851,A029,2025-03-14,2025-03-14 08:03:00,2025-03-14 08:42:00,Prior Authorization,Low,2.7,1
CS00007662,ACT00053853,A029,2025-03-14,2025-03-14 08:57:00,2025-03-14 09:41:00,Documentation,Low,10.0,1
CS00007663,ACT00053854,A029,2025-03-14,2025-03-14 09:41:00,2025-03-14 10:24:00,Documentation,Low,5.8,1
CS00007664,ACT00053855,A029,2025-03-14,2025-03-14 10:24:00,2025-03-14 11:00:00,Prior Authorization,Medium,24.2,1
CS00007665,ACT00053857,A029,2025-03-14,2025-03-14 11:30:00,2025-03-14 11:42:00,Appeal,Low,6.3,1
CS00007666,ACT00053877,A029,2025-03-15,2025-03-15 09:09:00,2025-03-15 09:36:00,Eligibility,Low,2.2,1
CS00007667,ACT00053901,A029,2025-03-17,2025-03-17 08:20:00,2025-03-17 08:34:00,Follow Up,Medium,23.7,0
CS00007668,ACT00053912,A029,2025-03-17,2025-03-17 13:14:00,2025-03-17 13:35:00,Appeal,Low,10.4,1
CS00007669,ACT00053924,A029,2025-03-18,2025-03-18 07:08:00,2025-03-18 07:21:00,Appeal,Medium,31.5,1
CS00007670,ACT00053931,A029,2025-03-18,2025-03-18 10:02:00,2025-03-18 10:47:00,Prior Authorization,Low,10.0,1
CS00007671,ACT00053936,A029,2025-03-18,2025-03-18 12:04:00,2025-03-18 12:24:00,Appeal,Medium,18.2,1
CS00007672,ACT00053940,A029,2025-03-18,2025-03-18 12:58:00,2025-03-18 13:38:00,Prior Authorization,Medium,20.2,1
CS00007673,ACT00053943,A029,2025-03-18,2025-03-18 14:06:00,2025-03-18 14:50:00,Documentation,Low,10.3,1
CS00007674,ACT00053952,A029,2025-03-19,2025-03-19 07:36:00,2025-03-19 08:03:00,Eligibility,Low,6.2,1
CS00007675,ACT00053959,A029,2025-03-19,2025-03-19 09:39:00,2025-03-19 10:16:00,Documentation,High,26.7,1
CS00007676,ACT00053961,A029,2025-03-19,2025-03-19 10:31:00,2025-03-19 10:56:00,Prior Authorization,High,54.7,1
CS00007677,ACT00053966,A029,2025-03-19,2025-03-19 12:02:00,2025-03-19 12:46:00,Follow Up,Low,5.5,1
CS00007678,ACT00053967,A029,2025-03-19,2025-03-19 12:46:00,2025-03-19 12:54:00,Eligibility,Low,9.4,1
CS00007679,ACT00053970,A029,2025-03-19,2025-03-19 13:34:00,2025-03-19 13:44:00,Appeal,High,48.5,1
CS00007680,ACT00053979,A029,2025-03-19,2025-03-19 15:35:00,2025-03-19 15:56:00,Documentation,Medium,22.3,1
CS00007681,ACT00053983,A029,2025-03-20,2025-03-20 08:02:00,2025-03-20 08:46:00,Documentation,High,50.7,1
CS00007682,ACT00053990,A029,2025-03-20,2025-03-20 10:28:00,2025-03-20 11:00:00,Follow Up,Low,12.6,1
CS00007683,ACT00054008,A029,2025-03-21,2025-03-21 07:44:00,2025-03-21 08:12:00,Prior Authorization,High,29.1,1
CS00007684,ACT00054021,A029,2025-03-21,2025-03-21 11:59:00,2025-03-21 12:15:00,Documentation,High,24.1,1
CS00007685,ACT00054024,A029,2025-03-21,2025-03-21 13:32:00,2025-03-21 14:08:00,Eligibility,High,44.7,1
CS00007686,ACT00054025,A029,2025-03-21,2025-03-21 14:08:00,2025-03-21 14:46:00,Appeal,Medium,7.3,1
CS00007687,ACT00054026,A029,2025-03-21,2025-03-21 14:46:00,2025-03-21 15:11:00,Follow Up,Low,11.6,1
CS00007688,ACT00054033,A029,2025-03-23,2025-03-23 07:44:00,2025-03-23 08:12:00,Appeal,Medium,26.9,1
CS00007689,ACT00054035,A029,2025-03-23,2025-03-23 08:33:00,2025-03-23 08:41:00,Follow Up,Medium,8.1,0
CS00007690,ACT00054049,A029,2025-03-23,2025-03-23 13:13:00,2025-03-23 13:56:00,Documentation,Low,10.0,1
CS00007691,ACT00054052,A029,2025-03-23,2025-03-23 15:13:00,2025-03-23 15:50:00,Follow Up,Low,8.1,1
CS00007692,ACT00054053,A029,2025-03-23,2025-03-23 15:50:00,2025-03-23 16:00:00,Eligibility,Low,13.9,1
CS00007693,ACT00054071,A029,2025-03-24,2025-03-24 15:15:00,2025-03-24 15:40:00,Eligibility,Medium,10.0,1
CS00007694,ACT00054073,A029,2025-03-24,2025-03-24 15:54:00,2025-03-24 16:00:00,Prior Authorization,Low,14.8,0
CS00007695,ACT00054078,A029,2025-03-25,2025-03-25 08:40:00,2025-03-25 08:48:00,Follow Up,Low,15.9,0
CS00007696,ACT00054086,A029,2025-03-25,2025-03-25 10:21:00,2025-03-25 10:52:00,Appeal,Low,12.8,1
CS00007697,ACT00054092,A029,2025-03-25,2025-03-25 12:23:00,2025-03-25 12:34:00,Follow Up,Medium,17.6,1
CS00007698,ACT00054093,A029,2025-03-25,2025-03-25 12:34:00,2025-03-25 12:46:00,Eligibility,High,26.8,1
CS00007699,ACT00054097,A029,2025-03-25,2025-03-25 13:41:00,2025-03-25 13:51:00,Documentation,Low,9.8,1
CS00007700,ACT00054106,A029,2025-03-26,2025-03-26 07:15:00,2025-03-26 07:48:00,Appeal,Medium,42.2,1
CS00007701,ACT00054120,A029,2025-03-26,2025-03-26 11:44:00,2025-03-26 12:18:00,Follow Up,Medium,24.5,1
CS00007702,ACT00054135,A029,2025-03-27,2025-03-27 09:20:00,2025-03-27 09:30:00,Appeal,High,38.7,1
CS00007703,ACT00054140,A029,2025-03-27,2025-03-27 10:23:00,2025-03-27 10:46:00,Prior Authorization,Medium,23.4,1
CS00007704,ACT00054146,A029,2025-03-27,2025-03-27 11:53:00,2025-03-27 12:26:00,Appeal,Low,15.1,1
CS00007705,ACT00054147,A029,2025-03-27,2025-03-27 12:26:00,2025-03-27 13:07:00,Documentation,Low,6.3,1
CS00007706,ACT00054155,A029,2025-03-27,2025-03-27 15:12:00,2025-03-27 15:32:00,Follow Up,Low,8.0,1
CS00007707,ACT00054157,A029,2025-03-27,2025-03-27 15:47:00,2025-03-27 16:00:00,Prior Authorization,High,50.2,1
CS00007708,ACT00054160,A029,2025-03-28,2025-03-28 07:14:00,2025-03-28 07:42:00,Prior Authorization,Medium,25.0,1
CS00007709,ACT00054161,A029,2025-03-28,2025-03-28 07:42:00,2025-03-28 08:21:00,Appeal,Medium,32.9,1
CS00007710,ACT00054166,A029,2025-03-28,2025-03-28 09:10:00,2025-03-28 09:48:00,Prior Authorization,Low,3.8,0
CS00007711,ACT00054167,A029,2025-03-28,2025-03-28 09:48:00,2025-03-28 09:56:00,Appeal,Medium,28.0,1
CS00007712,ACT00054173,A029,2025-03-28,2025-03-28 11:30:00,2025-03-28 11:49:00,Eligibility,Low,8.5,1
CS00007713,ACT00054179,A029,2025-03-28,2025-03-28 14:10:00,2025-03-28 14:55:00,Follow Up,Low,8.8,0
CS00007714,ACT00054189,A029,2025-03-31,2025-03-31 07:41:00,2025-03-31 08:22:00,Appeal,Low,13.1,1
CS00007715,ACT00054190,A029,2025-03-31,2025-03-31 08:22:00,2025-03-31 08:47:00,Eligibility,Low,8.6,1
CS00007716,ACT00054207,A029,2025-03-31,2025-03-31 12:21:00,2025-03-31 12:56:00,Prior Authorization,Medium,1.8,1
CS00007717,ACT00054209,A029,2025-03-31,2025-03-31 13:10:00,2025-03-31 13:33:00,Appeal,Low,8.7,1
CS00007718,ACT00054219,A030,2025-01-01,2025-01-01 08:06:00,2025-01-01 08:26:00,Follow Up,Medium,25.2,1
CS00007719,ACT00054222,A030,2025-01-01,2025-01-01 09:07:00,2025-01-01 09:36:00,Appeal,Low,6.6,1
CS00007720,ACT00054231,A030,2025-01-01,2025-01-01 11:52:00,2025-01-01 12:26:00,Documentation,High,34.0,1
CS00007721,ACT00054234,A030,2025-01-01,2025-01-01 12:58:00,2025-01-01 13:26:00,Follow Up,Medium,24.4,0
CS00007722,ACT00054240,A030,2025-01-01,2025-01-01 15:05:00,2025-01-01 15:46:00,Documentation,Low,3.2,0
CS00007723,ACT00054245,A030,2025-01-02,2025-01-02 07:32:00,2025-01-02 07:54:00,Appeal,Low,7.3,1
CS00007724,ACT00054251,A030,2025-01-02,2025-01-02 09:24:00,2025-01-02 10:02:00,Documentation,Low,5.2,1
CS00007725,ACT00054254,A030,2025-01-02,2025-01-02 11:30:00,2025-01-02 11:47:00,Follow Up,Low,8.9,1
CS00007726,ACT00054258,A030,2025-01-02,2025-01-02 12:25:00,2025-01-02 13:10:00,Follow Up,Medium,20.7,1
CS00007727,ACT00054263,A030,2025-01-02,2025-01-02 14:21:00,2025-01-02 14:59:00,Eligibility,High,29.5,0
CS00007728,ACT00054270,A030,2025-01-03,2025-01-03 07:53:00,2025-01-03 08:06:00,Eligibility,Medium,11.9,1
CS00007729,ACT00054272,A030,2025-01-03,2025-01-03 08:27:00,2025-01-03 08:59:00,Follow Up,Medium,36.2,1
CS00007730,ACT00054276,A030,2025-01-03,2025-01-03 09:32:00,2025-01-03 09:41:00,Documentation,Medium,27.9,1
CS00007731,ACT00054289,A030,2025-01-03,2025-01-03 13:03:00,2025-01-03 13:28:00,Appeal,Low,7.3,1
CS00007732,ACT00054294,A030,2025-01-03,2025-01-03 14:34:00,2025-01-03 15:17:00,Documentation,Medium,8.9,1
CS00007733,ACT00054314,A030,2025-01-06,2025-01-06 12:00:00,2025-01-06 12:13:00,Documentation,Medium,25.3,1
CS00007734,ACT00054316,A030,2025-01-06,2025-01-06 12:32:00,2025-01-06 13:11:00,Documentation,Low,11.2,1
CS00007735,ACT00054318,A030,2025-01-06,2025-01-06 13:21:00,2025-01-06 13:57:00,Eligibility,Medium,28.7,1
CS00007736,ACT00054319,A030,2025-01-06,2025-01-06 13:57:00,2025-01-06 14:34:00,Eligibility,Low,16.2,1
CS00007737,ACT00054322,A030,2025-01-06,2025-01-06 15:39:00,2025-01-06 15:58:00,Appeal,Low,11.1,1
CS00007738,ACT00054326,A030,2025-01-07,2025-01-07 07:23:00,2025-01-07 07:46:00,Prior Authorization,Low,11.7,1
CS00007739,ACT00054333,A030,2025-01-07,2025-01-07 09:04:00,2025-01-07 09:15:00,Follow Up,Low,11.7,1
CS00007740,ACT00054340,A030,2025-01-07,2025-01-07 11:48:00,2025-01-07 12:14:00,Prior Authorization,Medium,34.4,1
CS00007741,ACT00054344,A030,2025-01-07,2025-01-07 13:29:00,2025-01-07 13:45:00,Prior Authorization,Medium,20.3,1
CS00007742,ACT00054353,A030,2025-01-09,2025-01-09 07:10:00,2025-01-09 07:36:00,Follow Up,Low,0.9,1
CS00007743,ACT00054354,A030,2025-01-09,2025-01-09 07:36:00,2025-01-09 08:05:00,Documentation,Low,7.6,1
CS00007744,ACT00054357,A030,2025-01-09,2025-01-09 08:36:00,2025-01-09 08:52:00,Appeal,High,32.4,1
CS00007745,ACT00054363,A030,2025-01-09,2025-01-09 09:59:00,2025-01-09 10:07:00,Appeal,Low,7.2,1
CS00007746,ACT00054369,A030,2025-01-09,2025-01-09 11:56:00,2025-01-09 12:38:00,Documentation,Low,12.5,1
CS00007747,ACT00054370,A030,2025-01-09,2025-01-09 12:38:00,2025-01-09 12:59:00,Eligibility,Medium,7.6,0
CS00007748,ACT00054371,A030,2025-01-09,2025-01-09 12:59:00,2025-01-09 13:18:00,Follow Up,Low,14.2,0
CS00007749,ACT00054375,A030,2025-01-09,2025-01-09 13:48:00,2025-01-09 14:31:00,Appeal,Low,3.8,1
CS00007750,ACT00054382,A030,2025-01-10,2025-01-10 07:45:00,2025-01-10 07:54:00,Documentation,High,28.8,0
CS00007751,ACT00054389,A030,2025-01-10,2025-01-10 09:15:00,2025-01-10 09:41:00,Eligibility,High,12.6,1
CS00007752,ACT00054401,A030,2025-01-10,2025-01-10 12:01:00,2025-01-10 12:18:00,Eligibility,Low,13.7,1
CS00007753,ACT00054422,A030,2025-01-13,2025-01-13 09:36:00,2025-01-13 09:57:00,Prior Authorization,Medium,14.7,1
CS00007754,ACT00054429,A030,2025-01-13,2025-01-13 12:06:00,2025-01-13 12:31:00,Follow Up,Medium,31.0,0
CS00007755,ACT00054441,A030,2025-01-14,2025-01-14 07:21:00,2025-01-14 07:54:00,Documentation,Low,9.6,1
CS00007756,ACT00054447,A030,2025-01-14,2025-01-14 09:24:00,2025-01-14 10:02:00,Eligibility,Medium,19.9,1
CS00007757,ACT00054461,A030,2025-01-14,2025-01-14 13:28:00,2025-01-14 14:05:00,Follow Up,High,40.1,0
CS00007758,ACT00054466,A030,2025-01-14,2025-01-14 14:58:00,2025-01-14 15:16:00,Prior Authorization,High,48.6,1
CS00007759,ACT00054467,A030,2025-01-14,2025-01-14 15:16:00,2025-01-14 15:27:00,Appeal,Medium,28.9,1
CS00007760,ACT00054468,A030,2025-01-14,2025-01-14 15:27:00,2025-01-14 16:00:00,Appeal,Low,11.9,1
CS00007761,ACT00054477,A030,2025-01-16,2025-01-16 09:45:00,2025-01-16 10:21:00,Eligibility,High,27.3,1
CS00007762,ACT00054485,A030,2025-01-16,2025-01-16 12:02:00,2025-01-16 12:19:00,Prior Authorization,Low,11.4,1
CS00007763,ACT00054487,A030,2025-01-16,2025-01-16 12:34:00,2025-01-16 12:58:00,Appeal,Low,12.5,1
CS00007764,ACT00054489,A030,2025-01-16,2025-01-16 13:14:00,2025-01-16 13:39:00,Appeal,Low,14.4,1
CS00007765,ACT00054490,A030,2025-01-16,2025-01-16 13:39:00,2025-01-16 14:08:00,Documentation,Low,9.2,1
CS00007766,ACT00054493,A030,2025-01-16,2025-01-16 14:38:00,2025-01-16 15:13:00,Prior Authorization,Medium,29.6,1
CS00007767,ACT00054499,A030,2025-01-17,2025-01-17 07:06:00,2025-01-17 07:28:00,Prior Authorization,Low,4.3,1
CS00007768,ACT00054511,A030,2025-01-17,2025-01-17 10:30:00,2025-01-17 11:00:00,Follow Up,Low,5.6,1
CS00007769,ACT00054513,A030,2025-01-17,2025-01-17 11:30:00,2025-01-17 11:54:00,Follow Up,Medium,24.8,1
CS00007770,ACT00054516,A030,2025-01-17,2025-01-17 12:27:00,2025-01-17 12:47:00,Appeal,Medium,23.5,1
CS00007771,ACT00054518,A030,2025-01-17,2025-01-17 13:03:00,2025-01-17 13:41:00,Prior Authorization,Low,5.1,1
CS00007772,ACT00054519,A030,2025-01-17,2025-01-17 13:41:00,2025-01-17 14:18:00,Appeal,Medium,18.0,1
CS00007773,ACT00054525,A030,2025-01-17,2025-01-17 15:21:00,2025-01-17 15:50:00,Appeal,Low,0.5,1
CS00007774,ACT00054526,A030,2025-01-19,2025-01-19 07:00:00,2025-01-19 07:13:00,Follow Up,Medium,13.4,1
CS00007775,ACT00054530,A030,2025-01-19,2025-01-19 07:55:00,2025-01-19 08:40:00,Eligibility,Low,13.6,0
CS00007776,ACT00054538,A030,2025-01-19,2025-01-19 11:30:00,2025-01-19 12:05:00,Eligibility,Low,9.8,1
CS00007777,ACT00054540,A030,2025-01-19,2025-01-19 12:17:00,2025-01-19 12:27:00,Documentation,Low,12.4,1
CS00007778,ACT00054545,A030,2025-01-19,2025-01-19 13:25:00,2025-01-19 14:01:00,Appeal,Medium,15.4,1
CS00007779,ACT00054546,A030,2025-01-19,2025-01-19 14:01:00,2025-01-19 14:42:00,Prior Authorization,Low,10.0,1
CS00007780,ACT00054547,A030,2025-01-19,2025-01-19 14:45:00,2025-01-19 15:17:00,Eligibility,Medium,19.4,1
CS00007781,ACT00054551,A030,2025-01-20,2025-01-20 07:00:00,2025-01-20 07:21:00,Appeal,High,31.4,1
CS00007782,ACT00054553,A030,2025-01-20,2025-01-20 07:38:00,2025-01-20 07:55:00,Documentation,Low,7.9,1
CS00007783,ACT00054555,A030,2025-01-20,2025-01-20 08:02:00,2025-01-20 08:32:00,Prior Authorization,Medium,24.2,1
CS00007784,ACT00054558,A030,2025-01-20,2025-01-20 08:50:00,2025-01-20 09:02:00,Documentation,Low,17.1,1
CS00007785,ACT00054565,A030,2025-01-20,2025-01-20 11:30:00,2025-01-20 11:50:00,Eligibility,High,31.9,1
CS00007786,ACT00054571,A030,2025-01-20,2025-01-20 13:19:00,2025-01-20 13:37:00,Follow Up,Medium,14.6,1
CS00007787,ACT00054577,A030,2025-01-20,2025-01-20 15:17:00,2025-01-20 15:58:00,Documentation,Medium,18.6,0
CS00007788,ACT00054581,A030,2025-01-21,2025-01-21 07:45:00,2025-01-21 08:03:00,Appeal,Medium,14.8,1
CS00007789,ACT00054610,A030,2025-01-21,2025-01-21 15:08:00,2025-01-21 15:17:00,Follow Up,High,37.6,1
CS00007790,ACT00054612,A030,2025-01-21,2025-01-21 15:32:00,2025-01-21 16:00:00,Documentation,High,21.7,1
CS00007791,ACT00054627,A030,2025-01-22,2025-01-22 10:35:00,2025-01-22 10:59:00,Appeal,Low,7.8,1
CS00007792,ACT00054632,A030,2025-01-22,2025-01-22 11:57:00,2025-01-22 12:11:00,Documentation,Low,14.9,1
CS00007793,ACT00054634,A030,2025-01-22,2025-01-22 12:39:00,2025-01-22 12:48:00,Appeal,Medium,3.1,1
CS00007794,ACT00054638,A030,2025-01-22,2025-01-22 13:44:00,2025-01-22 14:12:00,Prior Authorization,Low,6.3,1
CS00007795,ACT00054639,A030,2025-01-22,2025-01-22 14:12:00,2025-01-22 14:42:00,Documentation,Low,0.7,1
CS00007796,ACT00054642,A030,2025-01-22,2025-01-22 15:11:00,2025-01-22 15:27:00,Follow Up,Medium,19.8,1
CS00007797,ACT00054652,A030,2025-01-23,2025-01-23 09:00:00,2025-01-23 09:09:00,Follow Up,High,35.4,0
CS00007798,ACT00054661,A030,2025-01-23,2025-01-23 11:47:00,2025-01-23 12:21:00,Eligibility,Low,15.0,1
CS00007799,ACT00054664,A030,2025-01-23,2025-01-23 12:41:00,2025-01-23 13:18:00,Appeal,High,30.7,1
CS00007800,ACT00054670,A030,2025-01-23,2025-01-23 14:56:00,2025-01-23 15:30:00,Documentation,Low,10.6,1
CS00007801,ACT00054691,A030,2025-01-24,2025-01-24 13:11:00,2025-01-24 13:51:00,Follow Up,Low,8.9,1
CS00007802,ACT00054693,A030,2025-01-24,2025-01-24 14:08:00,2025-01-24 14:52:00,Prior Authorization,Medium,23.0,1
CS00007803,ACT00054697,A030,2025-01-27,2025-01-27 07:00:00,2025-01-27 07:09:00,Prior Authorization,Low,4.4,1
CS00007804,ACT00054705,A030,2025-01-27,2025-01-27 08:42:00,2025-01-27 09:09:00,Prior Authorization,Low,5.3,1
CS00007805,ACT00054711,A030,2025-01-27,2025-01-27 10:23:00,2025-01-27 11:00:00,Appeal,Low,8.5,1
CS00007806,ACT00054713,A030,2025-01-27,2025-01-27 11:30:00,2025-01-27 11:50:00,Eligibility,Low,9.6,1
CS00007807,ACT00054720,A030,2025-01-27,2025-01-27 14:11:00,2025-01-27 14:30:00,Prior Authorization,High,49.2,1
CS00007808,ACT00054724,A030,2025-01-27,2025-01-27 15:31:00,2025-01-27 15:47:00,Prior Authorization,High,37.7,0
CS00007809,ACT00054726,A030,2025-01-28,2025-01-28 07:00:00,2025-01-28 07:44:00,Prior Authorization,Medium,29.9,1
CS00007810,ACT00054730,A030,2025-01-28,2025-01-28 08:25:00,2025-01-28 08:42:00,Prior Authorization,Low,6.0,1
CS00007811,ACT00054761,A030,2025-01-29,2025-01-29 07:42:00,2025-01-29 08:14:00,Eligibility,Medium,11.1,1
CS00007812,ACT00054762,A030,2025-01-29,2025-01-29 08:14:00,2025-01-29 08:57:00,Follow Up,Low,6.7,1
CS00007813,ACT00054767,A030,2025-01-29,2025-01-29 09:54:00,2025-01-29 10:11:00,Documentation,Low,11.4,1
CS00007814,ACT00054775,A030,2025-01-29,2025-01-29 12:05:00,2025-01-29 12:38:00,Appeal,Medium,23.8,1
CS00007815,ACT00054781,A030,2025-01-29,2025-01-29 13:33:00,2025-01-29 14:12:00,Prior Authorization,High,20.8,0
CS00007816,ACT00054791,A030,2025-01-30,2025-01-30 08:36:00,2025-01-30 09:09:00,Appeal,Low,2.3,1
CS00007817,ACT00054794,A030,2025-01-30,2025-01-30 09:31:00,2025-01-30 10:07:00,Documentation,Medium,10.5,1
CS00007818,ACT00054796,A030,2025-01-30,2025-01-30 10:24:00,2025-01-30 11:00:00,Appeal,High,42.5,1
CS00007819,ACT00054799,A030,2025-01-30,2025-01-30 11:54:00,2025-01-30 12:04:00,Prior Authorization,Low,0.5,1
CS00007820,ACT00054806,A030,2025-01-30,2025-01-30 13:39:00,2025-01-30 13:55:00,Documentation,Medium,32.7,1
CS00007821,ACT00054814,A030,2025-01-31,2025-01-31 07:15:00,2025-01-31 07:42:00,Documentation,Medium,21.2,0
CS00007822,ACT00054817,A030,2025-01-31,2025-01-31 08:06:00,2025-01-31 08:49:00,Eligibility,Low,3.0,1
CS00007823,ACT00054818,A030,2025-01-31,2025-01-31 08:49:00,2025-01-31 08:57:00,Documentation,Low,0.5,1
CS00007824,ACT00054820,A030,2025-01-31,2025-01-31 09:17:00,2025-01-31 09:44:00,Appeal,Medium,15.7,0
CS00007825,ACT00054824,A030,2025-01-31,2025-01-31 10:39:00,2025-01-31 11:00:00,Eligibility,Low,12.9,1
CS00007826,ACT00054833,A030,2025-01-31,2025-01-31 12:59:00,2025-01-31 13:13:00,Eligibility,High,36.4,1
CS00007827,ACT00054836,A030,2025-01-31,2025-01-31 13:43:00,2025-01-31 14:27:00,Follow Up,Medium,16.8,1
CS00007828,ACT00054839,A030,2025-01-31,2025-01-31 15:56:00,2025-01-31 16:00:00,Appeal,Low,13.1,1
CS00007829,ACT00054843,A030,2025-02-03,2025-02-03 07:44:00,2025-02-03 07:57:00,Appeal,Low,6.4,1
CS00007830,ACT00054845,A030,2025-02-03,2025-02-03 08:05:00,2025-02-03 08:21:00,Follow Up,Medium,19.6,1
CS00007831,ACT00054851,A030,2025-02-03,2025-02-03 09:40:00,2025-02-03 10:12:00,Documentation,Low,8.0,1
CS00007832,ACT00054853,A030,2025-02-03,2025-02-03 10:26:00,2025-02-03 11:00:00,Documentation,Medium,19.8,1
CS00007833,ACT00054860,A030,2025-02-03,2025-02-03 13:03:00,2025-02-03 13:27:00,Appeal,Low,0.8,1
CS00007834,ACT00054876,A030,2025-02-04,2025-02-04 08:44:00,2025-02-04 09:18:00,Follow Up,Low,10.3,0
CS00007835,ACT00054889,A030,2025-02-04,2025-02-04 11:45:00,2025-02-04 12:10:00,Prior Authorization,Low,6.9,1
CS00007836,ACT00054891,A030,2025-02-04,2025-02-04 12:43:00,2025-02-04 13:20:00,Prior Authorization,Medium,29.4,1
