call_id,activity_id,master_agent_id,call_date,call_start,call_end,queue,talk_seconds,hold_seconds,after_call_work_seconds,answer_speed_seconds,sla_seconds,sla_met_flag,abandoned_flag,customer_id,aht_seconds
C00040417,ACT00068696,A037,2025-03-20,2025-03-20 10:31:00,2025-03-20 10:48:00,Claims Support,884,22,114,83,120,1,0,CU0011133,1020
C00040418,ACT00068701,A037,2025-03-20,2025-03-20 12:25:00,2025-03-20 12:45:00,Claims Support,971,64,165,5,120,1,0,CU0006347,1200
C00040419,ACT00068704,A037,2025-03-20,2025-03-20 13:33:00,2025-03-20 13:42:00,Billing Support,310,27,203,91,90,0,0,CU0004935,540
C00040420,ACT00068705,A037,2025-03-20,2025-03-20 13:42:00,2025-03-20 13:49:00,Billing Support,246,15,159,24,90,1,0,CU0015813,420
C00040421,ACT00068706,A037,2025-03-20,2025-03-20 13:49:00,2025-03-20 14:00:00,Billing Support,427,16,217,17,90,1,0,CU0003443,660
C00040422,ACT00068709,A037,2025-03-20,2025-03-20 14:51:00,2025-03-20 15:06:00,Technical Support,598,124,178,48,180,1,0,CU0012654,900
C00040423,ACT00068710,A037,2025-03-20,2025-03-20 15:06:00,2025-03-20 15:24:00,Claims Support,904,10,166,79,120,1,0,CU0000694,1080
C00040424,ACT00068711,A037,2025-03-20,2025-03-20 15:24:00,2025-03-20 15:40:00,Claims Support,715,84,161,1,120,1,0,CU0013074,960
C00040425,ACT00068716,A037,2025-03-20,2025-03-20 17:18:00,2025-03-20 17:35:00,Member Services,775,68,177,66,60,0,0,CU0000704,1020
C00040426,ACT00068717,A037,2025-03-20,2025-03-20 17:35:00,2025-03-20 17:58:00,Technical Support,1024,87,269,8,180,1,0,CU0006068,1380
C00040427,ACT00068718,A037,2025-03-20,2025-03-20 17:58:00,2025-03-20 18:15:00,Member Services,750,4,266,50,60,1,0,CU0019171,1020
C00040428,ACT00068720,A037,2025-03-20,2025-03-20 18:36:00,2025-03-20 18:44:00,Billing Support,352,23,105,62,90,1,0,CU0008212,480
C00040429,ACT00068721,A037,2025-03-20,2025-03-20 18:44:00,2025-03-20 18:55:00,Billing Support,439,24,197,95,90,0,0,CU0012980,660
C00040430,ACT00068722,A037,2025-03-21,2025-03-21 10:00:00,2025-03-21 10:15:00,Member Services,700,11,189,8,60,1,0,CU0002363,900
C00040431,ACT00068723,A037,2025-03-21,2025-03-21 10:15:00,2025-03-21 10:37:00,Billing Support,868,120,332,92,90,0,0,CU0015248,1320
C00040432,ACT00068724,A037,2025-03-21,2025-03-21 10:38:00,2025-03-21 10:50:00,Member Services,518,53,149,14,60,1,0,CU0015919,720
C00040433,ACT00068725,A037,2025-03-21,2025-03-21 10:50:00,2025-03-21 11:11:00,Claims Support,1042,15,203,61,120,1,0,CU0017946,1260
C00040434,ACT00068726,A037,2025-03-21,2025-03-21 11:14:00,2025-03-21 11:25:00,Billing Support,521,6,133,5,90,1,0,CU0007345,660
C00040435,ACT00068727,A037,2025-03-21,2025-03-21 11:25:00,2025-03-21 11:38:00,Billing Support,626,1,153,45,90,1,0,CU0008147,780
C00040436,ACT00068728,A037,2025-03-21,2025-03-21 11:39:00,2025-03-21 11:46:00,Claims Support,261,8,151,57,120,1,0,CU0003688,420
C00040437,ACT00068729,A037,2025-03-21,2025-03-21 11:46:00,2025-03-21 12:03:00,Claims Support,876,13,131,56,120,1,0,CU0009558,1020
C00040438,ACT00068731,A037,2025-03-21,2025-03-21 12:44:00,2025-03-21 12:58:00,Billing Support,517,102,221,10,90,1,0,CU0007963,840
C00040439,ACT00068732,A037,2025-03-21,2025-03-21 12:58:00,2025-03-21 13:14:00,Member Services,439,364,157,131,60,0,0,CU0007101,960
C00040440,ACT00068734,A037,2025-03-21,2025-03-21 13:30:00,2025-03-21 13:45:00,Claims Support,653,87,160,81,120,1,0,CU0012091,900
C00040441,ACT00068735,A037,2025-03-21,2025-03-21 13:45:00,2025-03-21 14:00:00,Technical Support,577,26,297,129,180,1,0,CU0014554,900
C00040442,ACT00068737,A037,2025-03-21,2025-03-21 14:30:00,2025-03-21 14:47:00,Technical Support,906,12,102,149,180,1,0,CU0019599,1020
C00040443,ACT00068738,A037,2025-03-21,2025-03-21 14:47:00,2025-03-21 15:07:00,Technical Support,1063,39,98,37,180,1,0,CU0010020,1200
C00040444,ACT00068739,A037,2025-03-21,2025-03-21 15:07:00,2025-03-21 15:25:00,Claims Support,971,34,75,36,120,1,0,CU0006900,1080
C00040445,ACT00068740,A037,2025-03-21,2025-03-21 15:25:00,2025-03-21 15:31:00,Member Services,60,87,306,16,60,1,0,CU0007476,453
C00040446,ACT00068741,A037,2025-03-21,2025-03-21 15:31:00,2025-03-21 15:47:00,Technical Support,867,5,88,139,180,1,0,CU0001197,960
C00040447,ACT00068742,A037,2025-03-21,2025-03-21 15:47:00,2025-03-21 16:08:00,Claims Support,987,65,208,17,120,1,0,CU0019169,1260
C00040448,ACT00068744,A037,2025-03-21,2025-03-21 16:42:00,2025-03-21 17:05:00,Technical Support,1174,39,167,86,180,1,0,CU0018125,1380
C00040449,ACT00068745,A037,2025-03-21,2025-03-21 17:07:00,2025-03-21 17:23:00,Billing Support,684,53,223,112,90,0,0,CU0012867,960
C00040450,ACT00068746,A037,2025-03-21,2025-03-21 17:23:00,2025-03-21 17:42:00,Technical Support,813,79,248,51,180,1,0,CU0017851,1140
C00040451,ACT00068747,A037,2025-03-21,2025-03-21 17:42:00,2025-03-21 17:53:00,Member Services,440,12,208,35,60,1,0,CU0008693,660
C00040452,ACT00068748,A037,2025-03-21,2025-03-21 17:53:00,2025-03-21 18:09:00,Technical Support,635,112,213,60,180,1,0,CU0011113,960
C00040453,ACT00068752,A037,2025-03-24,2025-03-24 10:00:00,2025-03-24 10:14:00,Technical Support,593,96,151,77,180,1,0,CU0008213,840
C00040454,ACT00068754,A037,2025-03-24,2025-03-24 11:19:00,2025-03-24 11:31:00,Billing Support,580,28,112,6,90,1,0,CU0006184,720
C00040455,ACT00068755,A037,2025-03-24,2025-03-24 11:33:00,2025-03-24 11:44:00,Member Services,548,28,84,25,60,1,0,CU0007965,660
C00040456,ACT00068756,A037,2025-03-24,2025-03-24 11:44:00,2025-03-24 12:00:00,Claims Support,685,56,219,26,120,1,0,CU0004313,960
C00040457,ACT00068757,A037,2025-03-24,2025-03-24 12:00:00,2025-03-24 12:14:00,Member Services,489,55,296,82,60,0,0,CU0007902,840
C00040458,ACT00068758,A037,2025-03-24,2025-03-24 12:16:00,2025-03-24 12:33:00,Technical Support,789,5,226,5,180,1,0,CU0006369,1020
C00040459,ACT00068760,A037,2025-03-24,2025-03-24 13:13:00,2025-03-24 13:25:00,Technical Support,543,14,163,13,180,1,0,CU0016095,720
C00040460,ACT00068761,A037,2025-03-24,2025-03-24 13:25:00,2025-03-24 13:40:00,Claims Support,650,28,222,132,120,0,0,CU0013646,900
C00040461,ACT00068762,A037,2025-03-24,2025-03-24 13:40:00,2025-03-24 13:52:00,Technical Support,523,90,107,69,180,1,0,CU0004653,720
C00040462,ACT00068764,A037,2025-03-24,2025-03-24 13:57:00,2025-03-24 14:00:00,Technical Support,60,6,172,12,180,1,0,CU0015273,238
C00040463,ACT00068766,A037,2025-03-24,2025-03-24 14:30:00,2025-03-24 14:42:00,Billing Support,520,3,197,55,90,1,0,CU0019544,720
C00040464,ACT00068767,A037,2025-03-24,2025-03-24 14:42:00,2025-03-24 14:53:00,Member Services,437,15,208,99,60,0,0,CU0010622,660
C00040465,ACT00068768,A037,2025-03-24,2025-03-24 14:53:00,2025-03-24 15:09:00,Member Services,788,11,161,57,60,1,0,CU0017677,960
C00040466,ACT00068769,A037,2025-03-24,2025-03-24 15:11:00,2025-03-24 15:17:00,Member Services,201,56,103,2,60,1,0,CU0013131,360
C00040467,ACT00068771,A037,2025-03-24,2025-03-24 15:25:00,2025-03-24 15:43:00,Technical Support,950,54,76,1,180,1,0,CU0016142,1080
C00040468,ACT00068773,A037,2025-03-24,2025-03-24 15:50:00,2025-03-24 16:00:00,Claims Support,449,9,142,108,120,1,0,CU0018522,600
C00040469,ACT00068776,A037,2025-03-24,2025-03-24 16:44:00,2025-03-24 16:59:00,Billing Support,732,23,145,20,90,1,0,CU0003880,900
C00040470,ACT00068777,A037,2025-03-24,2025-03-24 16:59:00,2025-03-24 17:13:00,Billing Support,576,26,238,7,90,1,0,CU0002069,840
C00040471,ACT00068778,A037,2025-03-24,2025-03-24 17:13:00,2025-03-24 17:25:00,Claims Support,492,11,217,128,120,0,0,CU0008851,720
C00040472,ACT00068779,A037,2025-03-24,2025-03-24 17:25:00,2025-03-24 17:38:00,Billing Support,562,56,162,70,90,1,0,CU0011319,780
C00040473,ACT00068780,A037,2025-03-24,2025-03-24 17:38:00,2025-03-24 18:02:00,Technical Support,1061,237,142,14,180,1,0,CU0013295,1440
C00040474,ACT00068784,A037,2025-03-24,2025-03-24 18:59:00,2025-03-24 19:00:00,Member Services,60,43,199,95,60,0,0,CU0010093,302
C00040475,ACT00068785,A037,2025-03-25,2025-03-25 10:05:00,2025-03-25 10:17:00,Billing Support,507,16,197,30,90,1,0,CU0016345,720
C00040476,ACT00068786,A037,2025-03-25,2025-03-25 10:17:00,2025-03-25 10:23:00,Member Services,60,74,233,50,60,1,0,CU0018169,367
C00040477,ACT00068788,A037,2025-03-25,2025-03-25 10:46:00,2025-03-25 11:07:00,Technical Support,1022,3,235,3,180,1,0,CU0013653,1260
C00040478,ACT00068789,A037,2025-03-25,2025-03-25 11:07:00,2025-03-25 11:21:00,Billing Support,628,14,198,9,90,1,0,CU0019852,840
C00040479,ACT00068791,A037,2025-03-25,2025-03-25 12:01:00,2025-03-25 12:20:00,Billing Support,963,1,176,11,90,1,0,CU0001757,1140
C00040480,ACT00068792,A037,2025-03-25,2025-03-25 12:20:00,2025-03-25 12:39:00,Claims Support,980,54,106,23,120,1,0,CU0017845,1140
C00040481,ACT00068793,A037,2025-03-25,2025-03-25 12:40:00,2025-03-25 12:52:00,Billing Support,459,42,219,35,90,1,0,CU0000175,720
C00040482,ACT00068794,A037,2025-03-25,2025-03-25 12:52:00,2025-03-25 13:06:00,Billing Support,773,18,49,33,90,1,0,CU0015332,840
C00040483,ACT00068795,A037,2025-03-25,2025-03-25 13:06:00,2025-03-25 13:25:00,Technical Support,1041,11,88,94,180,1,0,CU0013116,1140
C00040484,ACT00068797,A037,2025-03-25,2025-03-25 13:57:00,2025-03-25 14:00:00,Member Services,60,34,144,41,60,1,0,CU0017550,238
C00040485,ACT00068802,A037,2025-03-25,2025-03-25 15:51:00,2025-03-25 16:03:00,Billing Support,522,21,177,314,90,0,1,CU0009957,720
C00040486,ACT00068803,A037,2025-03-25,2025-03-25 16:03:00,2025-03-25 16:11:00,Member Services,213,111,156,34,60,1,0,CU0010199,480
C00040487,ACT00068804,A037,2025-03-25,2025-03-25 16:11:00,2025-03-25 16:25:00,Member Services,610,49,181,16,60,1,0,CU0012114,840
C00040488,ACT00068805,A037,2025-03-25,2025-03-25 16:25:00,2025-03-25 16:38:00,Billing Support,452,56,272,35,90,1,0,CU0019682,780
C00040489,ACT00068807,A037,2025-03-25,2025-03-25 17:04:00,2025-03-25 17:21:00,Billing Support,816,7,197,24,90,1,0,CU0012465,1020
C00040490,ACT00068808,A037,2025-03-25,2025-03-25 17:21:00,2025-03-25 17:33:00,Claims Support,576,1,143,47,120,1,0,CU0006203,720
C00040491,ACT00068809,A037,2025-03-25,2025-03-25 17:33:00,2025-03-25 17:47:00,Technical Support,629,42,169,50,180,1,0,CU0018161,840
C00040492,ACT00068811,A037,2025-03-25,2025-03-25 18:30:00,2025-03-25 18:35:00,Claims Support,97,13,190,6,120,1,0,CU0013602,300
C00040493,ACT00068813,A037,2025-03-25,2025-03-25 18:53:00,2025-03-25 19:00:00,Claims Support,149,118,153,23,120,1,0,CU0015673,420
C00040494,ACT00068814,A037,2025-03-26,2025-03-26 10:00:00,2025-03-26 10:13:00,Technical Support,501,90,189,90,180,1,0,CU0014677,780
C00040495,ACT00068815,A037,2025-03-26,2025-03-26 10:14:00,2025-03-26 10:29:00,Claims Support,808,15,77,92,120,1,0,CU0002666,900
C00040496,ACT00068816,A037,2025-03-26,2025-03-26 10:29:00,2025-03-26 10:40:00,Member Services,460,27,173,7,60,1,0,CU0012081,660
C00040497,ACT00068823,A037,2025-03-26,2025-03-26 13:02:00,2025-03-26 13:12:00,Member Services,329,28,243,46,60,1,0,CU0019995,600
C00040498,ACT00068829,A037,2025-03-26,2025-03-26 14:51:00,2025-03-26 14:59:00,Technical Support,285,34,161,36,180,1,0,CU0002519,480
C00040499,ACT00068837,A037,2025-03-27,2025-03-27 10:13:00,2025-03-27 10:25:00,Billing Support,570,22,128,24,90,1,0,CU0015966,720
C00040500,ACT00068839,A037,2025-03-27,2025-03-27 10:44:00,2025-03-27 11:04:00,Technical Support,1029,19,152,55,180,1,0,CU0002238,1200
C00040501,ACT00068840,A037,2025-03-27,2025-03-27 11:04:00,2025-03-27 11:19:00,Technical Support,613,72,215,29,180,1,0,CU0008004,900
C00040502,ACT00068841,A037,2025-03-27,2025-03-27 11:22:00,2025-03-27 11:38:00,Technical Support,735,65,160,52,180,1,0,CU0006498,960
C00040503,ACT00068844,A037,2025-03-27,2025-03-27 12:18:00,2025-03-27 12:28:00,Claims Support,290,13,297,9,120,1,0,CU0012248,600
C00040504,ACT00068848,A037,2025-03-27,2025-03-27 13:13:00,2025-03-27 13:37:00,Technical Support,1258,11,171,50,180,1,0,CU0014341,1440
C00040505,ACT00068849,A037,2025-03-27,2025-03-27 13:37:00,2025-03-27 13:45:00,Member Services,253,27,200,40,60,1,0,CU0000207,480
C00040506,ACT00068852,A037,2025-03-27,2025-03-27 14:30:00,2025-03-27 14:42:00,Claims Support,668,6,46,48,120,1,0,CU0000497,720
C00040507,ACT00068854,A037,2025-03-27,2025-03-27 14:57:00,2025-03-27 15:19:00,Technical Support,1214,6,100,11,180,1,0,CU0007255,1320
C00040508,ACT00068856,A037,2025-03-27,2025-03-27 15:28:00,2025-03-27 15:38:00,Member Services,358,78,164,108,60,0,0,CU0000454,600
C00040509,ACT00068858,A037,2025-03-27,2025-03-27 16:17:00,2025-03-27 16:29:00,Billing Support,524,56,140,28,90,1,0,CU0009560,720
C00040510,ACT00068861,A037,2025-03-27,2025-03-27 17:14:00,2025-03-27 17:30:00,Technical Support,740,16,204,0,180,1,0,CU0017666,960
C00040511,ACT00068864,A037,2025-03-27,2025-03-27 18:17:00,2025-03-27 18:24:00,Member Services,125,97,198,15,60,1,0,CU0014113,420
C00040512,ACT00068865,A037,2025-03-27,2025-03-27 18:24:00,2025-03-27 18:46:00,Member Services,1153,24,143,187,60,0,0,CU0007206,1320
C00040513,ACT00068868,A037,2025-03-28,2025-03-28 10:33:00,2025-03-28 10:51:00,Technical Support,875,8,197,52,180,1,0,CU0007542,1080
C00040514,ACT00068871,A037,2025-03-28,2025-03-28 11:52:00,2025-03-28 12:05:00,Member Services,546,62,172,75,60,0,0,CU0017835,780
C00040515,ACT00068875,A037,2025-03-28,2025-03-28 13:40:00,2025-03-28 14:00:00,Claims Support,940,27,233,118,120,1,0,CU0016523,1200
C00040516,ACT00068878,A037,2025-03-28,2025-03-28 14:47:00,2025-03-28 15:01:00,Claims Support,777,8,55,30,120,1,0,CU0016266,840
C00040517,ACT00068879,A037,2025-03-28,2025-03-28 15:01:00,2025-03-28 15:15:00,Technical Support,660,2,178,11,180,1,0,CU0004646,840
C00040518,ACT00068880,A037,2025-03-28,2025-03-28 15:15:00,2025-03-28 15:39:00,Billing Support,1272,31,137,15,90,1,0,CU0017003,1440
C00040519,ACT00068884,A037,2025-03-28,2025-03-28 16:45:00,2025-03-28 17:01:00,Claims Support,706,17,237,98,120,1,0,CU0011261,960
C00040520,ACT00068885,A037,2025-03-28,2025-03-28 17:01:00,2025-03-28 17:18:00,Claims Support,900,28,92,83,120,1,0,CU0017374,1020
C00040521,ACT00068888,A037,2025-03-28,2025-03-28 18:06:00,2025-03-28 18:24:00,Technical Support,887,17,176,26,180,1,0,CU0005684,1080
C00040522,ACT00068889,A037,2025-03-28,2025-03-28 18:24:00,2025-03-28 18:39:00,Member Services,657,19,224,1,60,1,0,CU0019277,900
C00040523,ACT00068890,A037,2025-03-28,2025-03-28 18:39:00,2025-03-28 18:56:00,Billing Support,677,96,247,18,90,1,0,CU0001144,1020
C00040524,ACT00068891,A037,2025-03-28,2025-03-28 18:56:00,2025-03-28 19:00:00,Billing Support,60,81,129,8,90,1,0,CU0018457,270
C00040525,ACT00068893,A037,2025-03-29,2025-03-29 10:16:00,2025-03-29 10:34:00,Technical Support,925,8,147,41,180,1,0,CU0010754,1080
C00040526,ACT00068895,A037,2025-03-29,2025-03-29 10:48:00,2025-03-29 11:00:00,Billing Support,583,12,125,185,90,0,0,CU0014329,720
C00040527,ACT00068896,A037,2025-03-29,2025-03-29 11:00:00,2025-03-29 11:09:00,Member Services,274,28,238,52,60,1,0,CU0018439,540
C00040528,ACT00068897,A037,2025-03-29,2025-03-29 11:09:00,2025-03-29 11:28:00,Claims Support,858,39,243,44,120,1,0,CU0003768,1140
C00040529,ACT00068898,A037,2025-03-29,2025-03-29 11:28:00,2025-03-29 11:46:00,Claims Support,880,48,152,1,120,1,0,CU0017600,1080
C00040530,ACT00068899,A037,2025-03-29,2025-03-29 11:46:00,2025-03-29 11:57:00,Member Services,526,6,128,56,60,1,0,CU0008436,660
C00040531,ACT00068900,A037,2025-03-29,2025-03-29 11:57:00,2025-03-29 12:09:00,Claims Support,621,42,57,20,120,1,0,CU0012448,720
C00040532,ACT00068902,A037,2025-03-29,2025-03-29 12:18:00,2025-03-29 12:34:00,Claims Support,699,97,164,125,120,0,0,CU0004645,960
C00040533,ACT00068903,A037,2025-03-29,2025-03-29 12:36:00,2025-03-29 12:52:00,Claims Support,804,2,154,68,120,1,0,CU0013980,960
C00040534,ACT00068904,A037,2025-03-29,2025-03-29 12:52:00,2025-03-29 13:04:00,Member Services,479,39,202,26,60,1,0,CU0015332,720
C00040535,ACT00068905,A037,2025-03-29,2025-03-29 13:06:00,2025-03-29 13:26:00,Technical Support,995,89,116,1,180,1,0,CU0012845,1200
C00040536,ACT00068908,A037,2025-03-29,2025-03-29 13:50:00,2025-03-29 14:00:00,Claims Support,426,32,142,130,120,0,0,CU0019552,600
C00040537,ACT00068911,A037,2025-03-29,2025-03-29 14:48:00,2025-03-29 15:07:00,Technical Support,1037,17,86,31,180,1,0,CU0006752,1140
C00040538,ACT00068912,A037,2025-03-29,2025-03-29 15:07:00,2025-03-29 15:20:00,Billing Support,624,45,111,81,90,1,0,CU0011734,780
C00040539,ACT00068913,A037,2025-03-29,2025-03-29 15:20:00,2025-03-29 15:40:00,Claims Support,1015,37,148,92,120,1,0,CU0013586,1200
C00040540,ACT00068914,A037,2025-03-29,2025-03-29 15:41:00,2025-03-29 15:54:00,Billing Support,651,5,124,39,90,1,0,CU0004104,780
C00040541,ACT00068919,A037,2025-03-29,2025-03-29 17:55:00,2025-03-29 18:07:00,Claims Support,516,3,201,32,120,1,0,CU0007688,720
C00040542,ACT00068921,A037,2025-03-29,2025-03-29 18:23:00,2025-03-29 18:43:00,Claims Support,1038,20,142,143,120,0,0,CU0019161,1200
C00040543,ACT00068922,A037,2025-03-29,2025-03-29 18:43:00,2025-03-29 18:50:00,Member Services,295,17,108,49,60,1,0,CU0006152,420
C00040544,ACT00068923,A037,2025-03-29,2025-03-29 18:50:00,2025-03-29 19:00:00,Member Services,412,28,160,37,60,1,0,CU0003118,600
C00040545,ACT00068925,A037,2025-03-30,2025-03-30 10:30:00,2025-03-30 10:41:00,Member Services,456,64,140,56,60,1,0,CU0017193,660
C00040546,ACT00068926,A037,2025-03-30,2025-03-30 10:41:00,2025-03-30 10:52:00,Billing Support,472,83,105,7,90,1,0,CU0011368,660
C00040547,ACT00068927,A037,2025-03-30,2025-03-30 10:52:00,2025-03-30 11:08:00,Billing Support,733,15,212,36,90,1,0,CU0006348,960
C00040548,ACT00068929,A037,2025-03-30,2025-03-30 11:20:00,2025-03-30 11:34:00,Claims Support,520,46,274,216,120,0,0,CU0004998,840
C00040549,ACT00068931,A037,2025-03-30,2025-03-30 11:44:00,2025-03-30 11:57:00,Claims Support,492,22,266,16,120,1,0,CU0015400,780
C00040550,ACT00068933,A037,2025-03-30,2025-03-30 12:28:00,2025-03-30 12:46:00,Technical Support,951,2,127,50,180,1,0,CU0010555,1080
C00040551,ACT00068934,A037,2025-03-30,2025-03-30 12:46:00,2025-03-30 13:05:00,Technical Support,801,102,237,72,180,1,0,CU0004704,1140
C00040552,ACT00068937,A037,2025-03-30,2025-03-30 14:30:00,2025-03-30 14:46:00,Claims Support,744,29,187,60,120,1,0,CU0001636,960
C00040553,ACT00068938,A037,2025-03-30,2025-03-30 14:46:00,2025-03-30 15:06:00,Claims Support,998,43,159,71,120,1,0,CU0014374,1200
C00040554,ACT00068939,A037,2025-03-30,2025-03-30 15:06:00,2025-03-30 15:22:00,Member Services,754,12,194,116,60,0,0,CU0008079,960
C00040555,ACT00068940,A037,2025-03-30,2025-03-30 15:22:00,2025-03-30 15:30:00,Member Services,247,69,164,29,60,1,0,CU0017100,480
C00040556,ACT00068941,A037,2025-03-30,2025-03-30 15:30:00,2025-03-30 15:46:00,Technical Support,697,16,247,6,180,1,0,CU0000003,960
C00040557,ACT00068943,A037,2025-03-30,2025-03-30 16:14:00,2025-03-30 16:28:00,Billing Support,619,20,201,56,90,1,0,CU0006641,840
C00040558,ACT00068945,A037,2025-03-30,2025-03-30 16:54:00,2025-03-30 17:11:00,Claims Support,858,2,160,1,120,1,0,CU0013845,1020
C00040559,ACT00068947,A037,2025-03-30,2025-03-30 17:37:00,2025-03-30 17:53:00,Claims Support,564,49,347,14,120,1,0,CU0001515,960
C00040560,ACT00068948,A037,2025-03-30,2025-03-30 17:53:00,2025-03-30 18:05:00,Billing Support,462,34,224,69,90,1,0,CU0002944,720
C00040561,ACT00068949,A037,2025-03-30,2025-03-30 18:05:00,2025-03-30 18:16:00,Member Services,480,20,160,9,60,1,0,CU0007700,660
C00040562,ACT00068950,A037,2025-03-30,2025-03-30 18:16:00,2025-03-30 18:26:00,Member Services,349,107,144,42,60,1,0,CU0009581,600
C00040563,ACT00068951,A037,2025-03-30,2025-03-30 18:26:00,2025-03-30 18:42:00,Technical Support,802,21,137,38,180,1,0,CU0012619,960
C00040564,ACT00068952,A037,2025-03-30,2025-03-30 18:42:00,2025-03-30 19:00:00,Claims Support,828,26,226,26,120,1,0,CU0014110,1080
C00040565,ACT00068954,A037,2025-03-31,2025-03-31 10:10:00,2025-03-31 10:25:00,Billing Support,653,1,246,100,90,0,0,CU0001992,900
C00040566,ACT00068956,A037,2025-03-31,2025-03-31 11:01:00,2025-03-31 11:16:00,Technical Support,519,47,334,28,180,1,0,CU0017995,900
C00040567,ACT00068959,A037,2025-03-31,2025-03-31 12:50:00,2025-03-31 13:08:00,Technical Support,912,14,154,19,180,1,0,CU0005916,1080
C00040568,ACT00068960,A037,2025-03-31,2025-03-31 13:08:00,2025-03-31 13:24:00,Billing Support,738,66,156,37,90,1,0,CU0005187,960
C00040569,ACT00068961,A037,2025-03-31,2025-03-31 13:25:00,2025-03-31 13:36:00,Member Services,436,23,201,33,60,1,0,CU0017403,660
C00040570,ACT00068962,A037,2025-03-31,2025-03-31 13:36:00,2025-03-31 13:49:00,Member Services,574,31,175,26,60,1,0,CU0001137,780
C00040571,ACT00068963,A037,2025-03-31,2025-03-31 13:49:00,2025-03-31 14:00:00,Billing Support,453,2,205,140,90,0,0,CU0001136,660
C00040572,ACT00068966,A037,2025-03-31,2025-03-31 14:54:00,2025-03-31 15:08:00,Claims Support,621,38,181,7,120,1,0,CU0003429,840
C00040573,ACT00068969,A037,2025-03-31,2025-03-31 15:59:00,2025-03-31 16:13:00,Claims Support,667,2,171,122,120,0,0,CU0004066,840
C00040574,ACT00068970,A037,2025-03-31,2025-03-31 16:13:00,2025-03-31 16:22:00,Member Services,451,10,79,4,60,1,0,CU0019464,540
C00040575,ACT00068971,A037,2025-03-31,2025-03-31 16:22:00,2025-03-31 16:37:00,Billing Support,494,253,153,67,90,1,0,CU0013153,900
C00040576,ACT00068972,A037,2025-03-31,2025-03-31 16:37:00,2025-03-31 16:49:00,Billing Support,485,9,226,27,90,1,0,CU0019889,720
C00040577,ACT00068973,A037,2025-03-31,2025-03-31 16:49:00,2025-03-31 16:59:00,Billing Support,332,75,193,3,90,1,0,CU0018852,600
C00040578,ACT00068979,A038,2025-01-01,2025-01-01 07:13:00,2025-01-01 07:27:00,Claims Support,548,89,203,141,120,0,0,CU0002033,840
C00040579,ACT00068981,A038,2025-01-01,2025-01-01 07:54:00,2025-01-01 08:10:00,Billing Support,718,58,184,96,90,0,0,CU0016204,960
C00040580,ACT00068982,A038,2025-01-01,2025-01-01 08:10:00,2025-01-01 08:25:00,Claims Support,655,61,184,132,120,0,0,CU0017762,900
C00040581,ACT00068983,A038,2025-01-01,2025-01-01 08:25:00,2025-01-01 08:45:00,Technical Support,952,46,202,19,180,1,0,CU0016451,1200
C00040582,ACT00068984,A038,2025-01-01,2025-01-01 08:48:00,2025-01-01 08:57:00,Billing Support,354,7,179,145,90,0,0,CU0006468,540
C00040583,ACT00068985,A038,2025-01-01,2025-01-01 08:57:00,2025-01-01 09:16:00,Technical Support,883,1,256,50,180,1,0,CU0010786,1140
C00040584,ACT00068986,A038,2025-01-01,2025-01-01 09:16:00,2025-01-01 09:25:00,Billing Support,289,11,240,31,90,1,0,CU0019878,540
C00040585,ACT00068988,A038,2025-01-01,2025-01-01 09:42:00,2025-01-01 09:52:00,Member Services,333,15,252,32,60,1,0,CU0002603,600
C00040586,ACT00068990,A038,2025-01-01,2025-01-01 10:09:00,2025-01-01 10:24:00,Claims Support,571,122,207,35,120,1,0,CU0004832,900
C00040587,ACT00068993,A038,2025-01-01,2025-01-01 11:30:00,2025-01-01 11:49:00,Technical Support,889,59,192,8,180,1,0,CU0006228,1140
C00040588,ACT00068994,A038,2025-01-01,2025-01-01 11:49:00,2025-01-01 12:00:00,Billing Support,436,48,176,31,90,1,0,CU0016925,660
C00040589,ACT00068995,A038,2025-01-01,2025-01-01 12:00:00,2025-01-01 12:21:00,Technical Support,988,61,211,2,180,1,0,CU0015918,1260
C00040590,ACT00068996,A038,2025-01-01,2025-01-01 12:22:00,2025-01-01 12:34:00,Billing Support,548,7,165,111,90,0,0,CU0019969,720
C00040591,ACT00068997,A038,2025-01-01,2025-01-01 12:34:00,2025-01-01 12:45:00,Technical Support,493,8,159,83,180,1,0,CU0014122,660
C00040592,ACT00068998,A038,2025-01-01,2025-01-01 12:45:00,2025-01-01 13:02:00,Billing Support,801,68,151,44,90,1,0,CU0011092,1020
C00040593,ACT00068999,A038,2025-01-01,2025-01-01 13:03:00,2025-01-01 13:21:00,Technical Support,865,35,180,150,180,1,0,CU0002527,1080
C00040594,ACT00069000,A038,2025-01-01,2025-01-01 13:21:00,2025-01-01 13:35:00,Claims Support,704,46,90,48,120,1,0,CU0009750,840
C00040595,ACT00069001,A038,2025-01-01,2025-01-01 13:35:00,2025-01-01 13:48:00,Billing Support,499,63,218,162,90,0,0,CU0003261,780
C00040596,ACT00069003,A038,2025-01-01,2025-01-01 14:18:00,2025-01-01 14:37:00,Technical Support,1035,22,83,94,180,1,0,CU0010407,1140
C00040597,ACT00069004,A038,2025-01-01,2025-01-01 14:37:00,2025-01-01 14:54:00,Claims Support,869,31,120,110,120,1,0,CU0012250,1020
C00040598,ACT00069005,A038,2025-01-01,2025-01-01 14:54:00,2025-01-01 15:17:00,Technical Support,1166,60,154,6,180,1,0,CU0007603,1380
