attendance_id,master_agent_id,date,scheduled_hours,worked_hours,scheduled_minutes,worked_minutes,absent_flag,late_minutes,early_leave_minutes,adherence_pct
AT00002269,A034,2025-02-28,9.0,8.85,540,531.0,0,0,0,0.983
AT00002270,A034,2025-03-03,9.0,8.7,540,522.0,0,0,15,0.967
AT00002271,A034,2025-03-04,9.0,8.88,540,533.0,0,0,0,0.987
AT00002272,A034,2025-03-05,9.0,8.7,540,522.0,0,15,0,0.967
AT00002273,A034,2025-03-06,9.0,8.82,540,529.0,0,10,0,0.98
AT00002274,A034,2025-03-07,9.0,8.9,540,534.0,0,0,0,0.989
AT00002275,A034,2025-03-10,9.0,8.75,540,525.0,0,0,0,0.972
AT00002276,A034,2025-03-11,9.0,8.92,540,535.0,0,0,0,0.991
AT00002277,A034,2025-03-12,9.0,8.93,540,536.0,0,0,0,0.993
AT00002278,A034,2025-03-13,9.0,8.47,540,508.0,0,0,30,0.941
AT00002279,A034,2025-03-14,9.0,8.88,540,533.0,0,0,0,0.987
AT00002280,A034,2025-03-17,9.0,8.83,540,530.0,0,0,0,0.981
AT00002281,A034,2025-03-18,9.0,8.53,540,512.0,0,0,15,0.948
AT00002282,A034,2025-03-19,9.0,8.93,540,536.0,0,0,0,0.993
AT00002283,A034,2025-03-20,9.0,8.25,540,495.0,0,0,30,0.917
AT00002284,A034,2025-03-21,9.0,8.67,540,520.0,0,10,0,0.963
AT00002285,A034,2025-03-24,9.0,8.82,540,529.0,0,5,0,0.98
AT00002286,A034,2025-03-25,9.0,8.87,540,532.0,0,0,0,0.985
AT00002287,A034,2025-03-26,9.0,8.75,540,525.0,0,0,0,0.972
AT00002288,A034,2025-03-28,9.0,8.82,540,529.0,0,0,0,0.98
AT00002289,A034,2025-03-31,9.0,8.68,540,521.0,0,0,10,0.965
AT00002290,A035,2025-01-02,9.0,8.82,540,529.0,0,0,0,0.98
AT00002291,A035,2025-01-03,9.0,8.92,540,535.0,0,0,0,0.991
AT00002292,A035,2025-01-06,9.0,8.88,540,533.0,0,0,0,0.987
AT00002293,A035,2025-01-07,9.0,8.88,540,533.0,0,0,0,0.987
AT00002294,A035,2025-01-08,9.0,8.85,540,531.0,0,0,0,0.983
AT00002295,A035,2025-01-09,9.0,8.62,540,517.0,0,0,0,0.957
AT00002296,A035,2025-01-10,9.0,8.77,540,526.0,0,0,0,0.974
AT00002297,A035,2025-01-13,9.0,8.87,540,532.0,0,5,0,0.985
AT00002298,A035,2025-01-14,9.0,8.9,540,534.0,0,0,0,0.989
AT00002299,A035,2025-01-15,9.0,8.87,540,532.0,0,0,0,0.985
AT00002300,A035,2025-01-16,9.0,8.7,540,522.0,0,5,0,0.967
AT00002301,A035,2025-01-17,9.0,8.95,540,537.0,0,0,0,0.994
AT00002302,A035,2025-01-20,9.0,8.73,540,524.0,0,0,0,0.97
AT00002303,A035,2025-01-21,9.0,8.47,540,508.0,0,0,30,0.941
AT00002304,A035,2025-01-23,9.0,8.85,540,531.0,0,0,0,0.983
AT00002305,A035,2025-01-24,9.0,8.93,540,536.0,0,0,0,0.993
AT00002306,A035,2025-01-27,9.0,8.82,540,529.0,0,0,0,0.98
AT00002307,A035,2025-01-28,9.0,8.77,540,526.0,0,0,0,0.974
AT00002308,A035,2025-01-29,9.0,8.72,540,523.0,0,0,0,0.969
AT00002309,A035,2025-01-30,9.0,8.83,540,530.0,0,0,0,0.981
AT00002310,A035,2025-01-31,9.0,0.0,540,0.0,1,0,540,0.0
AT00002311,A035,2025-02-03,9.0,8.95,540,537.0,0,0,0,0.994
AT00002312,A035,2025-02-04,9.0,8.87,540,532.0,0,0,0,0.985
AT00002313,A035,2025-02-05,9.0,8.98,540,539.0,0,0,0,0.998
AT00002314,A035,2025-02-06,9.0,8.63,540,518.0,0,15,0,0.959
AT00002315,A035,2025-02-07,9.0,8.8,540,528.0,0,0,0,0.978
AT00002316,A035,2025-02-10,9.0,8.9,540,534.0,0,0,0,0.989
AT00002317,A035,2025-02-12,9.0,8.82,540,529.0,0,0,0,0.98
AT00002318,A035,2025-02-13,9.0,8.87,540,532.0,0,0,0,0.985
AT00002319,A035,2025-02-14,9.0,8.97,540,538.0,0,0,0,0.996
AT00002320,A035,2025-02-17,9.0,8.75,540,525.0,0,0,5,0.972
AT00002321,A035,2025-02-18,9.0,8.87,540,532.0,0,0,0,0.985
AT00002322,A035,2025-02-19,9.0,8.95,540,537.0,0,0,0,0.994
AT00002323,A035,2025-02-20,9.0,8.9,540,534.0,0,0,0,0.989
AT00002324,A035,2025-02-21,9.0,8.9,540,534.0,0,0,0,0.989
AT00002325,A035,2025-02-24,9.0,8.82,540,529.0,0,0,0,0.98
AT00002326,A035,2025-02-25,9.0,8.97,540,538.0,0,0,0,0.996
AT00002327,A035,2025-02-26,9.0,8.45,540,507.0,0,30,0,0.939
AT00002328,A035,2025-02-27,9.0,8.87,540,532.0,0,0,0,0.985
AT00002329,A035,2025-02-28,9.0,8.58,540,515.0,0,5,5,0.954
AT00002330,A035,2025-03-03,9.0,8.9,540,534.0,0,0,0,0.989
AT00002331,A035,2025-03-04,9.0,8.87,540,532.0,0,0,0,0.985
AT00002332,A035,2025-03-05,9.0,8.8,540,528.0,0,0,0,0.978
AT00002333,A035,2025-03-06,9.0,8.85,540,531.0,0,0,0,0.983
AT00002334,A035,2025-03-07,9.0,8.8,540,528.0,0,0,1,0.978
AT00002335,A035,2025-03-08,9.0,8.85,540,531.0,0,0,0,0.983
AT00002336,A035,2025-03-09,9.0,8.85,540,531.0,0,0,0,0.983
AT00002337,A035,2025-03-10,9.0,8.68,540,521.0,0,0,5,0.965
AT00002338,A035,2025-03-11,9.0,8.7,540,522.0,0,0,0,0.967
AT00002339,A035,2025-03-12,9.0,8.78,540,527.0,0,0,5,0.976
AT00002340,A035,2025-03-13,9.0,8.82,540,529.0,0,0,0,0.98
AT00002341,A035,2025-03-14,9.0,8.87,540,532.0,0,0,5,0.985
AT00002342,A035,2025-03-17,9.0,8.38,540,503.0,0,0,30,0.931
AT00002343,A035,2025-03-18,9.0,8.78,540,527.0,0,0,0,0.976
AT00002344,A035,2025-03-19,9.0,8.83,540,530.0,0,5,0,0.981
AT00002345,A035,2025-03-20,9.0,8.93,540,536.0,0,0,0,0.993
AT00002346,A035,2025-03-21,9.0,8.88,540,533.0,0,0,0,0.987
AT00002347,A035,2025-03-24,9.0,8.82,540,529.0,0,0,0,0.98
AT00002348,A035,2025-03-25,9.0,8.88,540,533.0,0,0,0,0.987
AT00002349,A035,2025-03-26,9.0,8.92,540,535.0,0,0,0,0.991
AT00002350,A035,2025-03-27,9.0,8.85,540,531.0,0,0,5,0.983
AT00002351,A035,2025-03-28,9.0,8.7,540,522.0,0,0,0,0.967
AT00002352,A035,2025-03-31,9.0,8.87,540,532.0,0,0,0,0.985
AT00002353,A036,2025-01-01,9.0,8.88,540,533.0,0,0,0,0.987
AT00002354,A036,2025-01-02,9.0,8.98,540,539.0,0,0,0,0.998
AT00002355,A036,2025-01-03,9.0,8.87,540,532.0,0,0,0,0.985
AT00002356,A036,2025-01-06,9.0,8.87,540,532.0,0,0,0,0.985
AT00002357,A036,2025-01-07,9.0,8.72,540,523.0,0,0,10,0.969
AT00002358,A036,2025-01-08,9.0,8.9,540,534.0,0,0,0,0.989
AT00002359,A036,2025-01-09,9.0,8.87,540,532.0,0,0,0,0.985
AT00002360,A036,2025-01-10,9.0,8.8,540,528.0,0,0,0,0.978
AT00002361,A036,2025-01-13,9.0,8.82,540,529.0,0,0,0,0.98
AT00002362,A036,2025-01-14,9.0,8.83,540,530.0,0,0,0,0.981
AT00002363,A036,2025-01-15,9.0,8.87,540,532.0,0,0,0,0.985
AT00002364,A036,2025-01-16,9.0,8.97,540,538.0,0,0,0,0.996
AT00002365,A036,2025-01-20,9.0,8.82,540,529.0,0,0,0,0.98
AT00002366,A036,2025-01-21,9.0,8.88,540,533.0,0,0,0,0.987
AT00002367,A036,2025-01-22,9.0,8.83,540,530.0,0,0,0,0.981
AT00002368,A036,2025-01-23,9.0,8.83,540,530.0,0,0,0,0.981
AT00002369,A036,2025-01-24,9.0,8.78,540,527.0,0,5,0,0.976
AT00002370,A036,2025-01-27,9.0,8.73,540,524.0,0,5,0,0.97
AT00002371,A036,2025-01-28,9.0,8.87,540,532.0,0,5,0,0.985
AT00002372,A036,2025-01-29,9.0,8.17,540,490.0,0,15,30,0.907
AT00002373,A036,2025-01-30,9.0,8.82,540,529.0,0,0,0,0.98
AT00002374,A036,2025-01-31,9.0,8.98,540,539.0,0,0,0,0.998
AT00002375,A036,2025-02-03,9.0,8.6,540,516.0,0,15,0,0.956
AT00002376,A036,2025-02-04,9.0,8.68,540,521.0,0,5,0,0.965
AT00002377,A036,2025-02-05,9.0,8.85,540,531.0,0,0,0,0.983
AT00002378,A036,2025-02-06,9.0,0.0,540,0.0,1,0,540,0.0
AT00002379,A036,2025-02-07,9.0,8.93,540,536.0,0,0,0,0.993
AT00002380,A036,2025-02-10,9.0,8.65,540,519.0,0,0,15,0.961
AT00002381,A036,2025-02-11,9.0,8.77,540,526.0,0,0,0,0.974
AT00002382,A036,2025-02-12,9.0,8.83,540,530.0,0,0,0,0.981
AT00002383,A036,2025-02-13,9.0,8.88,540,533.0,0,0,0,0.987
AT00002384,A036,2025-02-14,9.0,8.62,540,517.0,0,0,15,0.957
AT00002385,A036,2025-02-17,9.0,8.95,540,537.0,0,0,0,0.994
AT00002386,A036,2025-02-18,9.0,8.88,540,533.0,0,0,0,0.987
AT00002387,A036,2025-02-19,9.0,8.75,540,525.0,0,0,0,0.972
AT00002388,A036,2025-02-20,9.0,8.88,540,533.0,0,0,0,0.987
AT00002389,A036,2025-02-21,9.0,8.87,540,532.0,0,0,0,0.985
AT00002390,A036,2025-02-23,9.0,8.88,540,533.0,0,0,0,0.987
AT00002391,A036,2025-02-24,9.0,8.77,540,526.0,0,0,0,0.974
AT00002392,A036,2025-02-25,9.0,8.8,540,528.0,0,0,1,0.978
AT00002393,A036,2025-02-26,9.0,8.78,540,527.0,0,0,0,0.976
AT00002394,A036,2025-02-27,9.0,8.87,540,532.0,0,0,0,0.985
AT00002395,A036,2025-02-28,9.0,8.8,540,528.0,0,0,0,0.978
AT00002396,A036,2025-03-03,9.0,8.58,540,515.0,0,10,0,0.954
AT00002397,A036,2025-03-04,9.0,8.83,540,530.0,0,5,0,0.981
AT00002398,A036,2025-03-05,9.0,8.8,540,528.0,0,0,0,0.978
AT00002399,A036,2025-03-06,9.0,8.82,540,529.0,0,0,0,0.98
AT00002400,A036,2025-03-07,9.0,8.85,540,531.0,0,0,0,0.983
AT00002401,A036,2025-03-10,9.0,8.95,540,537.0,0,0,0,0.994
AT00002402,A036,2025-03-11,9.0,8.73,540,524.0,0,5,0,0.97
AT00002403,A036,2025-03-12,9.0,8.88,540,533.0,0,0,0,0.987
AT00002404,A036,2025-03-13,9.0,8.7,540,522.0,0,0,0,0.967
AT00002405,A036,2025-03-14,9.0,8.75,540,525.0,0,5,0,0.972
AT00002406,A036,2025-03-17,9.0,8.87,540,532.0,0,0,0,0.985
AT00002407,A036,2025-03-18,9.0,8.85,540,531.0,0,5,0,0.983
AT00002408,A036,2025-03-19,9.0,8.47,540,508.0,0,30,0,0.941
AT00002409,A036,2025-03-20,9.0,8.82,540,529.0,0,0,0,0.98
AT00002410,A036,2025-03-21,9.0,8.97,540,538.0,0,0,0,0.996
AT00002411,A036,2025-03-24,9.0,8.98,540,539.0,0,0,0,0.998
AT00002412,A036,2025-03-25,9.0,8.85,540,531.0,0,0,0,0.983
AT00002413,A036,2025-03-26,9.0,8.45,540,507.0,0,0,30,0.939
AT00002414,A036,2025-03-27,9.0,8.8,540,528.0,0,0,0,0.978
AT00002415,A036,2025-03-28,9.0,8.83,540,530.0,0,0,0,0.981
AT00002416,A036,2025-03-31,9.0,8.83,540,530.0,0,0,0,0.981
AT00002417,A037,2025-01-01,9.0,8.88,540,533.0,0,0,0,0.987
AT00002418,A037,2025-01-02,9.0,8.98,540,539.0,0,0,0,0.998
AT00002419,A037,2025-01-03,9.0,8.78,540,527.0,0,0,0,0.976
AT00002420,A037,2025-01-06,9.0,8.9,540,534.0,0,0,0,0.989
AT00002421,A037,2025-01-07,9.0,8.82,540,529.0,0,0,0,0.98
AT00002422,A037,2025-01-08,9.0,8.92,540,535.0,0,0,0,0.991
AT00002423,A037,2025-01-09,9.0,8.95,540,537.0,0,0,0,0.994
AT00002424,A037,2025-01-10,9.0,8.78,540,527.0,0,0,0,0.976
AT00002425,A037,2025-01-13,9.0,8.45,540,507.0,0,0,30,0.939
AT00002426,A037,2025-01-14,9.0,8.98,540,539.0,0,0,0,0.998
AT00002427,A037,2025-01-15,9.0,8.82,540,529.0,0,0,0,0.98
AT00002428,A037,2025-01-16,9.0,8.98,540,539.0,0,0,0,0.998
AT00002429,A037,2025-01-17,9.0,8.92,540,535.0,0,0,0,0.991
AT00002430,A037,2025-01-18,9.0,8.6,540,516.0,0,15,0,0.956
AT00002431,A037,2025-01-20,9.0,8.83,540,530.0,0,0,0,0.981
AT00002432,A037,2025-01-21,9.0,8.83,540,530.0,0,0,0,0.981
AT00002433,A037,2025-01-22,9.0,8.83,540,530.0,0,5,0,0.981
AT00002434,A037,2025-01-23,9.0,8.8,540,528.0,0,0,0,0.978
AT00002435,A037,2025-01-24,9.0,8.77,540,526.0,0,10,0,0.974
AT00002436,A037,2025-01-27,9.0,8.37,540,502.0,0,5,30,0.93
AT00002437,A037,2025-01-28,9.0,8.85,540,531.0,0,0,0,0.983
AT00002438,A037,2025-01-29,9.0,0.0,540,0.0,1,0,540,0.0
AT00002439,A037,2025-01-30,9.0,8.88,540,533.0,0,0,0,0.987
AT00002440,A037,2025-01-31,9.0,0.0,540,0.0,1,0,540,0.0
AT00002441,A037,2025-02-03,9.0,9.0,540,540.0,0,0,0,1.0
AT00002442,A037,2025-02-04,9.0,8.35,540,501.0,0,10,15,0.928
AT00002443,A037,2025-02-05,9.0,8.9,540,534.0,0,0,0,0.989
AT00002444,A037,2025-02-06,9.0,8.73,540,524.0,0,0,5,0.97
AT00002445,A037,2025-02-07,9.0,8.87,540,532.0,0,5,0,0.985
AT00002446,A037,2025-02-10,9.0,8.95,540,537.0,0,0,0,0.994
AT00002447,A037,2025-02-11,9.0,8.85,540,531.0,0,0,0,0.983
AT00002448,A037,2025-02-12,9.0,8.85,540,531.0,0,0,0,0.983
AT00002449,A037,2025-02-13,9.0,8.97,540,538.0,0,0,0,0.996
AT00002450,A037,2025-02-14,9.0,8.3,540,498.0,0,30,0,0.922
AT00002451,A037,2025-02-17,9.0,8.9,540,534.0,0,0,0,0.989
AT00002452,A037,2025-02-18,9.0,8.87,540,532.0,0,0,0,0.985
AT00002453,A037,2025-02-19,9.0,8.98,540,539.0,0,0,0,0.998
AT00002454,A037,2025-02-20,9.0,8.92,540,535.0,0,0,0,0.991
AT00002455,A037,2025-02-21,9.0,8.87,540,532.0,0,0,0,0.985
AT00002456,A037,2025-02-23,9.0,8.85,540,531.0,0,0,0,0.983
AT00002457,A037,2025-02-25,9.0,8.9,540,534.0,0,0,0,0.989
AT00002458,A037,2025-02-26,9.0,8.93,540,536.0,0,0,0,0.993
AT00002459,A037,2025-02-27,9.0,8.85,540,531.0,0,0,0,0.983
AT00002460,A037,2025-02-28,9.0,8.82,540,529.0,0,0,0,0.98
AT00002461,A037,2025-03-03,9.0,8.82,540,529.0,0,0,0,0.98
AT00002462,A037,2025-03-04,9.0,8.78,540,527.0,0,0,0,0.976
AT00002463,A037,2025-03-05,9.0,8.72,540,523.0,0,5,0,0.969
AT00002464,A037,2025-03-06,9.0,8.67,540,520.0,0,15,0,0.963
AT00002465,A037,2025-03-07,9.0,8.85,540,531.0,0,0,0,0.983
AT00002466,A037,2025-03-08,9.0,0.0,540,0.0,1,0,540,0.0
AT00002467,A037,2025-03-10,9.0,8.85,540,531.0,0,5,0,0.983
AT00002468,A037,2025-03-11,9.0,8.8,540,528.0,0,0,0,0.978
AT00002469,A037,2025-03-12,9.0,8.73,540,524.0,0,0,0,0.97
AT00002470,A037,2025-03-13,9.0,8.88,540,533.0,0,0,0,0.987
AT00002471,A037,2025-03-14,9.0,8.87,540,532.0,0,0,0,0.985
AT00002472,A037,2025-03-17,9.0,8.97,540,538.0,0,0,0,0.996
AT00002473,A037,2025-03-18,9.0,8.92,540,535.0,0,0,0,0.991
AT00002474,A037,2025-03-19,9.0,8.9,540,534.0,0,0,0,0.989
AT00002475,A037,2025-03-20,9.0,8.92,540,535.0,0,0,5,0.991
AT00002476,A037,2025-03-21,9.0,8.85,540,531.0,0,0,0,0.983
AT00002477,A037,2025-03-24,9.0,8.73,540,524.0,0,0,0,0.97
AT00002478,A037,2025-03-25,9.0,8.82,540,529.0,0,5,0,0.98
AT00002479,A037,2025-03-26,9.0,8.95,540,537.0,0,0,0,0.994
AT00002480,A037,2025-03-27,9.0,8.82,540,529.0,0,0,0,0.98
AT00002481,A037,2025-03-28,9.0,8.78,540,527.0,0,0,0,0.976
AT00002482,A037,2025-03-29,9.0,8.83,540,530.0,0,0,0,0.981
AT00002483,A037,2025-03-30,9.0,8.9,540,534.0,0,0,0,0.989
AT00002484,A037,2025-03-31,9.0,8.83,540,530.0,0,0,5,0.981
AT00002485,A038,2025-01-01,9.0,8.87,540,532.0,0,0,0,0.985
AT00002486,A038,2025-01-02,9.0,8.97,540,538.0,0,0,0,0.996
AT00002487,A038,2025-01-03,9.0,8.72,540,523.0,0,15,0,0.969
AT00002488,A038,2025-01-06,9.0,8.28,540,497.0,0,0,30,0.92
AT00002489,A038,2025-01-07,9.0,8.78,540,527.0,0,0,0,0.976
AT00002490,A038,2025-01-08,9.0,8.83,540,530.0,0,0,0,0.981
AT00002491,A038,2025-01-09,9.0,8.73,540,524.0,0,5,0,0.97
AT00002492,A038,2025-01-10,9.0,8.97,540,538.0,0,0,0,0.996
AT00002493,A038,2025-01-11,9.0,8.85,540,531.0,0,0,0,0.983
AT00002494,A038,2025-01-12,9.0,8.77,540,526.0,0,0,0,0.974
AT00002495,A038,2025-01-13,9.0,8.87,540,532.0,0,0,0,0.985
AT00002496,A038,2025-01-14,9.0,8.88,540,533.0,0,0,0,0.987
AT00002497,A038,2025-01-15,9.0,8.78,540,527.0,0,0,0,0.976
AT00002498,A038,2025-01-16,9.0,0.0,540,0.0,1,0,540,0.0
AT00002499,A038,2025-01-17,9.0,8.8,540,528.0,0,0,0,0.978
AT00002500,A038,2025-01-20,9.0,8.78,540,527.0,0,5,0,0.976
AT00002501,A038,2025-01-21,9.0,0.0,540,0.0,1,0,540,0.0
AT00002502,A038,2025-01-22,9.0,8.88,540,533.0,0,0,0,0.987
AT00002503,A038,2025-01-24,9.0,8.65,540,519.0,0,15,0,0.961
AT00002504,A038,2025-01-25,9.0,8.67,540,520.0,0,0,12,0.963
AT00002505,A038,2025-01-27,9.0,8.83,540,530.0,0,0,0,0.981
AT00002506,A038,2025-01-28,9.0,8.8,540,528.0,0,5,0,0.978
AT00002507,A038,2025-01-29,9.0,8.72,540,523.0,0,0,15,0.969
AT00002508,A038,2025-01-30,9.0,8.95,540,537.0,0,0,0,0.994
AT00002509,A038,2025-01-31,9.0,8.92,540,535.0,0,0,0,0.991
AT00002510,A038,2025-02-03,9.0,8.83,540,530.0,0,0,0,0.981
AT00002511,A038,2025-02-04,9.0,9.0,540,540.0,0,0,0,1.0
AT00002512,A038,2025-02-05,9.0,9.0,540,540.0,0,0,0,1.0
AT00002513,A038,2025-02-06,9.0,8.88,540,533.0,0,0,0,0.987
AT00002514,A038,2025-02-07,9.0,8.83,540,530.0,0,0,0,0.981
AT00002515,A038,2025-02-08,9.0,8.25,540,495.0,0,30,0,0.917
AT00002516,A038,2025-02-10,9.0,8.88,540,533.0,0,0,0,0.987
AT00002517,A038,2025-02-11,9.0,8.85,540,531.0,0,0,0,0.983
AT00002518,A038,2025-02-12,9.0,8.83,540,530.0,0,0,0,0.981
AT00002519,A038,2025-02-13,9.0,8.7,540,522.0,0,0,0,0.967
AT00002520,A038,2025-02-14,9.0,8.88,540,533.0,0,0,0,0.987
AT00002521,A038,2025-02-17,9.0,8.88,540,533.0,0,0,0,0.987
AT00002522,A038,2025-02-18,9.0,8.92,540,535.0,0,0,0,0.991
AT00002523,A038,2025-02-19,9.0,8.88,540,533.0,0,0,0,0.987
AT00002524,A038,2025-02-20,9.0,8.92,540,535.0,0,0,0,0.991
AT00002525,A038,2025-02-21,9.0,8.4,540,504.0,0,30,0,0.933
AT00002526,A038,2025-02-24,9.0,8.88,540,533.0,0,0,0,0.987
AT00002527,A038,2025-02-25,9.0,8.68,540,521.0,0,0,0,0.965
AT00002528,A038,2025-02-26,9.0,8.72,540,523.0,0,0,0,0.969
AT00002529,A038,2025-02-27,9.0,8.9,540,534.0,0,0,0,0.989
AT00002530,A038,2025-02-28,9.0,8.87,540,532.0,0,5,0,0.985
AT00002531,A038,2025-03-03,9.0,8.78,540,527.0,0,0,0,0.976
AT00002532,A038,2025-03-04,9.0,8.92,540,535.0,0,0,0,0.991
AT00002533,A038,2025-03-05,9.0,8.93,540,536.0,0,0,0,0.993
AT00002534,A038,2025-03-06,9.0,8.72,540,523.0,0,10,0,0.969
AT00002535,A038,2025-03-07,9.0,8.9,540,534.0,0,0,0,0.989
AT00002536,A038,2025-03-10,9.0,8.88,540,533.0,0,0,0,0.987
AT00002537,A038,2025-03-11,9.0,8.85,540,531.0,0,0,0,0.983
AT00002538,A038,2025-03-12,9.0,8.9,540,534.0,0,0,0,0.989
AT00002539,A038,2025-03-13,9.0,8.75,540,525.0,0,0,10,0.972
AT00002540,A038,2025-03-14,9.0,8.88,540,533.0,0,0,0,0.987
AT00002541,A038,2025-03-15,9.0,8.8,540,528.0,0,0,0,0.978
AT00002542,A038,2025-03-16,9.0,8.62,540,517.0,0,0,15,0.957
AT00002543,A038,2025-03-17,9.0,8.88,540,533.0,0,0,0,0.987
AT00002544,A038,2025-03-18,9.0,8.82,540,529.0,0,0,0,0.98
AT00002545,A038,2025-03-19,9.0,8.72,540,523.0,0,5,0,0.969
AT00002546,A038,2025-03-20,9.0,8.95,540,537.0,0,0,0,0.994
AT00002547,A038,2025-03-24,9.0,8.95,540,537.0,0,0,0,0.994
AT00002548,A038,2025-03-25,9.0,8.65,540,519.0,0,0,10,0.961
AT00002549,A038,2025-03-26,9.0,8.55,540,513.0,0,5,0,0.95
AT00002550,A038,2025-03-27,9.0,8.68,540,521.0,0,0,0,0.965
AT00002551,A038,2025-03-28,9.0,8.87,540,532.0,0,0,5,0.985
AT00002552,A038,2025-03-31,9.0,8.72,540,523.0,0,5,0,0.969
AT00002553,A039,2025-01-01,9.0,8.78,540,527.0,0,0,5,0.976
AT00002554,A039,2025-01-02,9.0,8.83,540,530.0,0,0,5,0.981
AT00002555,A039,2025-01-03,9.0,8.37,540,502.0,0,0,30,0.93
AT00002556,A039,2025-01-06,9.0,8.68,540,521.0,0,0,0,0.965
AT00002557,A039,2025-01-07,9.0,8.87,540,532.0,0,0,0,0.985
AT00002558,A039,2025-01-08,9.0,8.85,540,531.0,0,5,0,0.983
AT00002559,A039,2025-01-09,9.0,8.85,540,531.0,0,0,0,0.983
AT00002560,A039,2025-01-10,9.0,8.87,540,532.0,0,0,0,0.985
AT00002561,A039,2025-01-13,9.0,8.73,540,524.0,0,5,0,0.97
AT00002562,A039,2025-01-14,9.0,8.9,540,534.0,0,0,0,0.989
AT00002563,A039,2025-01-15,9.0,8.92,540,535.0,0,0,0,0.991
AT00002564,A039,2025-01-16,9.0,8.95,540,537.0,0,0,0,0.994
AT00002565,A039,2025-01-17,9.0,8.85,540,531.0,0,0,0,0.983
AT00002566,A039,2025-01-20,9.0,8.82,540,529.0,0,0,0,0.98
AT00002567,A039,2025-01-21,9.0,8.98,540,539.0,0,0,0,0.998
AT00002568,A039,2025-01-22,9.0,8.9,540,534.0,0,0,0,0.989
AT00002569,A039,2025-01-23,9.0,8.83,540,530.0,0,0,0,0.981
AT00002570,A039,2025-01-24,9.0,8.42,540,505.0,0,0,30,0.935
AT00002571,A039,2025-01-27,9.0,8.9,540,534.0,0,0,0,0.989
AT00002572,A039,2025-01-28,9.0,8.82,540,529.0,0,0,0,0.98
AT00002573,A039,2025-01-29,9.0,8.87,540,532.0,0,0,0,0.985
AT00002574,A039,2025-01-30,9.0,8.82,540,529.0,0,0,0,0.98
AT00002575,A039,2025-01-31,9.0,0.0,540,0.0,1,0,540,0.0
AT00002576,A039,2025-02-03,9.0,8.9,540,534.0,0,0,0,0.989
AT00002577,A039,2025-02-04,9.0,8.93,540,536.0,0,0,0,0.993
AT00002578,A039,2025-02-05,9.0,8.83,540,530.0,0,0,0,0.981
AT00002579,A039,2025-02-06,9.0,8.83,540,530.0,0,0,0,0.981
AT00002580,A039,2025-02-07,9.0,8.67,540,520.0,0,0,15,0.963
AT00002581,A039,2025-02-08,9.0,0.0,540,0.0,1,0,540,0.0
AT00002582,A039,2025-02-09,9.0,8.93,540,536.0,0,0,0,0.993
AT00002583,A039,2025-02-10,9.0,8.72,540,523.0,0,0,0,0.969
AT00002584,A039,2025-02-11,9.0,8.88,540,533.0,0,0,0,0.987
AT00002585,A039,2025-02-12,9.0,8.93,540,536.0,0,0,0,0.993
AT00002586,A039,2025-02-13,9.0,8.85,540,531.0,0,0,0,0.983
AT00002587,A039,2025-02-14,9.0,8.87,540,532.0,0,0,0,0.985
AT00002588,A039,2025-02-16,9.0,8.93,540,536.0,0,0,0,0.993
AT00002589,A039,2025-02-17,9.0,8.93,540,536.0,0,0,0,0.993
AT00002590,A039,2025-02-18,9.0,8.85,540,531.0,0,0,0,0.983
AT00002591,A039,2025-02-20,9.0,8.92,540,535.0,0,0,0,0.991
AT00002592,A039,2025-02-21,9.0,8.88,540,533.0,0,0,0,0.987
AT00002593,A039,2025-02-24,9.0,8.9,540,534.0,0,0,0,0.989
AT00002594,A039,2025-02-25,9.0,8.57,540,514.0,0,15,0,0.952
AT00002595,A039,2025-02-26,9.0,8.82,540,529.0,0,5,0,0.98
AT00002596,A039,2025-02-27,9.0,8.77,540,526.0,0,0,5,0.974
AT00002597,A039,2025-02-28,9.0,8.78,540,527.0,0,0,5,0.976
AT00002598,A039,2025-03-01,9.0,8.53,540,512.0,0,15,0,0.948
AT00002599,A039,2025-03-03,9.0,8.67,540,520.0,0,15,0,0.963
AT00002600,A039,2025-03-04,9.0,8.87,540,532.0,0,5,0,0.985
AT00002601,A039,2025-03-05,9.0,0.0,540,0.0,1,0,540,0.0
AT00002602,A039,2025-03-06,9.0,8.53,540,512.0,0,15,0,0.948
AT00002603,A039,2025-03-07,9.0,8.93,540,536.0,0,0,0,0.993
AT00002604,A039,2025-03-08,9.0,8.8,540,528.0,0,0,0,0.978
AT00002605,A039,2025-03-09,9.0,8.82,540,529.0,0,0,0,0.98
AT00002606,A039,2025-03-10,9.0,8.82,540,529.0,0,0,0,0.98
AT00002607,A039,2025-03-11,9.0,8.9,540,534.0,0,0,0,0.989
AT00002608,A039,2025-03-12,9.0,8.87,540,532.0,0,0,0,0.985
AT00002609,A039,2025-03-13,9.0,8.9,540,534.0,0,0,0,0.989
AT00002610,A039,2025-03-14,9.0,8.8,540,528.0,0,0,0,0.978
AT00002611,A039,2025-03-15,9.0,8.82,540,529.0,0,0,0,0.98
AT00002612,A039,2025-03-17,9.0,8.68,540,521.0,0,10,0,0.965
AT00002613,A039,2025-03-18,9.0,8.55,540,513.0,0,10,0,0.95
AT00002614,A039,2025-03-19,9.0,8.9,540,534.0,0,0,0,0.989
AT00002615,A039,2025-03-20,9.0,8.62,540,517.0,0,10,0,0.957
AT00002616,A039,2025-03-21,9.0,8.78,540,527.0,0,0,0,0.976
