activity_id,master_agent_id,activity_date,activity_start,activity_end,activity_type,activity_category,queue,case_type,productive_flag,approved_flag,source_system,duration_minutes
ACT00075893,A041,2025-02-28,2025-02-28 10:32:00,2025-02-28 10:46:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,14.0
ACT00075894,A041,2025-02-28,2025-02-28 10:46:00,2025-02-28 11:06:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,20.0
ACT00075895,A041,2025-02-28,2025-02-28 11:06:00,2025-02-28 11:49:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,43.0
ACT00075896,A041,2025-02-28,2025-02-28 11:49:00,2025-02-28 12:04:00,Offline Work,Break,,,0,1,Queue Manager,15.0
ACT00075897,A041,2025-02-28,2025-02-28 12:04:00,2025-02-28 12:25:00,Offline Work,System Issue,,,0,1,IT Incident Log,21.0
ACT00075898,A041,2025-02-28,2025-02-28 12:28:00,2025-02-28 12:53:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,25.0
ACT00075899,A041,2025-02-28,2025-02-28 12:53:00,2025-02-28 13:00:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,7.0
ACT00075900,A041,2025-02-28,2025-02-28 13:00:00,2025-02-28 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00075901,A041,2025-02-28,2025-02-28 13:30:00,2025-02-28 14:41:00,Offline Work,System Issue,,,0,1,IT Incident Log,71.0
ACT00075902,A041,2025-02-28,2025-02-28 14:41:00,2025-02-28 14:56:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,15.0
ACT00075903,A041,2025-02-28,2025-02-28 14:59:00,2025-02-28 15:10:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00075904,A041,2025-02-28,2025-02-28 15:13:00,2025-02-28 15:28:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,15.0
ACT00075905,A041,2025-02-28,2025-02-28 15:28:00,2025-02-28 15:42:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00075906,A041,2025-02-28,2025-02-28 15:42:00,2025-02-28 16:15:00,Offline Work,System Issue,,,0,1,IT Incident Log,33.0
ACT00075907,A041,2025-02-28,2025-02-28 16:15:00,2025-02-28 16:43:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,28.0
ACT00075908,A041,2025-02-28,2025-02-28 16:46:00,2025-02-28 17:04:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00075909,A041,2025-02-28,2025-02-28 17:04:00,2025-02-28 17:48:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,44.0
ACT00075910,A041,2025-02-28,2025-02-28 17:48:00,2025-02-28 17:59:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00075911,A041,2025-02-28,2025-02-28 17:59:00,2025-02-28 18:00:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,1.0
ACT00075912,A041,2025-03-03,2025-03-03 09:00:00,2025-03-03 09:19:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,19.0
ACT00075913,A041,2025-03-03,2025-03-03 09:19:00,2025-03-03 09:29:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,10.0
ACT00075914,A041,2025-03-03,2025-03-03 09:32:00,2025-03-03 09:46:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,14.0
ACT00075915,A041,2025-03-03,2025-03-03 09:46:00,2025-03-03 10:02:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,16.0
ACT00075916,A041,2025-03-03,2025-03-03 10:02:00,2025-03-03 10:16:00,Offline Work,Break,,,0,1,Queue Manager,14.0
ACT00075917,A041,2025-03-03,2025-03-03 10:16:00,2025-03-03 10:28:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00075918,A041,2025-03-03,2025-03-03 10:28:00,2025-03-03 10:45:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,17.0
ACT00075919,A041,2025-03-03,2025-03-03 10:45:00,2025-03-03 10:57:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,12.0
ACT00075920,A041,2025-03-03,2025-03-03 10:57:00,2025-03-03 11:14:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,17.0
ACT00075921,A041,2025-03-03,2025-03-03 11:14:00,2025-03-03 12:03:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,49.0
ACT00075922,A041,2025-03-03,2025-03-03 12:03:00,2025-03-03 12:20:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,17.0
ACT00075923,A041,2025-03-03,2025-03-03 12:20:00,2025-03-03 12:37:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,17.0
ACT00075924,A041,2025-03-03,2025-03-03 12:40:00,2025-03-03 12:58:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,18.0
ACT00075925,A041,2025-03-03,2025-03-03 12:58:00,2025-03-03 13:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,2.0
ACT00075926,A041,2025-03-03,2025-03-03 13:00:00,2025-03-03 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00075927,A041,2025-03-03,2025-03-03 13:30:00,2025-03-03 13:39:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00075928,A041,2025-03-03,2025-03-03 13:39:00,2025-03-03 13:55:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,16.0
ACT00075929,A041,2025-03-03,2025-03-03 13:57:00,2025-03-03 14:09:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,12.0
ACT00075930,A041,2025-03-03,2025-03-03 14:09:00,2025-03-03 14:26:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,17.0
ACT00075931,A041,2025-03-03,2025-03-03 14:26:00,2025-03-03 15:07:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,41.0
ACT00075932,A041,2025-03-03,2025-03-03 15:07:00,2025-03-03 15:40:00,Offline Work,Admin,,,1,1,SharePoint Tracker,33.0
ACT00075933,A041,2025-03-03,2025-03-03 15:40:00,2025-03-03 16:16:00,Offline Work,Training,,,1,1,SharePoint Tracker,36.0
ACT00075934,A041,2025-03-03,2025-03-03 16:16:00,2025-03-03 16:24:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,8.0
ACT00075935,A041,2025-03-03,2025-03-03 16:24:00,2025-03-03 16:41:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,17.0
ACT00075936,A041,2025-03-03,2025-03-03 16:41:00,2025-03-03 16:47:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,6.0
ACT00075937,A041,2025-03-03,2025-03-03 16:47:00,2025-03-03 16:52:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,5.0
ACT00075938,A041,2025-03-03,2025-03-03 16:54:00,2025-03-03 17:50:00,Offline Work,Email Support,,,1,1,Queue Manager,56.0
ACT00075939,A041,2025-03-03,2025-03-03 17:50:00,2025-03-03 17:55:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,5.0
ACT00075940,A041,2025-03-03,2025-03-03 17:55:00,2025-03-03 18:00:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,5.0
ACT00075941,A041,2025-03-04,2025-03-04 09:00:00,2025-03-04 09:08:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,8.0
ACT00075942,A041,2025-03-04,2025-03-04 09:08:00,2025-03-04 09:21:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,13.0
ACT00075943,A041,2025-03-04,2025-03-04 09:21:00,2025-03-04 09:41:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,20.0
ACT00075944,A041,2025-03-04,2025-03-04 09:41:00,2025-03-04 10:02:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,21.0
ACT00075945,A041,2025-03-04,2025-03-04 10:02:00,2025-03-04 10:15:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,13.0
ACT00075946,A041,2025-03-04,2025-03-04 10:15:00,2025-03-04 10:30:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,15.0
ACT00075947,A041,2025-03-04,2025-03-04 10:30:00,2025-03-04 11:03:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,33.0
ACT00075948,A041,2025-03-04,2025-03-04 11:03:00,2025-03-04 11:14:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,11.0
ACT00075949,A041,2025-03-04,2025-03-04 11:17:00,2025-03-04 11:27:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,10.0
ACT00075950,A041,2025-03-04,2025-03-04 11:27:00,2025-03-04 11:38:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,11.0
ACT00075951,A041,2025-03-04,2025-03-04 11:38:00,2025-03-04 12:10:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,32.0
ACT00075952,A041,2025-03-04,2025-03-04 12:10:00,2025-03-04 12:48:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,38.0
ACT00075953,A041,2025-03-04,2025-03-04 12:50:00,2025-03-04 13:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,10.0
ACT00075954,A041,2025-03-04,2025-03-04 13:00:00,2025-03-04 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00075955,A041,2025-03-04,2025-03-04 13:30:00,2025-03-04 14:08:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,38.0
ACT00075956,A041,2025-03-04,2025-03-04 14:08:00,2025-03-04 14:52:00,Offline Work,Admin,,,1,1,SharePoint Tracker,44.0
ACT00075957,A041,2025-03-04,2025-03-04 14:55:00,2025-03-04 15:16:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,21.0
ACT00075958,A041,2025-03-04,2025-03-04 15:17:00,2025-03-04 15:37:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,20.0
ACT00075959,A041,2025-03-04,2025-03-04 15:37:00,2025-03-04 15:55:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00075960,A041,2025-03-04,2025-03-04 15:55:00,2025-03-04 16:25:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,30.0
ACT00075961,A041,2025-03-04,2025-03-04 16:27:00,2025-03-04 16:46:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,19.0
ACT00075962,A041,2025-03-04,2025-03-04 16:46:00,2025-03-04 17:11:00,Offline Work,Admin,,,1,1,SharePoint Tracker,25.0
ACT00075963,A041,2025-03-04,2025-03-04 17:11:00,2025-03-04 17:21:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,10.0
ACT00075964,A041,2025-03-04,2025-03-04 17:21:00,2025-03-04 17:33:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,12.0
ACT00075965,A041,2025-03-04,2025-03-04 17:33:00,2025-03-04 17:53:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,20.0
ACT00075966,A041,2025-03-04,2025-03-04 17:53:00,2025-03-04 18:00:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,7.0
ACT00075967,A041,2025-03-05,2025-03-05 09:00:00,2025-03-05 09:48:00,Offline Work,Email Support,,,1,1,Queue Manager,48.0
ACT00075968,A041,2025-03-05,2025-03-05 09:48:00,2025-03-05 10:02:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00075969,A041,2025-03-05,2025-03-05 10:02:00,2025-03-05 11:00:00,Offline Work,System Issue,,,0,1,IT Incident Log,58.0
ACT00075970,A041,2025-03-05,2025-03-05 11:00:00,2025-03-05 11:17:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00075971,A041,2025-03-05,2025-03-05 11:20:00,2025-03-05 11:31:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,11.0
ACT00075972,A041,2025-03-05,2025-03-05 11:31:00,2025-03-05 11:53:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,22.0
ACT00075973,A041,2025-03-05,2025-03-05 11:53:00,2025-03-05 12:25:00,Offline Work,Admin,,,1,1,SharePoint Tracker,32.0
ACT00075974,A041,2025-03-05,2025-03-05 12:25:00,2025-03-05 13:00:00,Offline Work,Training,,,1,1,SharePoint Tracker,35.0
ACT00075975,A041,2025-03-05,2025-03-05 13:00:00,2025-03-05 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00075976,A041,2025-03-05,2025-03-05 13:30:00,2025-03-05 13:43:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,13.0
ACT00075977,A041,2025-03-05,2025-03-05 13:43:00,2025-03-05 13:59:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,16.0
ACT00075978,A041,2025-03-05,2025-03-05 13:59:00,2025-03-05 14:10:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,11.0
ACT00075979,A041,2025-03-05,2025-03-05 14:10:00,2025-03-05 14:25:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00075980,A041,2025-03-05,2025-03-05 14:26:00,2025-03-05 15:03:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,37.0
ACT00075981,A041,2025-03-05,2025-03-05 15:03:00,2025-03-05 15:21:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00075982,A041,2025-03-05,2025-03-05 15:21:00,2025-03-05 15:30:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,9.0
ACT00075983,A041,2025-03-05,2025-03-05 15:30:00,2025-03-05 15:52:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,22.0
ACT00075984,A041,2025-03-05,2025-03-05 15:52:00,2025-03-05 16:01:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,9.0
ACT00075985,A041,2025-03-05,2025-03-05 16:01:00,2025-03-05 16:44:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,43.0
ACT00075986,A041,2025-03-05,2025-03-05 16:44:00,2025-03-05 17:01:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,17.0
ACT00075987,A041,2025-03-05,2025-03-05 17:01:00,2025-03-05 17:17:00,Offline Work,Admin,,,1,1,SharePoint Tracker,16.0
ACT00075988,A041,2025-03-05,2025-03-05 17:17:00,2025-03-05 17:26:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,9.0
ACT00075989,A041,2025-03-05,2025-03-05 17:26:00,2025-03-05 17:50:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,24.0
ACT00075990,A041,2025-03-05,2025-03-05 17:50:00,2025-03-05 18:00:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,10.0
ACT00075991,A041,2025-03-06,2025-03-06 09:00:00,2025-03-06 09:13:00,Offline Work,Break,,,0,1,Queue Manager,13.0
ACT00075992,A041,2025-03-06,2025-03-06 09:13:00,2025-03-06 09:26:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,13.0
ACT00075993,A041,2025-03-06,2025-03-06 09:26:00,2025-03-06 09:37:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,11.0
ACT00075994,A041,2025-03-06,2025-03-06 09:40:00,2025-03-06 09:49:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,9.0
ACT00075995,A041,2025-03-06,2025-03-06 09:49:00,2025-03-06 10:06:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,17.0
ACT00075996,A041,2025-03-06,2025-03-06 10:06:00,2025-03-06 10:24:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00075997,A041,2025-03-06,2025-03-06 10:24:00,2025-03-06 10:36:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,12.0
ACT00075998,A041,2025-03-06,2025-03-06 10:36:00,2025-03-06 10:53:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00075999,A041,2025-03-06,2025-03-06 10:53:00,2025-03-06 11:15:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,22.0
ACT00076000,A041,2025-03-06,2025-03-06 11:15:00,2025-03-06 11:28:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,13.0
ACT00076001,A041,2025-03-06,2025-03-06 11:28:00,2025-03-06 11:36:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,8.0
ACT00076002,A041,2025-03-06,2025-03-06 11:36:00,2025-03-06 11:47:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,11.0
ACT00076003,A041,2025-03-06,2025-03-06 11:47:00,2025-03-06 11:58:00,Offline Work,Break,,,0,1,Queue Manager,11.0
ACT00076004,A041,2025-03-06,2025-03-06 11:58:00,2025-03-06 12:12:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00076005,A041,2025-03-06,2025-03-06 12:12:00,2025-03-06 12:29:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00076006,A041,2025-03-06,2025-03-06 12:31:00,2025-03-06 12:42:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,11.0
ACT00076007,A041,2025-03-06,2025-03-06 12:42:00,2025-03-06 13:00:00,Offline Work,Email Support,,,1,1,Queue Manager,18.0
ACT00076008,A041,2025-03-06,2025-03-06 13:00:00,2025-03-06 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00076009,A041,2025-03-06,2025-03-06 13:30:00,2025-03-06 13:47:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00076010,A041,2025-03-06,2025-03-06 13:47:00,2025-03-06 13:56:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,9.0
ACT00076011,A041,2025-03-06,2025-03-06 13:56:00,2025-03-06 14:04:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,8.0
ACT00076012,A041,2025-03-06,2025-03-06 14:04:00,2025-03-06 14:20:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,16.0
ACT00076013,A041,2025-03-06,2025-03-06 14:20:00,2025-03-06 14:35:00,Offline Work,Break,,,0,1,Queue Manager,15.0
ACT00076014,A041,2025-03-06,2025-03-06 14:35:00,2025-03-06 15:50:00,Offline Work,Training,,,1,1,SharePoint Tracker,75.0
ACT00076015,A041,2025-03-06,2025-03-06 15:50:00,2025-03-06 16:27:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,37.0
ACT00076016,A041,2025-03-06,2025-03-06 16:27:00,2025-03-06 16:44:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,17.0
ACT00076017,A041,2025-03-06,2025-03-06 16:44:00,2025-03-06 17:00:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,16.0
ACT00076018,A041,2025-03-06,2025-03-06 17:00:00,2025-03-06 17:42:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,42.0
ACT00076019,A041,2025-03-06,2025-03-06 17:42:00,2025-03-06 18:00:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,18.0
ACT00076020,A041,2025-03-07,2025-03-07 09:10:00,2025-03-07 09:16:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,6.0
ACT00076021,A041,2025-03-07,2025-03-07 09:16:00,2025-03-07 09:22:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,6.0
ACT00076022,A041,2025-03-07,2025-03-07 09:22:00,2025-03-07 09:28:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,6.0
ACT00076023,A041,2025-03-07,2025-03-07 09:28:00,2025-03-07 09:36:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,8.0
ACT00076024,A041,2025-03-07,2025-03-07 09:36:00,2025-03-07 09:54:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,18.0
ACT00076025,A041,2025-03-07,2025-03-07 09:54:00,2025-03-07 10:26:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,32.0
ACT00076026,A041,2025-03-07,2025-03-07 10:26:00,2025-03-07 11:11:00,Offline Work,Admin,,,1,1,SharePoint Tracker,45.0
ACT00076027,A041,2025-03-07,2025-03-07 11:12:00,2025-03-07 11:25:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,13.0
ACT00076028,A041,2025-03-07,2025-03-07 11:25:00,2025-03-07 11:33:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,8.0
ACT00076029,A041,2025-03-07,2025-03-07 11:36:00,2025-03-07 11:49:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,13.0
ACT00076030,A041,2025-03-07,2025-03-07 11:49:00,2025-03-07 12:30:00,Offline Work,Admin,,,1,1,SharePoint Tracker,41.0
ACT00076031,A041,2025-03-07,2025-03-07 12:30:00,2025-03-07 12:52:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,22.0
ACT00076032,A041,2025-03-07,2025-03-07 12:52:00,2025-03-07 13:00:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,8.0
ACT00076033,A041,2025-03-07,2025-03-07 13:00:00,2025-03-07 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00076034,A041,2025-03-07,2025-03-07 13:30:00,2025-03-07 13:47:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,17.0
ACT00076035,A041,2025-03-07,2025-03-07 13:47:00,2025-03-07 14:04:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,17.0
ACT00076036,A041,2025-03-07,2025-03-07 14:07:00,2025-03-07 14:24:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00076037,A041,2025-03-07,2025-03-07 14:24:00,2025-03-07 14:28:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,4.0
ACT00076038,A041,2025-03-07,2025-03-07 14:28:00,2025-03-07 14:44:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,16.0
ACT00076039,A041,2025-03-07,2025-03-07 14:44:00,2025-03-07 15:03:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,19.0
ACT00076040,A041,2025-03-07,2025-03-07 15:03:00,2025-03-07 15:09:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,6.0
ACT00076041,A041,2025-03-07,2025-03-07 15:09:00,2025-03-07 15:49:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,40.0
ACT00076042,A041,2025-03-07,2025-03-07 15:49:00,2025-03-07 16:02:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,13.0
ACT00076043,A041,2025-03-07,2025-03-07 16:02:00,2025-03-07 16:17:00,Offline Work,Break,,,0,1,Queue Manager,15.0
ACT00076044,A041,2025-03-07,2025-03-07 16:17:00,2025-03-07 16:31:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00076045,A041,2025-03-07,2025-03-07 16:31:00,2025-03-07 17:15:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,44.0
ACT00076046,A041,2025-03-07,2025-03-07 17:15:00,2025-03-07 17:31:00,Offline Work,Admin,,,1,1,SharePoint Tracker,16.0
ACT00076047,A041,2025-03-07,2025-03-07 17:33:00,2025-03-07 17:45:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,12.0
ACT00076048,A041,2025-03-07,2025-03-07 17:45:00,2025-03-07 18:00:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,15.0
ACT00076049,A041,2025-03-10,2025-03-10 09:00:00,2025-03-10 09:08:00,Offline Work,Admin,,,1,1,SharePoint Tracker,8.0
ACT00076050,A041,2025-03-10,2025-03-10 09:08:00,2025-03-10 09:18:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,10.0
ACT00076051,A041,2025-03-10,2025-03-10 09:18:00,2025-03-10 09:29:00,Offline Work,Break,,,0,1,Queue Manager,11.0
ACT00076052,A041,2025-03-10,2025-03-10 09:32:00,2025-03-10 10:31:00,Offline Work,System Issue,,,0,1,IT Incident Log,59.0
ACT00076053,A041,2025-03-10,2025-03-10 10:34:00,2025-03-10 11:19:00,Offline Work,Email Support,,,1,1,Queue Manager,45.0
ACT00076054,A041,2025-03-10,2025-03-10 11:19:00,2025-03-10 11:37:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,18.0
ACT00076055,A041,2025-03-10,2025-03-10 11:37:00,2025-03-10 11:45:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,8.0
ACT00076056,A041,2025-03-10,2025-03-10 11:48:00,2025-03-10 11:59:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00076057,A041,2025-03-10,2025-03-10 11:59:00,2025-03-10 12:19:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,20.0
ACT00076058,A041,2025-03-10,2025-03-10 12:19:00,2025-03-10 12:32:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,13.0
ACT00076059,A041,2025-03-10,2025-03-10 12:32:00,2025-03-10 13:00:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,28.0
ACT00076060,A041,2025-03-10,2025-03-10 13:00:00,2025-03-10 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00076061,A041,2025-03-10,2025-03-10 13:30:00,2025-03-10 13:39:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00076062,A041,2025-03-10,2025-03-10 13:39:00,2025-03-10 13:49:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,10.0
ACT00076063,A041,2025-03-10,2025-03-10 13:49:00,2025-03-10 14:07:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,18.0
ACT00076064,A041,2025-03-10,2025-03-10 14:07:00,2025-03-10 14:27:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,20.0
ACT00076065,A041,2025-03-10,2025-03-10 14:27:00,2025-03-10 14:41:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,14.0
ACT00076066,A041,2025-03-10,2025-03-10 14:41:00,2025-03-10 14:53:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00076067,A041,2025-03-10,2025-03-10 14:53:00,2025-03-10 15:12:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,19.0
ACT00076068,A041,2025-03-10,2025-03-10 15:12:00,2025-03-10 15:37:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,25.0
ACT00076069,A041,2025-03-10,2025-03-10 15:37:00,2025-03-10 15:51:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00076070,A041,2025-03-10,2025-03-10 15:51:00,2025-03-10 16:09:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00076071,A041,2025-03-10,2025-03-10 16:09:00,2025-03-10 16:39:00,Offline Work,Admin,,,1,1,SharePoint Tracker,30.0
ACT00076072,A041,2025-03-10,2025-03-10 16:39:00,2025-03-10 16:52:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,13.0
ACT00076073,A041,2025-03-10,2025-03-10 16:52:00,2025-03-10 17:22:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,30.0
ACT00076074,A041,2025-03-10,2025-03-10 17:22:00,2025-03-10 17:56:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,34.0
ACT00076075,A041,2025-03-10,2025-03-10 17:56:00,2025-03-10 18:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,4.0
ACT00076076,A041,2025-03-11,2025-03-11 09:00:00,2025-03-11 09:18:00,Offline Work,Admin,,,1,1,SharePoint Tracker,18.0
