schedule_id,master_agent_id,schedule_date,scheduled_start,scheduled_end,scheduled_minutes,planned_lunch_start,planned_lunch_end,planned_lunch_minutes
S0002237,A034,2025-01-15,2025-01-15 09:00:00,2025-01-15 18:00:00,540,2025-01-15 13:00:00,2025-01-15 13:30:00,30
S0002238,A034,2025-01-16,2025-01-16 09:00:00,2025-01-16 18:00:00,540,2025-01-16 13:00:00,2025-01-16 13:30:00,30
S0002239,A034,2025-01-17,2025-01-17 09:00:00,2025-01-17 18:00:00,540,2025-01-17 13:00:00,2025-01-17 13:30:00,30
S0002240,A034,2025-01-20,2025-01-20 09:00:00,2025-01-20 18:00:00,540,2025-01-20 13:00:00,2025-01-20 13:30:00,30
S0002241,A034,2025-01-21,2025-01-21 09:00:00,2025-01-21 18:00:00,540,2025-01-21 13:00:00,2025-01-21 13:30:00,30
S0002242,A034,2025-01-22,2025-01-22 09:00:00,2025-01-22 18:00:00,540,2025-01-22 13:00:00,2025-01-22 13:30:00,30
S0002243,A034,2025-01-23,2025-01-23 09:00:00,2025-01-23 18:00:00,540,2025-01-23 13:00:00,2025-01-23 13:30:00,30
S0002244,A034,2025-01-24,2025-01-24 09:00:00,2025-01-24 18:00:00,540,2025-01-24 13:00:00,2025-01-24 13:30:00,30
S0002245,A034,2025-01-27,2025-01-27 09:00:00,2025-01-27 18:00:00,540,2025-01-27 13:00:00,2025-01-27 13:30:00,30
S0002246,A034,2025-01-28,2025-01-28 09:00:00,2025-01-28 18:00:00,540,2025-01-28 13:00:00,2025-01-28 13:30:00,30
S0002247,A034,2025-01-30,2025-01-30 09:00:00,2025-01-30 18:00:00,540,2025-01-30 13:00:00,2025-01-30 13:30:00,30
S0002248,A034,2025-01-31,2025-01-31 09:00:00,2025-01-31 18:00:00,540,2025-01-31 13:00:00,2025-01-31 13:30:00,30
S0002249,A034,2025-02-03,2025-02-03 09:00:00,2025-02-03 18:00:00,540,2025-02-03 13:00:00,2025-02-03 13:30:00,30
S0002250,A034,2025-02-04,2025-02-04 09:00:00,2025-02-04 18:00:00,540,2025-02-04 13:00:00,2025-02-04 13:30:00,30
S0002251,A034,2025-02-05,2025-02-05 09:00:00,2025-02-05 18:00:00,540,2025-02-05 13:00:00,2025-02-05 13:30:00,30
S0002252,A034,2025-02-06,2025-02-06 09:00:00,2025-02-06 18:00:00,540,2025-02-06 13:00:00,2025-02-06 13:30:00,30
S0002253,A034,2025-02-07,2025-02-07 09:00:00,2025-02-07 18:00:00,540,2025-02-07 13:00:00,2025-02-07 13:30:00,30
S0002254,A034,2025-02-10,2025-02-10 09:00:00,2025-02-10 18:00:00,540,2025-02-10 13:00:00,2025-02-10 13:30:00,30
S0002255,A034,2025-02-11,2025-02-11 09:00:00,2025-02-11 18:00:00,540,2025-02-11 13:00:00,2025-02-11 13:30:00,30
S0002256,A034,2025-02-12,2025-02-12 09:00:00,2025-02-12 18:00:00,540,2025-02-12 13:00:00,2025-02-12 13:30:00,30
S0002257,A034,2025-02-13,2025-02-13 09:00:00,2025-02-13 18:00:00,540,2025-02-13 13:00:00,2025-02-13 13:30:00,30
S0002258,A034,2025-02-14,2025-02-14 09:00:00,2025-02-14 18:00:00,540,2025-02-14 13:00:00,2025-02-14 13:30:00,30
S0002259,A034,2025-02-15,2025-02-15 09:00:00,2025-02-15 18:00:00,540,2025-02-15 13:00:00,2025-02-15 13:30:00,30
S0002260,A034,2025-02-17,2025-02-17 09:00:00,2025-02-17 18:00:00,540,2025-02-17 13:00:00,2025-02-17 13:30:00,30
S0002261,A034,2025-02-18,2025-02-18 09:00:00,2025-02-18 18:00:00,540,2025-02-18 13:00:00,2025-02-18 13:30:00,30
S0002262,A034,2025-02-19,2025-02-19 09:00:00,2025-02-19 18:00:00,540,2025-02-19 13:00:00,2025-02-19 13:30:00,30
S0002263,A034,2025-02-20,2025-02-20 09:00:00,2025-02-20 18:00:00,540,2025-02-20 13:00:00,2025-02-20 13:30:00,30
S0002264,A034,2025-02-21,2025-02-21 09:00:00,2025-02-21 18:00:00,540,2025-02-21 13:00:00,2025-02-21 13:30:00,30
S0002265,A034,2025-02-24,2025-02-24 09:00:00,2025-02-24 18:00:00,540,2025-02-24 13:00:00,2025-02-24 13:30:00,30
S0002266,A034,2025-02-25,2025-02-25 09:00:00,2025-02-25 18:00:00,540,2025-02-25 13:00:00,2025-02-25 13:30:00,30
S0002267,A034,2025-02-26,2025-02-26 09:00:00,2025-02-26 18:00:00,540,2025-02-26 13:00:00,2025-02-26 13:30:00,30
S0002268,A034,2025-02-27,2025-02-27 09:00:00,2025-02-27 18:00:00,540,2025-02-27 13:00:00,2025-02-27 13:30:00,30
S0002269,A034,2025-02-28,2025-02-28 09:00:00,2025-02-28 18:00:00,540,2025-02-28 13:00:00,2025-02-28 13:30:00,30
S0002270,A034,2025-03-03,2025-03-03 09:00:00,2025-03-03 18:00:00,540,2025-03-03 13:00:00,2025-03-03 13:30:00,30
S0002271,A034,2025-03-04,2025-03-04 09:00:00,2025-03-04 18:00:00,540,2025-03-04 13:00:00,2025-03-04 13:30:00,30
S0002272,A034,2025-03-05,2025-03-05 09:00:00,2025-03-05 18:00:00,540,2025-03-05 13:00:00,2025-03-05 13:30:00,30
S0002273,A034,2025-03-06,2025-03-06 09:00:00,2025-03-06 18:00:00,540,2025-03-06 13:00:00,2025-03-06 13:30:00,30
S0002274,A034,2025-03-07,2025-03-07 09:00:00,2025-03-07 18:00:00,540,2025-03-07 13:00:00,2025-03-07 13:30:00,30
S0002275,A034,2025-03-10,2025-03-10 09:00:00,2025-03-10 18:00:00,540,2025-03-10 13:00:00,2025-03-10 13:30:00,30
S0002276,A034,2025-03-11,2025-03-11 09:00:00,2025-03-11 18:00:00,540,2025-03-11 13:00:00,2025-03-11 13:30:00,30
S0002277,A034,2025-03-12,2025-03-12 09:00:00,2025-03-12 18:00:00,540,2025-03-12 13:00:00,2025-03-12 13:30:00,30
S0002278,A034,2025-03-13,2025-03-13 09:00:00,2025-03-13 18:00:00,540,2025-03-13 13:00:00,2025-03-13 13:30:00,30
S0002279,A034,2025-03-14,2025-03-14 09:00:00,2025-03-14 18:00:00,540,2025-03-14 13:00:00,2025-03-14 13:30:00,30
S0002280,A034,2025-03-17,2025-03-17 09:00:00,2025-03-17 18:00:00,540,2025-03-17 13:00:00,2025-03-17 13:30:00,30
S0002281,A034,2025-03-18,2025-03-18 09:00:00,2025-03-18 18:00:00,540,2025-03-18 13:00:00,2025-03-18 13:30:00,30
S0002282,A034,2025-03-19,2025-03-19 09:00:00,2025-03-19 18:00:00,540,2025-03-19 13:00:00,2025-03-19 13:30:00,30
S0002283,A034,2025-03-20,2025-03-20 09:00:00,2025-03-20 18:00:00,540,2025-03-20 13:00:00,2025-03-20 13:30:00,30
S0002284,A034,2025-03-21,2025-03-21 09:00:00,2025-03-21 18:00:00,540,2025-03-21 13:00:00,2025-03-21 13:30:00,30
S0002285,A034,2025-03-24,2025-03-24 09:00:00,2025-03-24 18:00:00,540,2025-03-24 13:00:00,2025-03-24 13:30:00,30
S0002286,A034,2025-03-25,2025-03-25 09:00:00,2025-03-25 18:00:00,540,2025-03-25 13:00:00,2025-03-25 13:30:00,30
S0002287,A034,2025-03-26,2025-03-26 09:00:00,2025-03-26 18:00:00,540,2025-03-26 13:00:00,2025-03-26 13:30:00,30
S0002288,A034,2025-03-28,2025-03-28 09:00:00,2025-03-28 18:00:00,540,2025-03-28 13:00:00,2025-03-28 13:30:00,30
S0002289,A034,2025-03-31,2025-03-31 09:00:00,2025-03-31 18:00:00,540,2025-03-31 13:00:00,2025-03-31 13:30:00,30
S0002290,A035,2025-01-02,2025-01-02 09:00:00,2025-01-02 18:00:00,540,2025-01-02 13:00:00,2025-01-02 13:30:00,30
S0002291,A035,2025-01-03,2025-01-03 09:00:00,2025-01-03 18:00:00,540,2025-01-03 13:00:00,2025-01-03 13:30:00,30
S0002292,A035,2025-01-06,2025-01-06 09:00:00,2025-01-06 18:00:00,540,2025-01-06 13:00:00,2025-01-06 13:30:00,30
S0002293,A035,2025-01-07,2025-01-07 09:00:00,2025-01-07 18:00:00,540,2025-01-07 13:00:00,2025-01-07 13:30:00,30
S0002294,A035,2025-01-08,2025-01-08 09:00:00,2025-01-08 18:00:00,540,2025-01-08 13:00:00,2025-01-08 13:30:00,30
S0002295,A035,2025-01-09,2025-01-09 09:00:00,2025-01-09 18:00:00,540,2025-01-09 13:00:00,2025-01-09 13:30:00,30
S0002296,A035,2025-01-10,2025-01-10 09:00:00,2025-01-10 18:00:00,540,2025-01-10 13:00:00,2025-01-10 13:30:00,30
S0002297,A035,2025-01-13,2025-01-13 09:00:00,2025-01-13 18:00:00,540,2025-01-13 13:00:00,2025-01-13 13:30:00,30
S0002298,A035,2025-01-14,2025-01-14 09:00:00,2025-01-14 18:00:00,540,2025-01-14 13:00:00,2025-01-14 13:30:00,30
S0002299,A035,2025-01-15,2025-01-15 09:00:00,2025-01-15 18:00:00,540,2025-01-15 13:00:00,2025-01-15 13:30:00,30
S0002300,A035,2025-01-16,2025-01-16 09:00:00,2025-01-16 18:00:00,540,2025-01-16 13:00:00,2025-01-16 13:30:00,30
S0002301,A035,2025-01-17,2025-01-17 09:00:00,2025-01-17 18:00:00,540,2025-01-17 13:00:00,2025-01-17 13:30:00,30
S0002302,A035,2025-01-20,2025-01-20 09:00:00,2025-01-20 18:00:00,540,2025-01-20 13:00:00,2025-01-20 13:30:00,30
S0002303,A035,2025-01-21,2025-01-21 09:00:00,2025-01-21 18:00:00,540,2025-01-21 13:00:00,2025-01-21 13:30:00,30
S0002304,A035,2025-01-23,2025-01-23 09:00:00,2025-01-23 18:00:00,540,2025-01-23 13:00:00,2025-01-23 13:30:00,30
S0002305,A035,2025-01-24,2025-01-24 09:00:00,2025-01-24 18:00:00,540,2025-01-24 13:00:00,2025-01-24 13:30:00,30
S0002306,A035,2025-01-27,2025-01-27 09:00:00,2025-01-27 18:00:00,540,2025-01-27 13:00:00,2025-01-27 13:30:00,30
S0002307,A035,2025-01-28,2025-01-28 09:00:00,2025-01-28 18:00:00,540,2025-01-28 13:00:00,2025-01-28 13:30:00,30
S0002308,A035,2025-01-29,2025-01-29 09:00:00,2025-01-29 18:00:00,540,2025-01-29 13:00:00,2025-01-29 13:30:00,30
S0002309,A035,2025-01-30,2025-01-30 09:00:00,2025-01-30 18:00:00,540,2025-01-30 13:00:00,2025-01-30 13:30:00,30
S0002310,A035,2025-01-31,2025-01-31 09:00:00,2025-01-31 18:00:00,540,2025-01-31 13:00:00,2025-01-31 13:30:00,30
S0002311,A035,2025-02-03,2025-02-03 09:00:00,2025-02-03 18:00:00,540,2025-02-03 13:00:00,2025-02-03 13:30:00,30
S0002312,A035,2025-02-04,2025-02-04 09:00:00,2025-02-04 18:00:00,540,2025-02-04 13:00:00,2025-02-04 13:30:00,30
S0002313,A035,2025-02-05,2025-02-05 09:00:00,2025-02-05 18:00:00,540,2025-02-05 13:00:00,2025-02-05 13:30:00,30
S0002314,A035,2025-02-06,2025-02-06 09:00:00,2025-02-06 18:00:00,540,2025-02-06 13:00:00,2025-02-06 13:30:00,30
S0002315,A035,2025-02-07,2025-02-07 09:00:00,2025-02-07 18:00:00,540,2025-02-07 13:00:00,2025-02-07 13:30:00,30
S0002316,A035,2025-02-10,2025-02-10 09:00:00,2025-02-10 18:00:00,540,2025-02-10 13:00:00,2025-02-10 13:30:00,30
S0002317,A035,2025-02-12,2025-02-12 09:00:00,2025-02-12 18:00:00,540,2025-02-12 13:00:00,2025-02-12 13:30:00,30
S0002318,A035,2025-02-13,2025-02-13 09:00:00,2025-02-13 18:00:00,540,2025-02-13 13:00:00,2025-02-13 13:30:00,30
S0002319,A035,2025-02-14,2025-02-14 09:00:00,2025-02-14 18:00:00,540,2025-02-14 13:00:00,2025-02-14 13:30:00,30
S0002320,A035,2025-02-17,2025-02-17 09:00:00,2025-02-17 18:00:00,540,2025-02-17 13:00:00,2025-02-17 13:30:00,30
S0002321,A035,2025-02-18,2025-02-18 09:00:00,2025-02-18 18:00:00,540,2025-02-18 13:00:00,2025-02-18 13:30:00,30
S0002322,A035,2025-02-19,2025-02-19 09:00:00,2025-02-19 18:00:00,540,2025-02-19 13:00:00,2025-02-19 13:30:00,30
S0002323,A035,2025-02-20,2025-02-20 09:00:00,2025-02-20 18:00:00,540,2025-02-20 13:00:00,2025-02-20 13:30:00,30
S0002324,A035,2025-02-21,2025-02-21 09:00:00,2025-02-21 18:00:00,540,2025-02-21 13:00:00,2025-02-21 13:30:00,30
S0002325,A035,2025-02-24,2025-02-24 09:00:00,2025-02-24 18:00:00,540,2025-02-24 13:00:00,2025-02-24 13:30:00,30
S0002326,A035,2025-02-25,2025-02-25 09:00:00,2025-02-25 18:00:00,540,2025-02-25 13:00:00,2025-02-25 13:30:00,30
S0002327,A035,2025-02-26,2025-02-26 09:00:00,2025-02-26 18:00:00,540,2025-02-26 13:00:00,2025-02-26 13:30:00,30
S0002328,A035,2025-02-27,2025-02-27 09:00:00,2025-02-27 18:00:00,540,2025-02-27 13:00:00,2025-02-27 13:30:00,30
S0002329,A035,2025-02-28,2025-02-28 09:00:00,2025-02-28 18:00:00,540,2025-02-28 13:00:00,2025-02-28 13:30:00,30
S0002330,A035,2025-03-03,2025-03-03 09:00:00,2025-03-03 18:00:00,540,2025-03-03 13:00:00,2025-03-03 13:30:00,30
S0002331,A035,2025-03-04,2025-03-04 09:00:00,2025-03-04 18:00:00,540,2025-03-04 13:00:00,2025-03-04 13:30:00,30
S0002332,A035,2025-03-05,2025-03-05 09:00:00,2025-03-05 18:00:00,540,2025-03-05 13:00:00,2025-03-05 13:30:00,30
S0002333,A035,2025-03-06,2025-03-06 09:00:00,2025-03-06 18:00:00,540,2025-03-06 13:00:00,2025-03-06 13:30:00,30
S0002334,A035,2025-03-07,2025-03-07 09:00:00,2025-03-07 18:00:00,540,2025-03-07 13:00:00,2025-03-07 13:30:00,30
S0002335,A035,2025-03-08,2025-03-08 09:00:00,2025-03-08 18:00:00,540,2025-03-08 13:00:00,2025-03-08 13:30:00,30
S0002336,A035,2025-03-09,2025-03-09 09:00:00,2025-03-09 18:00:00,540,2025-03-09 13:00:00,2025-03-09 13:30:00,30
S0002337,A035,2025-03-10,2025-03-10 09:00:00,2025-03-10 18:00:00,540,2025-03-10 13:00:00,2025-03-10 13:30:00,30
S0002338,A035,2025-03-11,2025-03-11 09:00:00,2025-03-11 18:00:00,540,2025-03-11 13:00:00,2025-03-11 13:30:00,30
S0002339,A035,2025-03-12,2025-03-12 09:00:00,2025-03-12 18:00:00,540,2025-03-12 13:00:00,2025-03-12 13:30:00,30
S0002340,A035,2025-03-13,2025-03-13 09:00:00,2025-03-13 18:00:00,540,2025-03-13 13:00:00,2025-03-13 13:30:00,30
S0002341,A035,2025-03-14,2025-03-14 09:00:00,2025-03-14 18:00:00,540,2025-03-14 13:00:00,2025-03-14 13:30:00,30
S0002342,A035,2025-03-17,2025-03-17 09:00:00,2025-03-17 18:00:00,540,2025-03-17 13:00:00,2025-03-17 13:30:00,30
S0002343,A035,2025-03-18,2025-03-18 09:00:00,2025-03-18 18:00:00,540,2025-03-18 13:00:00,2025-03-18 13:30:00,30
S0002344,A035,2025-03-19,2025-03-19 09:00:00,2025-03-19 18:00:00,540,2025-03-19 13:00:00,2025-03-19 13:30:00,30
S0002345,A035,2025-03-20,2025-03-20 09:00:00,2025-03-20 18:00:00,540,2025-03-20 13:00:00,2025-03-20 13:30:00,30
S0002346,A035,2025-03-21,2025-03-21 09:00:00,2025-03-21 18:00:00,540,2025-03-21 13:00:00,2025-03-21 13:30:00,30
S0002347,A035,2025-03-24,2025-03-24 09:00:00,2025-03-24 18:00:00,540,2025-03-24 13:00:00,2025-03-24 13:30:00,30
S0002348,A035,2025-03-25,2025-03-25 09:00:00,2025-03-25 18:00:00,540,2025-03-25 13:00:00,2025-03-25 13:30:00,30
S0002349,A035,2025-03-26,2025-03-26 09:00:00,2025-03-26 18:00:00,540,2025-03-26 13:00:00,2025-03-26 13:30:00,30
S0002350,A035,2025-03-27,2025-03-27 09:00:00,2025-03-27 18:00:00,540,2025-03-27 13:00:00,2025-03-27 13:30:00,30
S0002351,A035,2025-03-28,2025-03-28 09:00:00,2025-03-28 18:00:00,540,2025-03-28 13:00:00,2025-03-28 13:30:00,30
S0002352,A035,2025-03-31,2025-03-31 09:00:00,2025-03-31 18:00:00,540,2025-03-31 13:00:00,2025-03-31 13:30:00,30
S0002353,A036,2025-01-01,2025-01-01 07:00:00,2025-01-01 16:00:00,540,2025-01-01 11:00:00,2025-01-01 11:30:00,30
S0002354,A036,2025-01-02,2025-01-02 07:00:00,2025-01-02 16:00:00,540,2025-01-02 11:00:00,2025-01-02 11:30:00,30
S0002355,A036,2025-01-03,2025-01-03 07:00:00,2025-01-03 16:00:00,540,2025-01-03 11:00:00,2025-01-03 11:30:00,30
S0002356,A036,2025-01-06,2025-01-06 07:00:00,2025-01-06 16:00:00,540,2025-01-06 11:00:00,2025-01-06 11:30:00,30
S0002357,A036,2025-01-07,2025-01-07 07:00:00,2025-01-07 16:00:00,540,2025-01-07 11:00:00,2025-01-07 11:30:00,30
S0002358,A036,2025-01-08,2025-01-08 07:00:00,2025-01-08 16:00:00,540,2025-01-08 11:00:00,2025-01-08 11:30:00,30
S0002359,A036,2025-01-09,2025-01-09 07:00:00,2025-01-09 16:00:00,540,2025-01-09 11:00:00,2025-01-09 11:30:00,30
S0002360,A036,2025-01-10,2025-01-10 07:00:00,2025-01-10 16:00:00,540,2025-01-10 11:00:00,2025-01-10 11:30:00,30
S0002361,A036,2025-01-13,2025-01-13 07:00:00,2025-01-13 16:00:00,540,2025-01-13 11:00:00,2025-01-13 11:30:00,30
S0002362,A036,2025-01-14,2025-01-14 07:00:00,2025-01-14 16:00:00,540,2025-01-14 11:00:00,2025-01-14 11:30:00,30
S0002363,A036,2025-01-15,2025-01-15 07:00:00,2025-01-15 16:00:00,540,2025-01-15 11:00:00,2025-01-15 11:30:00,30
S0002364,A036,2025-01-16,2025-01-16 07:00:00,2025-01-16 16:00:00,540,2025-01-16 11:00:00,2025-01-16 11:30:00,30
S0002365,A036,2025-01-20,2025-01-20 07:00:00,2025-01-20 16:00:00,540,2025-01-20 11:00:00,2025-01-20 11:30:00,30
S0002366,A036,2025-01-21,2025-01-21 07:00:00,2025-01-21 16:00:00,540,2025-01-21 11:00:00,2025-01-21 11:30:00,30
S0002367,A036,2025-01-22,2025-01-22 07:00:00,2025-01-22 16:00:00,540,2025-01-22 11:00:00,2025-01-22 11:30:00,30
S0002368,A036,2025-01-23,2025-01-23 07:00:00,2025-01-23 16:00:00,540,2025-01-23 11:00:00,2025-01-23 11:30:00,30
S0002369,A036,2025-01-24,2025-01-24 07:00:00,2025-01-24 16:00:00,540,2025-01-24 11:00:00,2025-01-24 11:30:00,30
S0002370,A036,2025-01-27,2025-01-27 07:00:00,2025-01-27 16:00:00,540,2025-01-27 11:00:00,2025-01-27 11:30:00,30
S0002371,A036,2025-01-28,2025-01-28 07:00:00,2025-01-28 16:00:00,540,2025-01-28 11:00:00,2025-01-28 11:30:00,30
S0002372,A036,2025-01-29,2025-01-29 07:00:00,2025-01-29 16:00:00,540,2025-01-29 11:00:00,2025-01-29 11:30:00,30
S0002373,A036,2025-01-30,2025-01-30 07:00:00,2025-01-30 16:00:00,540,2025-01-30 11:00:00,2025-01-30 11:30:00,30
S0002374,A036,2025-01-31,2025-01-31 07:00:00,2025-01-31 16:00:00,540,2025-01-31 11:00:00,2025-01-31 11:30:00,30
S0002375,A036,2025-02-03,2025-02-03 07:00:00,2025-02-03 16:00:00,540,2025-02-03 11:00:00,2025-02-03 11:30:00,30
S0002376,A036,2025-02-04,2025-02-04 07:00:00,2025-02-04 16:00:00,540,2025-02-04 11:00:00,2025-02-04 11:30:00,30
S0002377,A036,2025-02-05,2025-02-05 07:00:00,2025-02-05 16:00:00,540,2025-02-05 11:00:00,2025-02-05 11:30:00,30
S0002378,A036,2025-02-06,2025-02-06 07:00:00,2025-02-06 16:00:00,540,2025-02-06 11:00:00,2025-02-06 11:30:00,30
S0002379,A036,2025-02-07,2025-02-07 07:00:00,2025-02-07 16:00:00,540,2025-02-07 11:00:00,2025-02-07 11:30:00,30
S0002380,A036,2025-02-10,2025-02-10 07:00:00,2025-02-10 16:00:00,540,2025-02-10 11:00:00,2025-02-10 11:30:00,30
S0002381,A036,2025-02-11,2025-02-11 07:00:00,2025-02-11 16:00:00,540,2025-02-11 11:00:00,2025-02-11 11:30:00,30
S0002382,A036,2025-02-12,2025-02-12 07:00:00,2025-02-12 16:00:00,540,2025-02-12 11:00:00,2025-02-12 11:30:00,30
S0002383,A036,2025-02-13,2025-02-13 07:00:00,2025-02-13 16:00:00,540,2025-02-13 11:00:00,2025-02-13 11:30:00,30
S0002384,A036,2025-02-14,2025-02-14 07:00:00,2025-02-14 16:00:00,540,2025-02-14 11:00:00,2025-02-14 11:30:00,30
S0002385,A036,2025-02-17,2025-02-17 07:00:00,2025-02-17 16:00:00,540,2025-02-17 11:00:00,2025-02-17 11:30:00,30
S0002386,A036,2025-02-18,2025-02-18 07:00:00,2025-02-18 16:00:00,540,2025-02-18 11:00:00,2025-02-18 11:30:00,30
S0002387,A036,2025-02-19,2025-02-19 07:00:00,2025-02-19 16:00:00,540,2025-02-19 11:00:00,2025-02-19 11:30:00,30
S0002388,A036,2025-02-20,2025-02-20 07:00:00,2025-02-20 16:00:00,540,2025-02-20 11:00:00,2025-02-20 11:30:00,30
S0002389,A036,2025-02-21,2025-02-21 07:00:00,2025-02-21 16:00:00,540,2025-02-21 11:00:00,2025-02-21 11:30:00,30
S0002390,A036,2025-02-23,2025-02-23 07:00:00,2025-02-23 16:00:00,540,2025-02-23 11:00:00,2025-02-23 11:30:00,30
S0002391,A036,2025-02-24,2025-02-24 07:00:00,2025-02-24 16:00:00,540,2025-02-24 11:00:00,2025-02-24 11:30:00,30
S0002392,A036,2025-02-25,2025-02-25 07:00:00,2025-02-25 16:00:00,540,2025-02-25 11:00:00,2025-02-25 11:30:00,30
S0002393,A036,2025-02-26,2025-02-26 07:00:00,2025-02-26 16:00:00,540,2025-02-26 11:00:00,2025-02-26 11:30:00,30
S0002394,A036,2025-02-27,2025-02-27 07:00:00,2025-02-27 16:00:00,540,2025-02-27 11:00:00,2025-02-27 11:30:00,30
S0002395,A036,2025-02-28,2025-02-28 07:00:00,2025-02-28 16:00:00,540,2025-02-28 11:00:00,2025-02-28 11:30:00,30
S0002396,A036,2025-03-03,2025-03-03 07:00:00,2025-03-03 16:00:00,540,2025-03-03 11:00:00,2025-03-03 11:30:00,30
S0002397,A036,2025-03-04,2025-03-04 07:00:00,2025-03-04 16:00:00,540,2025-03-04 11:00:00,2025-03-04 11:30:00,30
S0002398,A036,2025-03-05,2025-03-05 07:00:00,2025-03-05 16:00:00,540,2025-03-05 11:00:00,2025-03-05 11:30:00,30
S0002399,A036,2025-03-06,2025-03-06 07:00:00,2025-03-06 16:00:00,540,2025-03-06 11:00:00,2025-03-06 11:30:00,30
S0002400,A036,2025-03-07,2025-03-07 07:00:00,2025-03-07 16:00:00,540,2025-03-07 11:00:00,2025-03-07 11:30:00,30
S0002401,A036,2025-03-10,2025-03-10 07:00:00,2025-03-10 16:00:00,540,2025-03-10 11:00:00,2025-03-10 11:30:00,30
S0002402,A036,2025-03-11,2025-03-11 07:00:00,2025-03-11 16:00:00,540,2025-03-11 11:00:00,2025-03-11 11:30:00,30
S0002403,A036,2025-03-12,2025-03-12 07:00:00,2025-03-12 16:00:00,540,2025-03-12 11:00:00,2025-03-12 11:30:00,30
S0002404,A036,2025-03-13,2025-03-13 07:00:00,2025-03-13 16:00:00,540,2025-03-13 11:00:00,2025-03-13 11:30:00,30
S0002405,A036,2025-03-14,2025-03-14 07:00:00,2025-03-14 16:00:00,540,2025-03-14 11:00:00,2025-03-14 11:30:00,30
S0002406,A036,2025-03-17,2025-03-17 07:00:00,2025-03-17 16:00:00,540,2025-03-17 11:00:00,2025-03-17 11:30:00,30
S0002407,A036,2025-03-18,2025-03-18 07:00:00,2025-03-18 16:00:00,540,2025-03-18 11:00:00,2025-03-18 11:30:00,30
S0002408,A036,2025-03-19,2025-03-19 07:00:00,2025-03-19 16:00:00,540,2025-03-19 11:00:00,2025-03-19 11:30:00,30
S0002409,A036,2025-03-20,2025-03-20 07:00:00,2025-03-20 16:00:00,540,2025-03-20 11:00:00,2025-03-20 11:30:00,30
S0002410,A036,2025-03-21,2025-03-21 07:00:00,2025-03-21 16:00:00,540,2025-03-21 11:00:00,2025-03-21 11:30:00,30
S0002411,A036,2025-03-24,2025-03-24 07:00:00,2025-03-24 16:00:00,540,2025-03-24 11:00:00,2025-03-24 11:30:00,30
S0002412,A036,2025-03-25,2025-03-25 07:00:00,2025-03-25 16:00:00,540,2025-03-25 11:00:00,2025-03-25 11:30:00,30
S0002413,A036,2025-03-26,2025-03-26 07:00:00,2025-03-26 16:00:00,540,2025-03-26 11:00:00,2025-03-26 11:30:00,30
S0002414,A036,2025-03-27,2025-03-27 07:00:00,2025-03-27 16:00:00,540,2025-03-27 11:00:00,2025-03-27 11:30:00,30
S0002415,A036,2025-03-28,2025-03-28 07:00:00,2025-03-28 16:00:00,540,2025-03-28 11:00:00,2025-03-28 11:30:00,30
S0002416,A036,2025-03-31,2025-03-31 07:00:00,2025-03-31 16:00:00,540,2025-03-31 11:00:00,2025-03-31 11:30:00,30
S0002417,A037,2025-01-01,2025-01-01 10:00:00,2025-01-01 19:00:00,540,2025-01-01 14:00:00,2025-01-01 14:30:00,30
S0002418,A037,2025-01-02,2025-01-02 10:00:00,2025-01-02 19:00:00,540,2025-01-02 14:00:00,2025-01-02 14:30:00,30
S0002419,A037,2025-01-03,2025-01-03 10:00:00,2025-01-03 19:00:00,540,2025-01-03 14:00:00,2025-01-03 14:30:00,30
S0002420,A037,2025-01-06,2025-01-06 10:00:00,2025-01-06 19:00:00,540,2025-01-06 14:00:00,2025-01-06 14:30:00,30
S0002421,A037,2025-01-07,2025-01-07 10:00:00,2025-01-07 19:00:00,540,2025-01-07 14:00:00,2025-01-07 14:30:00,30
S0002422,A037,2025-01-08,2025-01-08 10:00:00,2025-01-08 19:00:00,540,2025-01-08 14:00:00,2025-01-08 14:30:00,30
S0002423,A037,2025-01-09,2025-01-09 10:00:00,2025-01-09 19:00:00,540,2025-01-09 14:00:00,2025-01-09 14:30:00,30
S0002424,A037,2025-01-10,2025-01-10 10:00:00,2025-01-10 19:00:00,540,2025-01-10 14:00:00,2025-01-10 14:30:00,30
S0002425,A037,2025-01-13,2025-01-13 10:00:00,2025-01-13 19:00:00,540,2025-01-13 14:00:00,2025-01-13 14:30:00,30
S0002426,A037,2025-01-14,2025-01-14 10:00:00,2025-01-14 19:00:00,540,2025-01-14 14:00:00,2025-01-14 14:30:00,30
S0002427,A037,2025-01-15,2025-01-15 10:00:00,2025-01-15 19:00:00,540,2025-01-15 14:00:00,2025-01-15 14:30:00,30
S0002428,A037,2025-01-16,2025-01-16 10:00:00,2025-01-16 19:00:00,540,2025-01-16 14:00:00,2025-01-16 14:30:00,30
S0002429,A037,2025-01-17,2025-01-17 10:00:00,2025-01-17 19:00:00,540,2025-01-17 14:00:00,2025-01-17 14:30:00,30
S0002430,A037,2025-01-18,2025-01-18 10:00:00,2025-01-18 19:00:00,540,2025-01-18 14:00:00,2025-01-18 14:30:00,30
S0002431,A037,2025-01-20,2025-01-20 10:00:00,2025-01-20 19:00:00,540,2025-01-20 14:00:00,2025-01-20 14:30:00,30
S0002432,A037,2025-01-21,2025-01-21 10:00:00,2025-01-21 19:00:00,540,2025-01-21 14:00:00,2025-01-21 14:30:00,30
